thal-00107	Claim: The Budget gives four times more to sheep welfare than to home childcare	mostly true	http://www.thejournal.ie/sheep-welfare-home-carers-budget-2017-3039714-Oct2016/	None	None	None	None	None	FactCheck: Does the Budget give four times more to "sheep welfare" than home childcare?	Oct 23rd 2016, 8:30 AM	None	['None']
thal-00120	Claim: Fianna Fáil’s policy on water charges is consistent with what they said during the election	half true	http://www.thejournal.ie/fianna-fail-water-charges-policy-changes-2976299-Sep2016/	None	None	None	None	None	FactCheck: Has Fianna Fáil's position on water charges really been "consistent"?	Sep 14th 2016, 8:06 PM	None	['None']
thal-00043	Nigerian-eligible Southampton teenager among four new call-ups in Ireland squad	none	http://www.the42.ie/ireland-squad-denmark-northern-ireland-4324713-Nov2018/	None	None	None	None	None	Nigerian-eligible Southampton teenager among four new call-ups in Ireland squad	None	None	['Republic_of_Ireland']
thal-00003	FactCheck: Is Varadkar right to say immigrants are more likely to be working than Irish people?	none	http://www.thejournal.ie/factcheck-varadkar-immigrants-4273981-Oct2018/	None	None	None	None	None	FactCheck: Is Varadkar right to say immigrants are more likely to be working than Irish people?	Oct 14th 2018, 8:00 PM	None	['None']
thal-00072	Claim: There were fewer people on hospital trolleys in January than last year.	half true	http://www.thejournal.ie/factcheck-hospital-trolleys-3225082-Feb2017/	None	None	None	None	None	FactCheck: Are there really fewer people on hospital trolleys this year?	Feb 8th 2017, 8:00 PM	None	['None']
thal-00039	Claim: Taxes on sugary drinks have not achieved their public health aims	mostly true	http://www.thejournal.ie/sugar-soft-drinks-tax-does-it-work-health-benefits-facts-2918363-Oct2017/	None	None	None	None	None	FactCheck: Do taxes on sugary drinks actually work?	Oct 10th 2017, 6:30 PM	None	['None']
thal-00057	FactFind: How much water do we actually use?	none	http://www.thejournal.ie/average-water-use-ireland-facts-3339951-May2017/	None	None	None	None	None	FactFind: How much water do we actually use?	May 1st 2017, 10:00 PM	None	['None']
thal-00017	The claim: “Abortion debate re-opens in Poland after a Down Syndrome baby born alive during an abortion dies unaided screaming for an hour”	none	http://www.thejournal.ie/theliberal-poland-abortion-factcheck-4027581-May2018/	None	None	None	None	None	FactCheck: Has the story of a baby born alive during abortion in Poland opened a debate there?	May 22nd 2018, 5:11 PM	None	['Poland', 'Down_syndrome']
thal-00028	TheJournal.ie FactCheck is first Irish outlet to officially tackle misinformation on Facebook	none	http://www.thejournal.ie/factcheck-thejournal-facebook-partnership-3979720-Apr2018/	None	None	None	None	None	TheJournal.ie FactCheck is first Irish outlet to officially tackle misinformation on Facebook	Apr 26th 2018, 1:41 PM	None	['None']
thal-00157	Claim: Since the election, TDs have been paid €2.2 million, and some ministers have been paid €25,000, to do nothing	mostly false	http://www.thejournal.ie/thejournal-ie-factcheck-tds-ministers-pay-salary-since-election-2016-2731877-Apr2016/	None	None	None	None	None	FactCheck: How much have TDs and ministers been paid since the election?	Apr 25th 2016, 9:55 PM	None	['None']
thal-00092	Claim: 73% of those subject to water charges did not pay them	unproven	http://www.thejournal.ie/irish-water-charges-payment-statistics-boycott-3112027-Dec2016/	None	None	None	None	None	FactCheck: How many people boycotted water charges?	Dec 1st 2016, 8:00 PM	None	['None']
thal-00159	Claim: Mixed martial arts is safer than boxing	half true	http://www.thejournal.ie/the-journal-factcheck-mma-boxing-safety-injury-2713577-Apr2016/	None	None	None	None	None	FactCheck: Is MMA really safer than boxing?	Apr 16th 2016, 7:00 AM	None	['None']
thal-00149	Claim: The use of Eircode by ambulances has saved lives in the last six months	unproven	http://www.thejournal.ie/denis-naughten-eircode-has-saved-lives-factcheck-thejournal-ie-2831170-Jun2016/	None	None	None	None	None	FactCheck: Has Eircode really "saved lives"?	Jun 21st 2016, 8:30 PM	None	['None']
thal-00075	FactFind: Are there many differences between Fianna Fáil and Soc Dems manifestos?	none	http://www.thejournal.ie/factfind-fianna-fail-soc-dems-3221006-Feb2017/	None	None	None	None	None	FactFind: Are there many differences between Fianna Fáil and Soc Dems manifestos?	Feb 4th 2017, 12:05 AM	None	['None']
thal-00094	FactCheck: Nursing union leader Liam Doran's claims about the Irish health service	mostly false	http://www.thejournal.ie/liam-doran-inmo-claire-byrne-live-nursing-health-service-facts-ireland-3103178-Nov2016/	None	None	None	None	None	FactCheck: Nursing union leader Liam Doran's claims about the Irish health service	Nov 26th 2016, 8:00 AM	None	['None']
thal-00063	Claim: Enda Kenny did not call Donald Trump “racist”	mostly true	http://www.thejournal.ie/enda-kenny-donald-trump-racist-comments-facts-video-3290245-Mar2017/	None	None	None	None	None	FactCheck: Did Enda Kenny really never call Donald Trump "racist"?	Mar 16th 2017, 10:30 PM	None	['None']
thal-00066	Claim: Right2Water this week expressed support for charging households for excessive water use	mostly true	http://www.thejournal.ie/right2water-excessive-water-use-charge-barry-cowen-facts-3251913-Feb2017/	None	None	None	None	None	FactCheck: Did Right2Water this week support charging for excessive water use?	Feb 25th 2017, 7:30 PM	None	['None']
thal-00169	CLAIM: 700/750 extra nurses were hired last year – Enda Kenny/Joan Burton.	mostly true	http://www.thejournal.ie/rte-claire-byrne-leaders-debate-ge16-election-2016-ireland-fact-check-2606432-Feb2016/	None	None	None	None	None	FactCheck: The truth and the lies from last night's RTÉ Leaders' Debate	Feb 16th 2016, 6:59 AM	None	['None']
thal-00144	Claim: Big business and agriculture use 90% of water in Ireland, but households pay 78% of the costs.	mostly false	http://www.thejournal.ie/households-businesses-irish-water-usage-costs-factcheck-2852594-Jun2016/	None	None	None	None	None	FactCheck: Who uses water most, and who pays most of the cost?	Jun 29th 2016, 9:27 PM	None	['Republic_of_Ireland']
thal-00004	Meet the team: TheJournal.ie's factcheckers	none	http://www.thejournal.ie/meet-the-team-thejournal-ie-factcheck-bios-4267874-Oct2018/	None	None	None	None	None	Meet the team: TheJournal.ie's factcheckers	Oct 12th 2018, 5:03 PM	None	['None']
thal-00014	Q&A: The answers to your questions about the Eighth Amendment referendum	none	http://www.thejournal.ie/eighth-amendment-ref-q-a-3999597-May2018/	None	None	None	None	None	Q&A: The answers to your questions about the Eighth Amendment referendum	May 25th 2018, 10:25 AM	None	['None']
thal-00064	FactCheck: How many new social housing units did the government provide last year?	half true	http://www.thejournal.ie/social-housing-units-provided-2016-ireland-facts-3258246-Feb2017/	None	None	None	None	None	FactCheck: How many new social housing units did the government provide last year?	Feb 28th 2017, 12:01 AM	None	['None']
thal-00023	Q&A: Here's how many women and girls travel to the UK for abortions	none	http://www.thejournal.ie/how-many-irish-travel-to-uk-for-abortions-3986043-May2018/	None	None	None	None	None	Q&A: Here's how many women and girls travel to the UK for abortions	May 7th 2018, 12:05 AM	None	['None']
thal-00056	Claim: There are more homeless people in Ireland now than at any time since the Famine	mostly false	http://www.thejournal.ie/fact-check-homeless-3370182-May2017/	None	None	None	None	None	FactCheck: Are there more homeless people in Ireland now than at any time since the Famine?	May 6th 2017, 10:00 PM	None	['None']
thal-00114	Claim: Dublin Bus drivers are the third-highest paid in Europe	mostly true	http://www.thejournal.ie/dublin-bus-drivers-wages-europe-facts-3000886-Sep2016/	None	None	None	None	None	FactCheck: How do Dublin Bus drivers' earnings compare with their European counterparts?	Sep 29th 2016, 4:56 PM	None	['None']
thal-00065	Claim: 8,500 social housing units are currently under construction	we rate this claim false	http://www.thejournal.ie/social-housing-current-construction-ireland-2017-facts-3257356-Feb2017/	None	None	None	None	None	FactCheck: Are there really 8,500 social housing units currently being built?	Feb 26th 2017, 8:30 PM	None	['None']
thal-00041	Poll: Will you follow the results of the US midterm elections?	none	http://www.thejournal.ie/us-midterms-4324432-Nov2018/	None	None	None	None	None	Poll: Will you follow the results of the US midterm elections?	None	None	['None']
thal-00042	Everything you need to know about 'slow dating', the latest dating app trend	none	http://www.dailyedge.ie/everything-you-need-to-know-about-slow-dating-the-latest-dating-app-trend-4324596-Nov2018/	None	None	None	None	None	Everything you need to know about 'slow dating', the latest dating app trend	None	None	['None']
thal-00081	Six lessons for 2017 from an Irish fact-checker in a "fake news" era	none	http://www.thejournal.ie/readme/fact-checking-fake-news-ireland-3188614-Jan2017/	None	None	None	None	None	Six lessons for 2017 from an Irish fact-checker in a "fake news" era	Jan 20th 2017, 12:01 AM	None	['None']
thal-00038	Claim: Ireland has a low level of homelessness when compared to other nations within the EU or OECD*	unproven	http://www.thejournal.ie/fact-check-homeless-2-3693945-Nov2017/	None	None	None	None	None	FactCheck: Does Ireland really have a low rate of homelessness by international standards?	Nov 15th 2017, 8:30 PM	None	['None']
thal-00119	Claim: The new Sexual Offences Bill would decriminalise sex workers	mostly false	http://www.thejournal.ie/sexual-offences-bill-2015-decriminalisation-sex-workers-ireland-2981672-Sep2016/	None	None	None	None	None	FactCheck: Would a new government bill really decriminalise sex workers?	Sep 18th 2016, 7:00 PM	None	['None']
thal-00098	An open letter to Mark Zuckerberg from the world’s fact-checkers (including TheJournal.ie)	none	http://www.thejournal.ie/readme/international-fact-checking-network-open-letter-to-mark-zuckerberg-facebook-fake-news-3087057-Nov2016/	None	None	None	None	None	An open letter to Mark Zuckerberg from the world’s fact-checkers (including TheJournal.ie)	Nov 17th 2016, 3:44 PM	None	['Mark_Zuckerberg']
thal-00051	Claim: The side effects of the HPV vaccine outweigh the benefitsverdict: false (by a very wide margin)	we rate this claim false	http://www.thejournal.ie/hpv-vaccine-ireland-regret-gardasil-facts-2970847-Sep2017/	None	None	None	None	None	FactCheck: No, the reported side effects of the HPV vaccine do NOT outweigh the proven benefits	Sep 6th 2017, 5:15 PM	None	['None']
thal-00153	Claim: The publication of Fianna Fáil’s variable rate mortgage bill caused state-owned Irish bank shares to fall by 10% that day	we rate this claim false	http://www.thejournal.ie/factcheck-thejournal-ie-michael-noonan-dail-claim-fianna-fail-mortgage-bill-bank-shares-2784738-May2016/	None	None	None	None	None	FactCheck: Did Michael Noonan tell "bare-faced lies" in the Dáil?	May 24th 2016, 9:00 PM	None	['Michael_Noonan', 'Republic_of_Ireland', 'Fianna_Fáil']
thal-00015	Q&A: Can the 'hard cases' be dealt with while still retaining the Eighth Amendment?	none	http://www.thejournal.ie/qa-hard-cases-ffas-rape-incest-amendment-4028811-May2018/	None	None	None	None	None	Q&A: Can the 'hard cases' be dealt with while still retaining the Eighth Amendment?	May 23rd 2018, 9:30 PM	None	['None']
thal-00112	FactCheck: Does every other country in Europe have water charges?	mostly true	http://www.thejournal.ie/what-countries-in-europe-have-water-charges-facts-3002075-Oct2016/	None	None	None	None	None	FactCheck: Does every other country in Europe have water charges?	Oct 6th 2016, 8:00 PM	None	['Europe']
thal-00053	FactCheck: Do 70% of Irish people see themselves as middle class?	unproven	http://www.thejournal.ie/varadkar-70-factcheck-3519985-Aug2017/	None	None	None	None	None	FactCheck: Do 70% of Irish people see themselves as middle class?	Aug 4th 2017, 12:01 AM	None	['None']
thal-00155	FactCheck: Is there a rush for Irish passports because of Trump and Brexit?	none	http://www.thejournal.ie/thejournal-ie-factcheck-donald-trump-brexit-irish-passports-2767102-May2016/	None	None	None	None	None	FactCheck: Is there a rush for Irish passports because of Trump and Brexit?	May 14th 2016, 9:30 PM	None	['None']
thal-00130	Claim: Ireland has had a “phenomenal” record on maternal mortality, up to the introduction of abortion legislation in 2013	mostly true	http://www.thejournal.ie/maternal-deaths-mortality-rate-ireland-pro-life-campaign-statistics-2921139-Aug2016/	None	None	None	None	None	FactCheck: Who's right about Ireland's record on maternal deaths?	Aug 15th 2016, 8:02 PM	None	['None']
thal-00054	Claim: Rates of illegal drug use in Ireland have risen the most among younger people over the past decade.	mostly true	http://www.thejournal.ie/illegal-drug-rising-young-people-ireland-factcheck-3514169-Jul2017/	None	None	None	None	None	FactCheck: Has the rate of illegal drug use increased most among young Irish people?	Jul 25th 2017, 8:30 PM	None	['None']
thal-00154	Claim: Restricted dog breeds are inherently more dangerous than non-restricted dog breeds	mostly false	http://www.thejournal.ie/factcheck-thejournal-ie-dangerous-dogs-restricted-breeds-2775130-May2016/	None	None	None	None	None	FactCheck: Are restricted dog breeds inherently more dangerous than all the rest?	May 22nd 2016, 10:00 PM	None	['None']
thal-00027	FactCheck: Are 1 in 5 babies in England aborted?	unproven	http://www.thejournal.ie/save-the-8th-poster-statistic-abortion-3951738-Apr2018/	None	None	None	None	None	FactCheck: Are 1 in 5 babies in England aborted?	Apr 27th 2018, 2:52 PM	None	['England']
thal-00162	Claim: New Luas drivers train less, work less, and are paid more than new junior doctors	mostly true	http://www.thejournal.ie/luas-drivers-junior-doctors-pay-transdev-strike-2016-2655652-Mar2016/	None	None	None	None	None	FactCheck: Are Luas drivers really paid more than junior doctors?	Mar 26th 2016, 8:40 AM	None	['None']
thal-00129	Claim: The fees paid by Irish third-level students are among the highest in the world	mostly true	http://www.thejournal.ie/student-contribution-university-fees-ireland-one-of-highest-in-the-world-facts-2936999-Aug2016/	None	None	None	None	None	FactCheck: Do Irish students really pay some of the highest fees in the world?	Aug 19th 2016, 5:24 PM	None	['Republic_of_Ireland']
thal-00069	Claim: Supervised injection facilities don’t reduce crime	none	http://www.thejournal.ie/supervised-injection-centres-crime-fact-check-3238499-Feb2017/	None	None	None	None	None	FactCheck: Do supervised injection centres reduce drug-related crime?	Feb 19th 2017, 10:00 PM	None	['None']
thal-00122	FactCheck: Does this Dublin Bus drivers' leaflet stand up to scrutiny?	mostly true	http://www.thejournal.ie/dublin-bus-drivers-strike-september-2016-nbru-facts-2967501-Sep2016/	None	None	None	None	None	FactCheck: Does this Dublin Bus drivers' leaflet stand up to scrutiny?	Sep 7th 2016, 9:23 PM	None	['None']
thal-00143	Claim: Ireland is prevented by EU rules from spending more money to build social housing	mostly true	http://www.thejournal.ie/social-housing-eu-fiscal-rules-nama-isif-2855526-Jul2016/	None	None	None	None	None	FactCheck: Do EU rules prevent us from spending money to build more social housing?	Jul 1st 2016, 8:09 PM	None	['None']
thal-00167	CLAIM: Fine Gael has “maintained disability spending” – Fine Gael	mostly false	http://www.thejournal.ie/ge16-fact-check-election-2016-ireland-disability-spending-2601538-Feb2016/	None	None	None	None	None	FactCheck: Is Fine Gael right to say it has "maintained disability spending"?	Feb 18th 2016, 11:58 PM	None	['None']
thal-00127	Claim: Garda drug unit numbers are falling as problems associated with drug use are rising.	mostly true	http://www.thejournal.ie/garda-drug-units-numbers-facts-2944139-Aug2016/	None	None	None	None	None	FactCheck: Are there fewer gardaí dealing with a growing drugs problem?	Aug 24th 2016, 8:05 PM	None	['None']
thal-00032	FactCheck: Are 90% of babies with Down syndrome in Britain aborted?	none	http://www.thejournal.ie/factcheck-babies-abortion-3823611-Feb2018/	None	None	None	None	None	FactCheck: Are 90% of babies with Down syndrome in Britain aborted?	Feb 4th 2018, 4:00 AM	None	['United_Kingdom']
thal-00105	Claim: Charlie Flanagan called in the Russian ambassador on 27 September, and conveyed to him the government’s criticism of recent developments in Syria	mostly false	http://www.thejournal.ie/charlie-flanagan-russian-ambassador-enda-kenny-3044539-Oct2016/	None	None	None	None	None	FactCheck: Was Enda Kenny right about Charlie Flanagan and the Russian ambassador?	Oct 27th 2016, 8:00 PM	None	['Russia']
thal-00091	FactCheck: The False claim of the Year, 2016 - Vote now	none	http://www.thejournal.ie/factcheck-thejournal-ie-false-claim-3107056-Dec2016/	None	None	None	None	None	FactCheck: The False claim of the Year, 2016 - Vote now	Dec 3rd 2016, 8:30 AM	None	['None']
thal-00121	Claim: Multinationals account for 92% of customs and excise	unproven	http://www.thejournal.ie/multinationals-tax-contribution-ireland-facts-2972139-Sep2016/	None	None	None	None	None	FactCheck: How much do multinationals actually contribute in taxes?	Sep 9th 2016, 7:07 PM	None	['None']
thal-00055	Claim: €500 million was saved in Ireland in 2016 as a result of the reporting of benefit fraud	none	http://www.thejournal.ie/fact-check-leo-varadkar-welfare-cheats-3404165-Jun2017/	Conclusion: False	None	None	None	None	FactCheck: Did the government really save €500 million due to reported welfare fraud last year?	Jun 18th 2017, 12:05 AM	None	['None']
thal-00046	FactFind: How do our personal tax bills compare to those living around the world?	none	http://www.thejournal.ie/factcheck-money-tax-bills-3606473-Sep2017/	None	None	None	None	None	FactFind: How do our personal tax bills compare to those living around the world?	Sep 20th 2017, 9:00 PM	None	['None']
thal-00148	Claim: Dublin’s north and south inner-city have lost 140 and 160 gardaí each between 2010 and now.	mostly false	http://www.thejournal.ie/factcheck-thejournal-ie-sinn-fein-dublin-inner-city-crime-garda-numbers-2825283-Jun2016/	None	None	None	None	None	FactCheck: Is Sinn Féin right about how many gardaí Dublin's inner city has lost?	Jun 22nd 2016, 8:30 PM	None	['None']
thal-00082	FactCheck: You asked, we answered - "real unemployment"	none	http://www.thejournal.ie/real-unemployment-ireland-jobbridge-job-activation-3121652-Jan2017/	None	None	None	None	None	FactCheck: You asked, we answered - "real unemployment"	Jan 1st 2017, 7:00 PM	None	['None']
thal-00060	FactFind: How generous is maternity leave in Ireland?	none	http://www.thejournal.ie/maternity-leave-ireland-european-rankings-facts-3311670-Apr2017/	None	None	None	None	None	FactFind: How generous is maternity leave in Ireland?	Apr 5th 2017, 12:05 AM	None	['None']
thal-00084	FactCheck: The 2016 False Claim of the Year - as chosen by you	none	http://www.thejournal.ie/factcheck-ireland-thejournal-ie-false-claim-of-the-year-3149192-Dec2016/	None	None	None	None	None	FactCheck: The 2016 False Claim of the Year - as chosen by you	Dec 29th 2016, 9:30 PM	None	['None']
thal-00062	FactFind: One year in, is this really a "do-nothing" Dáil?	none	http://www.thejournal.ie/do-nothing-dail-2016-2017-facts-3277846-Mar2017/	None	None	None	None	None	FactFind: One year in, is this really a "do-nothing" Dáil?	Mar 19th 2017, 8:30 PM	None	['None']
thal-00016	FactFind: How many doctors support repeal?	none	http://www.thejournal.ie/how-many-doctors-support-repeal-4030792-May2018/	None	None	None	None	None	FactFind: How many doctors support repeal?	May 23rd 2018, 6:24 PM	None	['None']
thal-00080	Claim: Regina Doherty did not express support for civil disobedience	none	http://www.thejournal.ie/regina-doherty-civil-disobedience-pylons-facts-3201736-Jan2017/	None	None	None	None	None	FactCheck: Is Regina Doherty right to say she didn't support the use of civil disobedience?	Jan 24th 2017, 8:30 PM	None	['None']
thal-00131	Claim: It is illegal for gardaí to go on strike.	mostly true	http://www.thejournal.ie/factcheck-garda-strike-2900761-Aug2016/	None	None	None	None	None	Factcheck: Is it illegal for gardaí to go on strike?	Aug 7th 2016, 9:00 PM	None	['None']
thal-00077	FactFind: Is Donald Trump's travel ban 'similar to what Obama did'?	none	http://www.thejournal.ie/fact-find-obama-trump-3215035-Jan2017/	None	None	None	None	None	FactFind: Is Donald Trump's travel ban 'similar to what Obama did'?	Jan 31st 2017, 5:34 PM	None	['Barack_Obama', 'Donald_Trump']
thal-00100	Claim: Ireland is taking in 40 refugees every two weeks, at the moment	mostly true	http://www.thejournal.ie/ireland-refugee-asylum-seeker-numbers-2016-3077058-Nov2016/	None	None	None	None	None	FactCheck: How many refugees is Ireland taking in at the moment?	Nov 13th 2016, 9:15 PM	None	['None']
thal-00090	FactCheck: Do you have any nagging questions from 2016? Get in touch	none	http://www.thejournal.ie/factcheck-nagging-questions-2016-3109586-Dec2016/	None	None	None	None	None	FactCheck: Do you have any nagging questions from 2016? Get in touch	Dec 4th 2016, 10:00 PM	None	['None']
thal-00029	Claim: If I open the Martinelli video, will it hack my phone and damage it beyond all repair?	none	http://www.thejournal.ie/factcheck-martinelli-virus-3968715-Apr2018/	None	None	None	None	None	FactCheck: Is the 'Martinelli' virus real and can it hack your phone through Whatsapp?	Apr 22nd 2018, 9:45 AM	None	['None']
thal-00031	FactFind: Is it cheaper to have a mortgage than rent in Ireland?	none	http://www.thejournal.ie/is-it-cheaper-to-buy-or-rent-in-ireland-3849316-Feb2018/	Conclusion: No matter where you are in the country, it is cheaper to have a mortgage than to rent a property on today’s average house and rent prices when looking at one, two or three bedroom properties. However, it may not always be the most suitable option – and it may not always be possible. That situation is how it has always been – except for the years of the property boom – but the difference in price in the ‘smaller household’ sector of the market is now much more stark, up to 90% in high-demand areas.	None	None	None	None	FactFind: Is it cheaper to have a mortgage than rent in Ireland?	Feb 15th 2018, 12:05 AM	None	['None']
thal-00030	'A complete fabrication' - You cannot be taken off the electoral register by phone	none	http://www.thejournal.ie/electoral-register-fabrication-3960632-Apr2018/	None	None	None	None	None	'A complete fabrication' - You cannot be taken off the electoral register by phone	Apr 17th 2018, 6:00 AM	None	['None']
thal-00020	How do Ireland's proposed abortion laws compare with Europe?	none	http://www.thejournal.ie/irish-abortion-law-comparison-4015872-May2018/	None	None	None	None	None	How do Ireland's proposed abortion laws compare with Europe?	May 17th 2018, 12:05 AM	None	['None']
thal-00089	Claim: Ireland has the highest child poverty rate in the OECD	we rate this claim false	http://www.thejournal.ie/willie-o-dea-ireland-child-poverty-rate-oecd-highest-3124268-Dec2016/	None	None	None	None	None	FactCheck: Is Willie O'Dea right to say Ireland has the highest child poverty rate in the OECD?	Dec 11th 2016, 9:30 PM	None	['None']
thal-00163	CLAIM: Water charges are costing as much as they’re collecting – Social Democrats	mostly true	http://www.thejournal.ie/ge16-fact-check-election-2016-water-charges-irish-water-2622813-Feb2016/	None	None	None	None	None	FactCheck: Can water charges really be abolished?	Feb 25th 2016, 7:49 PM	None	['None']
thal-00037	CLAIM: That a 1972 drink-driving campaign recommended motorists not to drink more than four pints before getting behind the wheel.	we rate this claim false	http://www.thejournal.ie/factcheck-1972-drink-driving-poster-3725712-Nov2017/	None	None	None	None	None	FactCheck: Did a drink-driving campaign in 1972 really say the FIFTH pint was the one too many?	Nov 30th 2017, 5:15 PM	None	['None']
thal-00025	Q&A: How are abortions carried out? Can a foetus feel pain?	none	http://www.thejournal.ie/how-are-abortions-carried-out-3992404-May2018/	None	None	None	None	None	Q&A: How are abortions carried out? Can a foetus feel pain?	May 3rd 2018, 3:00 PM	None	['None']
thal-00109	FactCheck: How many workers are on the minimum wage?	none	http://www.thejournal.ie/number-of-minimum-wage-workers-ireland-3025400-Oct2016/	None	None	None	None	None	FactCheck: How many workers are on the minimum wage?	Oct 16th 2016, 9:30 PM	None	['None']
thal-00147	Ruth Coppinger’s claim: however, allowing for that as a simple misstatement, the 90% figure she presented was largely accurate	mostly true	http://www.thejournal.ie/abortion-down-syndrome-fatal-foetal-abnormality-cora-sherlock-ruth-coppinger-eighth-amendment-vincent-browne-2842048-Jun2016/	None	None	None	None	None	FactCheck: Who got it right in this abortion debate between Ruth Coppinger and Cora Sherlock?	Jun 23rd 2016, 10:24 PM	None	['None']
thal-00096	Claim: 700,000 jobs in Ireland depend on our membership of and access to the EU	unproven	http://www.thejournal.ie/ireland-jobs-depend-on-eu-700000-richard-bruton-3084024-Nov2016/	None	None	None	None	None	FactCheck: Do 700,000 jobs really depend on our "open access" to the EU	Nov 20th 2016, 9:30 PM	None	['Republic_of_Ireland']
thal-00034	FactFind: How much sugar does Santa consume in Ireland on Christmas Eve?	none	http://www.thejournal.ie/sugar-santa-christmas-3694376-Dec2017/	None	None	None	None	None	FactFind: How much sugar does Santa consume in Ireland on Christmas Eve?	Dec 24th 2017, 8:30 PM	None	['None']
thal-00036	Claim: “In effect, the iconic Guinness Christmas ad will be banned [under the Public Health (Alcohol) Bill].”	mostly true	http://www.thejournal.ie/factcheck-alcohol-bill-3690412-Dec2017/	None	None	None	None	None	FactCheck: Would the new alcohol bill ban the Guinness Christmas ad?	Dec 21st 2017, 12:05 AM	None	['None']
thal-00059	Claim: Secondary picketing is illegal	half true	http://www.thejournal.ie/secondary-picketing-ireland-law-facts-3323844-Apr2017/	None	None	None	None	None	FactCheck: Is secondary picketing actually illegal?	Apr 7th 2017, 12:05 AM	None	['None']
thal-00048	FactFind: What is the state of social house building in Ireland?	none	http://www.thejournal.ie/factfind-social-housing-ireland-september-2017-3595887-Sep2017/	None	None	None	None	None	FactFind: What is the state of social house building in Ireland?	Sep 13th 2017, 10:00 PM	None	['None']
thal-00170	CLAIM: Job activation schemes are masking the actual pace of economic recovery	half true	http://www.thejournal.ie/ge16-election-2016-ireland-fact-check-job-activation-unemployment-2601799-Feb2016/	None	None	None	None	None	FactCheck: What effect does JobBridge and other schemes have on our unemployment rate?	Feb 14th 2016, 6:00 PM	None	['None']
