peck-00054	Does the informal sector contribute 70% of Kenya’s GDP?	false	https://pesacheck.org/does-the-informal-sector-contribute-70-of-kenyas-gdp-be9c1411d28	None	None	None	George Githinji	None	Does the informal sector contribute 70% of Kenya’s GDP?	Apr 24	None	['None']
peck-00027	Does Kenya Have Faster Internet Than Australia?	true	https://pesacheck.org/does-kenya-have-faster-internet-than-australia-d68fecf62ed4	None	None	None	PesaCheck	None	Does Kenya Have Faster Internet Than Australia?	Oct 18, 2017	None	['None']
peck-00067	Are HIV/AIDS infections among Kenyan youth on the rise?	false	https://pesacheck.org/are-hiv-aids-infections-among-kenyan-youth-on-the-rise-f6029f0bb926	None	None	None	Soila Kenya	None	Are HIV/AIDS infections among Kenyan youth on the rise?	Oct 18	None	['Kenya', 'HIV/AIDS']
peck-00047	Did Only Two Counties In Kenya Meet Their Revenue Targets?	true	https://pesacheck.org/did-only-two-counties-in-kenya-meet-their-revenue-targets-bfa6c519a6a8	None	None	None	George Githinji	None	Did Only Two Counties In Kenya Meet Their Revenue Targets?	Feb 16	None	['None']
peck-00063	Is child abuse in Tanzania on the increase?	true	https://pesacheck.org/is-child-abuse-in-tanzania-on-the-increase-b545874aa6d4	None	None	None	Kiki Otieno	None	Is child abuse in Tanzania on the increase?	Jul 23	None	['None']
peck-00046	Is Forced Servitude Driving Up Human Trafficking In Tanzania?	true	https://pesacheck.org/is-forced-domestic-servitude-tanzanias-biggest-human-trafficking-problem-8431fd3dab87	None	None	None	Belinda Japhet	None	Is Forced Servitude Driving Up Human Trafficking In Tanzania?	Feb 6	None	['None']
peck-00034	How Much of Vihiga County’s Revenue Is Spent On Salaries?	false	https://pesacheck.org/how-much-of-vihiga-countys-revenue-is-spent-on-salaries-4c690bb77000	None	None	None	George Githinji	None	How Much of Vihiga County’s Revenue Is Spent On Salaries?	Nov 27, 2017	None	['None']
peck-00005	Can The Government Afford To Boost Water Access In Schools?	false	https://pesacheck.org/does-government-have-ksh14-billion-to-boost-water-access-in-schools-e4be27747e75	None	None	None	Leo Mutuku	None	Can The Government Afford To Boost Water Access In Schools?	Oct 12, 2016	None	['None']
peck-00024	How Much Will Each Ousted Governor Get As Gratuity?	false	https://pesacheck.org/what-will-it-cost-taxpayers-to-send-the-25-ousted-governors-home-5f1f3c118b19	None	None	None	George Githinji	None	How Much Will Each Ousted Governor Get As Gratuity?	Sep 11, 2017	None	['None']
peck-00004	Has Kenya’s Government Increased Funding to The Health Sector?	true	https://pesacheck.org/is-kenya-increasing-investment-in-health-sector-2fd1155929f0	None	None	None	Leo Mutuku	None	Has Kenya’s Government Increased Funding to The Health Sector?	Sep 20, 2016	None	['None']
peck-00031	Are Ugandan Road Accident Deaths On The Rise?	true	https://pesacheck.org/are-ugandan-road-accident-deaths-on-the-rise-7a53afeff318	None	None	None	Emma Laura N Kisa	None	Are Ugandan Road Accident Deaths On The Rise?	Nov 1, 2017	None	['None']
peck-00016	How Much Does Nairobi County Collect In Annual Revenue?	false	https://pesacheck.org/does-nairobi-county-government-collect-ksh14-billion-annually-in-revenue-4d3d8b244cb2	None	None	None	George Githinji	None	How Much Does Nairobi County Collect In Annual Revenue?	Jul 12, 2017	None	['None']
peck-00012	How Much Does It Cost To Run Kenya’s Two Houses of Parliament?	false	https://pesacheck.org/does-it-cost-115-times-more-to-run-two-houses-of-parliament-in-kenya-f68b6c551e1e	None	None	None	Leo Mutuku	None	How Much Does It Cost To Run Kenya’s Two Houses of Parliament?	Mar 16, 2017	None	['None']
peck-00042	Do Only 1% Of Tanzanians Suffer From Mental Illness?	false	https://pesacheck.org/do-only-1-of-tanzanians-suffer-from-mental-illness-6772a71ae47d	None	None	None	Belinda Japhet	None	Do Only 1% Of Tanzanians Suffer From Mental Illness?	Feb 22	None	['None']
peck-00060	Has Kampala’s revenue collection increased by 188% since 2011?	false	https://pesacheck.org/has-kampalas-revenue-collection-increased-by-188-since-2011-67943e7562aa	None	None	None	Emma Laura N Kisa	None	Has Kampala’s revenue collection increased by 188% since 2011?	May 15	None	['None']
