vogo-00285	The Mother of All Pension Fact Checks	none	https://www.voiceofsandiego.org/topics/news/the-mother-of-all-pension-fact-checks/	None	None	None	None	None	The Mother of All Pension Fact Checks	January 12, 2012	None	['None']
vogo-00458	Statement: The center span of the Coronado Bay Bridge was designed to float in the event of a bombing, according to local urban legend.	determination: false	https://www.voiceofsandiego.org/topics/news/fact-check-a-bomb-resistant-floating-coronado-bridge/	Analysis: When we asked readers to pinpoint local urban legends, this decades old storyline surfaced: The center section of the Coronado Bay Bridge is designed to float. That way, if the bridge were bombed, the Navy could easily push the largest pieces of the bridge aside and still exit the bay.	None	None	None	None	Fact Check: A Bomb Resistant, Floating Coronado Bridge?	January 6, 2011	None	['None']
vogo-00606	Statement: The Unified Port of San Diego had the Convention Center’s expansion site “appraised at $4.7 million for its current use as a parking lot,” Union-Tribune reporter Craig Gustafson reported last Wednesday.	determination: false	https://www.voiceofsandiego.org/fact/fact-check-convention-center-appraisal-downplayed/	Analysis: In fact, the appraisal was based on the site’s approved use for a 250-room hotel. Had it been appraised as a parking lot like Gustafson reported, the estimate likely would have been lower than $4.7 million.	None	None	None	None	Fact Check: Convention Center Appraisal Downplayed	April 13, 2010	None	['San_Diego', 'U-T_San_Diego']
vogo-00154	Working for the (Small Business) Man: Fact Check TV	none	https://www.voiceofsandiego.org/topics/economy/working-for-the-small-business-man-fact-check-tv/	None	None	None	None	None	Working for the (Small Business) Man: Fact Check TV	December 18, 2012	None	['None']
vogo-00105	Statement: “The school board is a part-time position, which currently pays about $17,500 per year.”	determination: true	https://www.voiceofsandiego.org/topics/education/fact-check-full-time-gigs-for-school-board-trustees/	Analysis:	None	None	None	None	Fact Check: Full-Time Gigs for School Board Trustees	June 11, 2013	None	['None']
vogo-00028	Statement: “San Diego today is the largest city in the United States that has run out of raw land. Except in the largely industrial Otay Mesa area, it is simply not possible for San Diego to continue growing in this traditional way,” former San Diego planning director Bill Fulton wrote in a Jan. 3 U-T San Diego op-ed.	determination: true	https://www.voiceofsandiego.org/topics/news/fact-check-san-diegos-dearth-of-raw-land/	Analysis: San Diego’s in the midst of a major push-pull over the future of development.	None	None	None	None	Fact Check: San Diego's Dearth of Raw Land	January 9, 2015	None	['United_States', 'San_Diego', 'U-T_San_Diego']
vogo-00342	Fact Check TV: Filner's No-Show	none	https://www.voiceofsandiego.org/mayor-2012/fact-check-tv-filners-no-show/	None	None	None	None	None	Fact Check TV: Filner's No-Show	August 29, 2011	None	['None']
vogo-00308	Statement: “(Alex) Spanos is on the list of the 400 richest people in the United States, with a fortune estimated at more than $1 billion,” columnist Ron Carrico wrote for the Daily Transcript Oct. 17.	determination: mostly true	https://www.voiceofsandiego.org/topics/news/fact-check-how-wealthy-is-the-chargers-owner/	Analysis: As fans debate the Chargers’ recent skid on the field, a broader debate continues to envelop San Diego’s professional football franchise. The team wants a new downtown stadium and hefty public subsidies to pay for it. Team and city officials say they are preparing a ballot initiative for an election next year.	None	None	None	None	Fact Check: How Wealthy Is the Chargers' Owner?	November 29, 2011	None	['United_States']
vogo-00333	Update: Police Now Tweet	none	https://www.voiceofsandiego.org/blackout/update-police-now-tweet/	None	None	None	None	None	Update: Police Now Tweet	September 14, 2011	None	['None']
vogo-00182	How We Landed on ‘Misleading’	none	https://www.voiceofsandiego.org/topics/education/how-we-landed-on-misleading/	None	None	None	None	None	How We Landed on ‘Misleading’	October 11, 2012	None	['None']
vogo-00461	Statement: “Another example of unintended, and somewhat ridiculous, consequences in PPACA (the health care reform act) can be found in a provision that requires individuals to obtain a doctor’s prescription before using their own money to purchase over-the-counter medications like aspirin or NyQuil,” U.S. Rep. Brian Bilbray, R-Calif., wrote in an op-ed published by the Union-Tribune on Dec. 17.	determination: false	https://www.voiceofsandiego.org/topics/news/fact-check-doctor-approval-needed-for-nyquil/	Analysis: Part of the landmark health care legislation passed by Congress last year changed how millions of people can receive discounted medical supplies. In the editorial, Bilbray derided the change as another example of failed legislation and advocated for an overhaul.	None	None	None	None	Fact Check: Doctor Approval Needed for NyQuil?	January 5, 2011	None	['United_States', 'Patient_Protection_and_Affordable_Care_Act', 'U-T_San_Diego', 'Darrell_Issa']
vogo-00304	Fact Check TV: Chargers and Struggling Schools	none	https://www.voiceofsandiego.org/fact/fact-check-tv-chargers-and-struggling-schools/	None	None	None	None	None	Fact Check TV: Chargers and Struggling Schools	December 5, 2011	None	['None']
vogo-00520	Statement: “We’ve reduced over 1,400 positions in the city. And that includes 200 public safety people. We’ve cut over $300 million in our budget since ’06, $180 million which are permanent cuts,” Sanders told the Union-Tribune for an Aug. 29 Q&A he did in support of Proposition D.	determination: true	statement: “we’ve reduced over 1,400 positions in the city. and that includes 200 public safety people. we’ve cut over $300 million in our budget since ’06, $180 million which are permanent cuts,” sanders told the union-tribune for an aug. 29 q&a he did in support of proposition d. determination: true.	https://www.voiceofsandiego.org/topics/news/fact-check-roundup-mayor-jerry-sanders/	None	None	None	None	None	Fact Check Roundup: Mayor Jerry Sanders	September 20, 2010	['None']
vogo-00628	Statement: “PLAs deny nearly 85 percent of California’s construction workforce the ability to do public work projects … PLAs put special interests ahead of the public interest by restricting the bidding process to ONLY contractors backed by big labor unions…,” Eric Christen, executive director of Coalition for Fair Employment in Construction, wrote in an editorial published in the San Diego Daily Transcript on March 1.	determination: huckster propaganda	https://www.voiceofsandiego.org/fact/who-can-bid-work-for-pla-projects/	Analysis: Christen’s editorial blasted project labor agreements, or PLAs, which are pre-hire agreements used by government for some public works contracts. The San Diego Unified School District has instituted one but the county and other local municipalities want to ban them.	None	None	None	None	Who Can Bid, Work For PLA Projects?	March 3, 2010	None	['California']
vogo-00121	Statement: “The school Academic Performance Index jumped a record 52 points in 2010 to 754,” Cindy Marten, San Diego Unified School District incoming Superintendent wrote in a press release distributed at a school board meeting on Feb. 27.	determination: misleading	https://www.voiceofsandiego.org/topics/education/record-test-scores-at-central-elementary-fact-check/	Analysis: At the San Diego Unified School board meeting announcing the appointment of Cindy Marten as the district’s new superintendent, news reporters were handed two pieces of paper.	None	None	None	None	'Record' Test Scores at Central Elementary: Fact Check	April 3, 2013	None	['None']
vogo-00093	Fact Check TV: The Mayor's Changing Tune	none	https://www.voiceofsandiego.org/topics/news/fact-check-tv-the-mayors-changing-tune/	None	None	None	None	None	Fact Check TV: The Mayor's Changing Tune	July 23, 2013	None	['None']
vogo-00465	Statement: “Today half the citizens in San Diego routinely vote using a mail ballot,” Richard Rider, chairman of the San Diego Tax Fighters, wrote in an op-ed published Dec. 13 by the San Diego Daily Transcript.	determination: mostly true	https://www.voiceofsandiego.org/fact/fact-check-the-vote-by-mail-majority/	Analysis: In the op-ed, Rider blasted the San Diego City Council for making it harder to build big box stores like Walmart. Though supporters say a new ordinance protects local businesses, Rider argued it instead benefits labor union coffers.	None	None	None	None	Fact Check: The Vote-by-Mail Majority	December 17, 2010	None	['San_Diego']
vogo-00086	Statement: “No city in the state of California has a higher barrier” (to recall an official than San Diego), attorneys James P. Lough and Kenneth H. Lounsbery wrote in a July 31 request that the county grand jury issue an accusation against Mayor Bob Filner.	determination: mostly true	https://www.voiceofsandiego.org/topics/news/fact-check-the-rules-of-recall/	Analysis: Ousting Mayor Bob Filner isn’t easy.	None	None	None	None	Fact Check: The Rules of Recall	August 13, 2013	None	['California', 'Bob_Filner', 'San_Diego']
vogo-00511	Statement: The county has “18 unmanned (fire) stations,” Stephen Whitburn, a community health advocate and candidate for county supervisor, wrote in a press release Sept. 22.	determination: false	https://www.voiceofsandiego.org/topics/news/fact-check-lots-of-unmanned-fire-stations/	Analysis: Along the campaign trail, Whitburn has called for greater funding of fire protection to improve the county’s response to wildfires. On Sept. 22, Whitburn outlined his first proposal in a press release and it included this excerpt:	None	None	None	None	Fact Check: Lots of Unmanned Fire Stations?	October 5, 2010	None	['None']
vogo-00497	Fact Check Update: A Revision	none	https://www.voiceofsandiego.org/topics/news/fact-check-update-a-revision/	None	None	None	None	None	Fact Check Update: A Revision	October 27, 2010	None	['None']
vogo-00184	Statement: “It’s based on the most recent report that was presented to the committee that said that zero — zero — has been spent on major repair and replacement projects,” San Diego County Taxpayers Association CEO Lani Lutar said during the Sept. 29 debate with school board member Scott Barnett.	determination: misleading	https://www.voiceofsandiego.org/topics/education/is-school-bond-money-going-to-ipads-over-repairs-fact-check/	Analysis: On Sept. 29, Barnett and Lutar squared off in a debate about Proposition Z, a ballot measure San Diego Unified School District hopes will fund additional school repairs and renovations without hurting its day-to-day budget. (Check out a recent parents’ guide by VOSD’s Will Carless for more details.)	None	None	None	None	Is School Bond Money Going to iPads Over Repairs? Fact Check	October 9, 2012	None	['None']
vogo-00320	Statement: “We really are the first CSU, the first college in California, the first one on the West Coast and the second in the nation to offer this major,” Esther Rothblum, a professor of women’s studies at San Diego State University, said in a story the university published Oct. 3 about its new major in lesbian, gay, bisexual and transgender studies.	determination: true	https://www.voiceofsandiego.org/topics/education/fact-check-sdsus-groundbreaking-lgbt-major/	Analysis: The news from San Diego State University two weeks ago thrilled Ardel Thomas. Next spring, the college will start offering a bachelor’s degree in lesbian, gay, bisexual and transgender studies.	None	None	None	None	Fact Check: SDSU's Groundbreaking LGBT Major	October 17, 2011	None	['California', 'San_Diego_State_University', 'West_Coast_of_the_United_States']
vogo-00538	Statement: “There really aren’t any design impacts that result from the cruise ship terminal being constructed,” said Shaun Sumner, the port of San Diego’s senior real estate asset manager, during an interview for a San Diego Explained segment about the North Embarcadero Visionary Plan.	determination: barely true	https://www.voiceofsandiego.org/fact/fact-check-the-cruise-ship-terminal-and-its-impact-on-a-vision/	Analysis: Sumner was making a case frequently repeated by representatives of the Unified Port of San Diego: that the Broadway Pier, which extends off Broadway downtown past Harbor Drive, has always been envisioned as a host for cruise ships, their passengers and their needs. Further, they claim, they were unable to make any other conclusion than that the massive terminal now arising on the pier had to be built.	None	None	None	None	Fact Check: The Cruise Ship Terminal and Its Impact on a Vision	August 9, 2010	None	['None']
vogo-00335	Statement: “The average subsidy in the NFL is about 65 percent of the costs of a stadium is paid for by the public,” Chargers spokesman Mark Fabiani said Aug. 17 during a radio interview with KPBS.	determination: true	https://www.voiceofsandiego.org/topics/news/fact-check-who-pays-for-nfl-stadiums/	Analysis: As the Chargers begin another season, one major question continues to hang over the team’s nearly decade-long search for a new stadium: Who will pay for a new facility?	None	None	None	None	Fact Check: Who Pays for NFL Stadiums	September 12, 2011	None	['National_Football_League', 'San_Diego_Chargers', 'KPBS-FM']
vogo-00284	Horn Reacts to Whopper Award: Fact Check TV	none	https://www.voiceofsandiego.org/mayor-2012/horn-reacts-to-whopper-award-fact-check-tv/	None	None	None	None	None	Horn Reacts to Whopper Award: Fact Check TV	January 17, 2012	None	['None']
vogo-00624	Statement: “If you want to buy crack and you’re living in Poway, you’re going to 17th and K,” Bob McElroy, president of the nonprofit Alpha Project, told voiceofsandiego.org for a story about drug activity in the southeast corner of the East Village.	determination: mostly true	https://www.voiceofsandiego.org/fact/where-do-people-buy-crack/	Analysis: Obviously McElroy doesn’t know if every Poway resident seeking to buy crack goes to 17th and K, so we want to analyze the statement’s implication: The downtown area is a regional hotspot for the drug trade.	None	None	None	None	Where Do People Buy Crack?	March 10, 2010	None	['East_Village,_Manhattan']
vogo-00276	Statement: “We’ve now had over 30 pieces of legislation, not only out of the first committee but signed into law,” state Assemblyman Nathan Fletcher said at a mayoral candidate forum Feb. 2.	determination: true	https://www.voiceofsandiego.org/mayor-2012/fletchers-legislative-track-record-fact-check/	Analysis: Fletcher, one of three high-profile Republicans running for mayor, has made an effort along the campaign trail to distinguish himself as a moderate.	None	None	None	None	Fletcher's Legislative Track Record: Fact Check	February 8, 2012	None	['None']
vogo-00033	Statement: “DeMaio’s funded by Tea Party extremists, who oppose pay fairness for women. DeMaio’s pledged to support their extreme agenda in Congress,” declares a television ad from Rep. Scott Peters in his congressional campaign against Carl DeMaio.	determination: misleading	https://www.voiceofsandiego.org/topics/politics/fact-check-peters-hit-on-demaio-and-equal-pay/	Analysis: The ad begins with a young woman shuffling her kids off to school and then sitting down at a desk in her office. She opens her paycheck as the narrator notes that women make only 77 percent of what men do. The woman frowns and types Carl DeMaio’s name into a search engine.	None	None	None	None	Fact Check: Peters' Hit on DeMaio and Equal Pay	September 26, 2014	None	['United_States_Congress', 'Carl_DeMaio', 'Tea_Party_protests']
vogo-00607	Fact Check TV: District 8 Campaign and Firefighters' Overtime	none	https://www.voiceofsandiego.org/fact/fact-check-tv-district-8-campaign-and-firefighters-overtime/	None	None	None	None	None	Fact Check TV: District 8 Campaign and Firefighters' Overtime	April 12, 2010	None	['None']
vogo-00136	A $1 Billion Gambling Problem: Fact Check TV	none	https://www.voiceofsandiego.org/topics/news/a-1-billion-gambling-problem-fact-check-tv/	None	None	None	None	None	A $1 Billion Gambling Problem: Fact Check TV	February 25, 2013	None	['None']
vogo-00216	Statement: “The figures actually presume that every freed space in the park is occupied before people will start to choose to park in the garage,” Councilman Todd Gloria said July 10 about the projected revenue from a new parking garage in Balboa Park.	determination: false	https://www.voiceofsandiego.org/parks/the-numbers-on-parking-in-balboa-park-fact-check/	Analysis: Last week, the City Council approved a $45 million plan to remodel Balboa Park. Most of the project is planned to be funded by philanthropy, but the city isn’t completely off the hook.	None	None	None	None	The Numbers on Parking in Balboa Park: Fact Check	July 18, 2012	None	['Balboa_Park_(San_Diego)']
vogo-00160	Statement: “I have my press conference here because in the 25 square miles that’s represented by this fire station, which is half the size, by the way, of the city of San Francisco, there is one fire truck and there is maybe a cop on duty. And if they’re called to different places we have nothing in this community,” Mayor Bob Filner said at a Nov. 15 press conference at Fire Station 33 in Rancho Bernardo.	determination: mostly true	https://www.voiceofsandiego.org/topics/news/rancho-bernardos-fire-response-limitations-fact-check/	Analysis: New Mayor Bob Filner vows to restore services and staffing to the city’s public safety departments after years of belt-tightening.	None	None	None	None	Rancho Bernardo’s Fire Response Limitations: Fact Check	December 4, 2012	None	['Bob_Filner', 'San_Francisco']
vogo-00011	Statement: “The nonprofit Save San Diego Neighborhoods has estimated that over 6,000 properties in San Diego have been converted into permanent mini-hotels, which is disruptive to communities and needs to stop. Just ask anyone who lives next to one. Viewed in terms of affordable housing, these 6,000 homes are essentially removed from the rental or home purchasing market, directly contributing to the housing shortage,” Barbara Bry, a candidate for San Diego City Council District 1, wrote in a VOSD op-ed April 13.	determination: false	https://www.voiceofsandiego.org/topics/land-use/fact-check-vacation-rentals-making-housing-shortage-worse/	Analysis: The advent of Airbnb and other home-sharing sites increased tourist access to once out-of-reach communities across San Diego. But not all local residents like their new, temporary neighbors.	None	None	None	None	Fact Check: Are Vacation Rentals Making the Housing Shortage Worse?	May 18, 2016	None	['San_Diego']
vogo-00070	Statement: “[David Alvarez] held big banks accountable, protecting people’s property values when banks foreclose on neighboring homes,” The San Diego Imperial Counties Labor Council, campaign flyer for David Alvarez for mayor.	determination: misleading	https://www.voiceofsandiego.org/city-council/fact-check-is-david-alvarez-protecting-home-values/	Analysis: This weekend, a young supporter of Councilman David Alvarez showed up at my home. Alvarez, of course, is running for mayor.	None	None	None	None	Fact Check: Is David Alvarez Protecting Home Values?	December 17, 2013	None	['David_Alvarez_(politician)']
vogo-00024	Statement: “City currently receives about $2.5 million in rent annually from the Chargers,” says a city document provided to Mayor Kevin Faulconer’s Chargers stadium task force.	determination: misleading	https://www.voiceofsandiego.org/fact/fact-check-city-pays-chargers-play-qualcomm-stadium/	Analysis: In theory, the Chargers have to pay the city of San Diego rent each year to play at Qualcomm Stadium. In reality, it’s the city that pays the Chargers.	None	None	None	None	Fact Check: The City Pays the Chargers to Play at Qualcomm Stadium	February 20, 2015	None	['San_Diego_Chargers']
vogo-00074	Statement: “The pension payment is beginning to come down. That’s gonna continue to happen and that’s gonna provide more money that can be invested in our neighborhoods,” Nathan Fletcher said at an Oct. 19 debate.	determination: misleading	https://www.voiceofsandiego.org/topics/politics/fact-check-pension-savings-for-neighborhoods/	Analysis: Five-year deals with city employees mean the city’s pension bills won’t be as high as they could have been but that doesn’t mean the city’s annual payment is on a downward spiral.	None	None	None	None	Fact Check: Pension Savings for Neighborhoods	November 4, 2013	None	['None']
vogo-00374	Statement: “In the last five years, I’ve had 345 officers leave the city of San Diego and go to other cities for better benefits, higher wages, and better vehicles and equipment. In that same five-year period I’ve had only 35 officers come to the city of San Diego,” San Diego Police Chief Bill Lansdowne said at a law enforcement conference in April.	determination: false	https://www.voiceofsandiego.org/topics/news/fact-check-police-chief-exaggerates-officer-exodus/	Analysis: Lansdowne, speaking during the April conference in Seattle, boasted about the resilience of San Diego’s police officers in the face of economic turmoil and the public vilification of their pensions.	None	None	None	None	Fact Check: Police Chief Exaggerates Officer Exodus	June 21, 2011	None	['San_Diego']
vogo-00064	Statement: “The biggest union that takes the most benefits is endorsing (Kevin Faulconer) and now he’s claiming that I have all of the support. That’s just nonsense. It’s not true,” mayoral candidate David Alvarez said during a Jan. 15 debate.	determination: misleading	https://www.voiceofsandiego.org/topics/politics/fact-check-big-union-backers/	Analysis: Mayoral candidate Kevin Faulconer play ups David Alvarez’s union ties almost as often as he touts his own credentials. Last week, Alvarez fired back.	None	None	None	None	Fact Check: Big Union Backers	January 23, 2014	None	['David_Alvarez_(politician)']
vogo-00337	Statement: “Those 5,600 signatures were more people than [San Diego’s Redistricting Commission] heard from the entire eight to 10 months of testimony they’ve taken, emails they’ve received, written comments they’ve received and other petitions from other communities they’ve received,” Andy Berg, president of the Rancho Peñasquitos Town Council, told KPBS in an interview airing Aug. 26 on San Diego Week.	determination: false	https://www.voiceofsandiego.org/neighborhoods/fact-check-the-loudest-neighborhood/	Analysis: Two weeks ago, the seven-member commission charged with redrawing San Diego’s political boundaries approved its final map. The Redistricting Commission added a new ninth council district stretching from the College Area to Southcrest and adjusted the existing eight to account for population shifts.	None	None	None	None	Fact Check: The Loudest Neighborhood	September 7, 2011	None	['None']
vogo-00382	Fact Check TV: More Graduates and Less Trash	none	https://www.voiceofsandiego.org/fact/fact-check-tv-more-graduates-and-less-trash/	None	None	None	None	None	Fact Check TV: More Graduates and Less Trash	May 31, 2011	None	['None']
vogo-00548	Statement: “Pacific Beach has typically around 600 DUI’s a year,” Scott Chipman, a member of the Pacific Beach Planning Group, said on the KPBS program These Days on July 1.	determination: true	https://www.voiceofsandiego.org/topics/news/fact-check-where-do-people-get-arrested-for-dui/	Analysis: Appearing on KPBS, Chipman advocated for greater regulation of alcohol licensing in Pacific Beach. He blamed the neighborhood’s high bar density for continuing a rowdy reputation and large presence of certain crimes like DUI.	None	None	None	None	Fact Check: Where Do People Get Arrested for DUI?	July 21, 2010	None	['None']
vogo-00352	Fact Check TV: Recycled Sewage and Hotel Taxes	none	https://www.voiceofsandiego.org/topics/news/fact-check-tv-recycled-sewage-and-hotel-taxes/	None	None	None	None	None	Fact Check TV: Recycled Sewage and Hotel Taxes	August 8, 2011	None	['None']
vogo-00229	City Workers Vs. the Private Sector: Fact Check TV	none	https://www.voiceofsandiego.org/fact/city-workers-vs-the-private-sector-fact-check-tv/	None	None	None	None	None	City Workers Vs. the Private Sector: Fact Check TV	June 18, 2012	None	['None']
vogo-00413	More Medi-Pot Collectives Than Pharmacies? Starbucks?	none	https://www.voiceofsandiego.org/topics/news/more-medi-pot-collectives-than-pharmacies-starbucks/	None	None	None	None	None	More Medi-Pot Collectives Than Pharmacies? Starbucks?	March 29, 2011	None	['None']
vogo-00371	Statement: “The stadium’s the oldest one in the country and it’s the second oldest while I was there,” former San Diego Mayor Susan Golding said about Qualcomm Stadium on NBC7 San Diego June 23.	determination: false	https://www.voiceofsandiego.org/topics/news/fact-check-chargers-stadium-oldest-in-nfl/	Analysis: As part of a series of interviews with government officials, NBC asked Golding to reflect on the lasting impacts of her administration, whose decisions in the 1990s contributed to the city’s current financial woes.	None	None	None	None	Fact Check: Chargers' Stadium Oldest in NFL?	June 29, 2011	None	['San_Diego']
vogo-00057	The Challenge of Our New Fact Check Ruling	none	https://www.voiceofsandiego.org/fact/the-challenge-of-our-new-fact-check-ruling/	None	None	None	None	None	The Challenge of Our New Fact Check Ruling	February 21, 2014	None	['None']
vogo-00469	Statement: The District Attorney’s Office “reviewed more than 6,000 domestic violence-related cases during 2009,” wrote District Attorney Bonnie Dumanis and Dawn Griffin, president of the San Diego Domestic Violence Council, in a Union-Tribune op-ed published Dec. 2.	determination: true	https://www.voiceofsandiego.org/topics/news/fact-check-prosecuting-domestic-violence/	Analysis: Dumanis and Griffin’s editorial reminded San Diegans to watch out for signs of domestic violence and explained how law enforcement and social service agencies are addressing it locally. To measure the problem, they highlighted these statistics:	None	None	None	None	Fact Check: Prosecuting Domestic Violence	December 14, 2010	None	['Bonnie_Dumanis', 'U-T_San_Diego']
vogo-00571	Statement: “Top 10 most searched homes in the nation this week – San Diego County makes it on the list twice,” the San Diego Association of Realtors wrote on Twitter on Monday.	determination: false	https://www.voiceofsandiego.org/fact/fact-check-san-diegos-home-buying-luster/	Analysis:: In a message to the 360-plus followers of the San Diego Association of Realtors’ Twitter feed, the group claimed that this list of most searched homes in the nation this week had two San Diego County homes.	None	None	None	None	Fact Check: San Diego's Home-Buying Luster	June 7, 2010	None	['San_Diego_County,_California']
vogo-00533	Statement: “We’re getting to calls quicker than ever before,” Police Chief Bill Lansdowne said July 21 at a City Council committee meeting.	determination: mostly true	https://www.voiceofsandiego.org/topics/news/fact-check-how-quickly-do-police-arrive/	Analysis: The Police Department measures its response times based on five dispatch categories. The higher priority the call, the faster police officers aim to arrive.	None	None	None	None	Fact Check: How Quickly Do Police Arrive?	August 23, 2010	None	['None']
vogo-00172	Did the Koch Brothers Donate to DeMaio? Fact Check TV	none	https://www.voiceofsandiego.org/mayor-2012/did-the-koch-brothers-donate-to-demaio-fact-check-tv/	None	None	None	None	None	Did the Koch Brothers Donate to DeMaio? Fact Check TV	October 29, 2012	None	['None']
vogo-00589	Statement: San Diego County has more than 70,000 outstanding warrants, Jim Duffy, one of two candidates vying to replace Bill Gore as sheriff, told KPBS for a story April 21.	determination: true	https://www.voiceofsandiego.org/fact/fact-check-the-countys-outstanding-warrants-backlog/	Analysis: As of April 2, the county had 74,949 outstanding warrants. About 17,600 of those warrants were for felonies and about 21,700 for misdemeanors. The rest were for court orders, juveniles or other warrants.	None	None	None	None	Fact Check: The County's Outstanding Warrants Backlog	May 5, 2010	None	['Jim_Duffy_(footballer)', 'San_Diego_County,_California']
vogo-00417	Statement: “An emergency intercom is located on the lower level of each Coaster car near the restroom,” the website for the North County Transit District said as of Jan. 25.	determination: false	https://www.voiceofsandiego.org/topics/news/fact-check-the-phantom-help-button/	Analysis: The Coaster, the commuter train run by the North County Transit District, shuttled 1.2 million passengers between Oceanside and downtown San Diego last year. Because it serves such a large population, the San Diego County Grand Jury checked up on the train’s safety procedures earlier this year.	None	None	None	None	Fact Check: The Phantom Help Button	March 23, 2011	None	['None']
