snes-04619	JetBlue is offering free flights to Orlando for family members and partners of the victims of the Pulse Nightclub shooting.	true	https://www.snopes.com/fact-check/jetblue-offering-free-flights-to-orlando-for-victims-families/	None	Business	None	Kim LaCapria	None	JetBlue Offering Free Flights to Pulse Nightclub Victims’ Families	13 June 2016	None	['Orlando,_Florida', 'JetBlue']
snes-00906	Did Harley-Davidson Close a Wisconsin Factory to Move Production to Thailand Due to New Steel Tariffs?	mostly false	https://www.snopes.com/fact-check/harley-davidson-steel-tariffs/	None	Business	None	Dan Evon	None	Did Harley-Davidson Close a Wisconsin Factory to Move Production to Thailand Due to New Steel Tariffs?	12 March 2018	None	['None']
snes-01637	A social media meme accurately lists U.S. government assets deployed by President Trump to aid Puerto Ricans in the aftermath of Hurricane Maria.	mixture	https://www.snopes.com/fact-check/trump-aid-puerto-rico/	None	Politics	None	David Emery	None	Is This Viral List of U.S. Government Emergency Aid Sent to Puerto Rico Accurate?	2 October 2017	None	['United_States', 'Puerto_Rico']
snes-02508	A photograph depicts a Six Flags roller coaster under floodwaters in St. Louis in May 2017.	miscaptioned	https://www.snopes.com/fact-check/six-flags-flooding-photo/	None	Fauxtography	None	Kim LaCapria	None	Six Flags Roller Coaster Flooding	5 January 2016	None	['St._Louis']
snes-01572	Is the Mandalay Bay Security Guard 'Missing'?	false	https://www.snopes.com/fact-check/is-the-mandalay-bay-security-guard-missing/	None	Uncategorized	None	Bethania Palma	None	Is the Mandalay Bay Security Guard ‘Missing’?	16 October 2017	None	['None']
snes-04566	A billboard that says "Make America White Again" is part of a political campaign.	true	https://www.snopes.com/fact-check/make-america-white-again-billboard/	None	Fauxtography	None	Dan Evon	None	Make America White Again	22 June 2016	None	['None']
snes-03164	Denzel Falsington	mostly false	https://www.snopes.com/fact-check/denzel-washington-meryl-streep/	None	Junk News	None	Dan Evon	None	Did Denzel Washington Criticize Meryl Streep?	11 January 2017	None	['None']
snes-01259	Hillary Clinton will narrate the audio version of the book 'Fire and Fury: Inside the Trump White House.'	false	https://www.snopes.com/fact-check/clinton-narrate-fire-fury/	None	Junk News	None	David Mikkelson	None	Will Hillary Clinton Read the Audiobook Version of “Fire and Fury”?	6 January 2018	None	['Hillary_Rodham_Clinton', 'White_House']
snes-03160	An Ugly Chapter	true	https://www.snopes.com/fact-check/ugly-laws/	None	Legal Affairs	None	David Emery	None	Did Some Cities in the United States Have ‘Ugly Laws’ to Keep Disabled People Out of Sight?	11 January 2017	None	['None']
snes-05897	The word 'picnic' originated with crowds gathering to witness lynchings.	false	https://www.snopes.com/fact-check/picnic-etymology/	None	Language	None	Snopes Staff	None	Did the Word ‘Picnic’ Originate with Lynchings?	21 January 2011	None	['None']
snes-03327	John Kasich said if women can't be trusted to "keep their legs closed," then they are unfit to choose abortion.	false	https://www.snopes.com/fact-check/john-kasich-said-we-cant-entrust-abortion-decision-to-women/	None	Junk News	None	Kim LaCapria	None	John Kasich Said We Can’t Entrust ‘Abortion Decision’ to Women?	16 December 2016	None	['John_Kasich']
snes-04508	New Jersey governor Chris Christie vetoed a parity bill because it violated religious freedom protections.	false	https://www.snopes.com/fact-check/chris-christie-vetoes-equal-pay/	None	Junk News	None	Kim LaCapria	None	Chris Christie Vetoes Equal Pay for Women as ‘Against Religious Freedom’	6 July 2016	None	['Chris_Christie', 'New_Jersey']
snes-05370	A photograph shows President Obama wearing American flag glasses after the 2016 State Of The Union Address.	mixture	https://www.snopes.com/fact-check/obama-sotu-shutter-shades/	None	Politicians	None	Dan Evon	None	Obama Did Not Wear Shutter Shades After 2016 SOTU	13 January 2016	None	['United_States', 'Barack_Obama']
snes-02011	In 2012, Usher paid $1.1 million to settle a lawsuit brought by a woman claiming he had knowingly infected her with herpes.	unproven	https://www.snopes.com/fact-check/usher-std-rumor/	None	Entertainment	None	Dan MacGuill	None	Was Usher Successfully Sued for Giving a Woman Herpes?	25 July 2017	None	['None']
snes-02716	U.S. Attorney General Jeff Sessions is to be disbarred from the Alabama State Bar Association due to a letter of complaint filed by 2,000 attorneys from across the U.S.	false	https://www.snopes.com/fact-check/jeff-sessions-disbarred/	None	Politics	None	David Emery	None	U.S. Attorney General Jeff Sessions Disbarred for Misconduct?	29 March 2017	None	['United_States', 'Jeff_Sessions']
snes-01390	Were Hate Crime Charges Against 'BLM Kidnappers' Dropped?	false	https://www.snopes.com/fact-check/were-hate-charges-blm-kidnappers-dropped/	None	Racial Rumors	None	Bethania Palma	None	Were Hate Crime Charges Against ‘BLM Kidnappers’ Dropped?	29 November 2017	None	['None']
snes-03960	Researchers have found a simple cure for cancer, but major pharmaceutical companies are not interested because it isn't patentable.	mostly false	https://www.snopes.com/fact-check/dca-cancer-cure/	None	Medical	None	David Mikkelson	None	Did Scientists Cure Cancer, But No One Took Notice?	30 May 2011	None	['None']
snes-02751	Hillary Clinton Appointed to Replace Disgraced US Senator?	false	https://www.snopes.com/fact-check/hillary-clinton-fill-senate-seat/	None	Junk News	None	David Mikkelson	None	Hillary Clinton Appointed to Replace Disgraced US Senator?	21 March 2017	None	['None']
snes-04542	Author Cormac McCarthy passed away in June 2016.	false	https://www.snopes.com/fact-check/cormac-mccarthy-death-hoax/	None	Media Matters	None	Dan Evon	None	Cormac McCarthy Death Hoax	28 June 2016	None	['None']
snes-02971	President Trump fired longtime White House butler Cecil Gaines for disobedience.	false	https://www.snopes.com/fact-check/trump-fired-cecil-gaines/	None	Junk News	None	Dan Evon	None	Did President Trump Fire White House Butler Cecil Gaines?	9 February 2017	None	['White_House']
snes-04957	As Secretary of State, Hillary Clinton artificially depressed Haiti's minimum wage; that action was part of a larger plan by the Clinton Foundation to profit from the country.	mixture	https://www.snopes.com/fact-check/hillary-clinton-suppressed-haitis-minimum-wage/	None	Politics	None	Brooke Binkowski	None	Did Hillary Clinton Suppress Haiti’s Minimum Wage?	5 April 2016	None	['Clinton_Foundation', 'Hillary_Rodham_Clinton', 'Haiti']
snes-05671	Congress voted to give Apache land to an environmentally exploitative foreign corporation.	mixture	https://www.snopes.com/fact-check/congress-votes-to-sell-apache-land-to-foreign-corporation/	None	Business	None	Kim LaCapria	None	Congress Voted to Sell Apache Land to Foreign Corporation?	12 December 2014	None	['None']
snes-00375	A photograph shows an octopus that fell from the sky in China during a storm.	false	https://www.snopes.com/fact-check/octopus-fall-sky-china/	None	Fauxtography	None	Dan Evon	None	Does This Photograph Show an Octopus Falling from the Sky in China?	18 June 2018	None	['China']
snes-01044	The ice in a photograph of a frozen river resembles the mask from the movie Scream.	false	https://www.snopes.com/fact-check/frozen-river-scream-ghostface/	None	Fauxtography	None	Dan Evon	None	Does this Frozen River Resemble the ‘Scream’ Mask?	9 February 2018	None	['None']
snes-00179	Police executing a search warrant at the home of a Bloomington, Illinois, mortician discovered 218 embalmed human penises.	false	https://www.snopes.com/fact-check/bloomington-police-discover-over-200-penises/	None	Junk News	None	David Emery	None	Did Bloomington Police Discover Over 200 Penises During Raid at a Mortician’s Home?	23 August 2018	None	['Illinois', 'Bloomington,_Indiana']
snes-02456	In May 2017, the ACLU issued a warning for Americans traveling to Texas.	true	https://www.snopes.com/fact-check/aclu-travel-warning-texas/	None	Politics	None	Kim LaCapria	None	Did the ACLU Issue a Warning for People Traveling to Texas?	10 May 2017	None	['Texas', 'United_States']
snes-04121	A video depicts a Chinese vendor making "synthetic cabbages" for sale in American restaurants and supermarkets.	false	https://www.snopes.com/fact-check/chinese-synthetic-cabbages/	None	Fauxtography	None	Kim LaCapria	None	Chinese ‘Synthetic’ Cabbages	1 September 2016	None	['United_States', 'China']
snes-04511	A Harvard study proved instant noodles and ramen can cause irreversible damage to your body.	unproven	https://www.snopes.com/fact-check/harvard-study-ramen-damage-body/	None	Food	None	Kim LaCapria	None	Harvard Study Reveals Just How Much Damage Instant Noodles Do to Your Body	6 July 2016	None	['None']
snes-05156	A series of widely-shared photos show the effects that the Fukushima Nuclear DIsaster had on marine life.	mostly false	https://www.snopes.com/fact-check/fukushima-radiation-marine-photos/	None	Uncategorized	None	Dan Evon	None	No, These Photos Don’t All Show the Effects of the Fukushima Disaster on Marine Life	25 February 2016	None	['None']
snes-03873	$6 billion went missing from the U.S. State Department while Hillary Clinton was in charge.	mostly false	https://www.snopes.com/fact-check/hillary-clinton-lost-6-billion-at-state-dept/	None	Politics	None	David Emery	None	Hillary Clinton Lost $6 Billion at the State Department?	5 October 2016	None	['United_States_Department_of_State', 'Hillary_Rodham_Clinton']
snes-03790	Mike Pence said Michelle Obama 'is the most vulgar First Lady we've ever had'	false	https://www.snopes.com/fact-check/mike-pence-calls-michelle-obama-vulgar/	None	Uncategorized	None	Arturo Garcia	None	Pence: ‘Michelle Obama Is the Most Vulgar First Lady We’ve Ever Had’	15 October 2016	None	['Mike_Pence', 'Michelle_Obama']
snes-00293	A photograph shows a large lenticular cloud over the pyramids in Giza, Egypt.	false	https://www.snopes.com/fact-check/lenticular-cloud-over-pyramids/	None	Fauxtography	None	Dan Evon	None	Is This Image of a Lenticular Cloud Over the Giza Pyramids Real?	25 July 2018	None	['Egypt', 'Giza_Necropolis']
snes-03432	Donald Trump announced that he will ban "gay activity" from appearing on television shows.	false	https://www.snopes.com/fact-check/trump-to-ban-all-television-shows-that-promote-gay-activity/	None	Junk News	None	Dan Evon	None	Trump to Ban All Television Shows That Promote ‘Gay Activity’	1 December 2016	None	['None']
snes-05435	Did Ted Yoho Say African-Americans Should Get Only 3/5ths of a Vote?	false	https://www.snopes.com/fact-check/ted-yoho-votes/	None	Junk News	None	Dan Evon	None	Did Ted Yoho Say African-Americans Should Get Only 3/5ths of a Vote?	29 December 2015	None	['None']
snes-02351	The suicide bombing attack at the Ariana Grande concert in Manchester, England was a hoax.	false	https://www.snopes.com/fact-check/manchester-attack-false-flag/	None	Uncategorized	None	Bethania Palma	None	Was the Manchester Terror Attack a ‘False Flag’?	24 May 2017	None	['England', 'Manchester']
snes-02770	The Supreme Court ordered the Smithsonian Institution to disclose that it destroyed several giant skeletons in the early 1900s to preserve the mainstream narrative of evolution.	false	https://www.snopes.com/fact-check/creation-schism/	None	Media Matters	None	Kim LaCapria	None	Did the Smithsonian Admit to the Destruction of Thousands of Giant Human Skeletons in Early 1900’s?	17 December 2014	None	['None']
snes-03135	The U.S. government was sued and found culpable for the murder of Martin Luther King, Jr., but the news media refused to report it.	mostly false	https://www.snopes.com/fact-check/government-mlk-assassination/	None	Conspiracy Theories	None	Kim LaCapria	None	Was the U.S. Government Found Guilty of Assassinating Martin Luther King, Jr.?	20 January 2015	None	['United_States', 'Martin_Luther_King,_Jr.']
snes-03770	Singer Billy Ocean passed away in October 2016.	false	https://www.snopes.com/fact-check/billy-ocean-death-hoax/	None	Junk News	None	Dan Evon	None	Billy Ocean Death Hoax	18 October 2016	None	['None']
snes-00201	A photograph shows a giant blue whale spotted near Jennette's Pier in North Carolina.	false	https://www.snopes.com/fact-check/blue-whale-spotted-jennettes-pier/	None	Fauxtography	None	Dan Evon	None	Was a Giant Blue Whale Spotted Near Jennette’s Pier?	20 August 2018	None	['None']
snes-00086	In September 2018, a 33-year-old man in Myrtle Beach, South Carolina, died after the bullet he shot at Hurricane Florence rebounded and hit him in the head.	false	https://www.snopes.com/fact-check/myrtle-beach-shooting-gun-hurricane-florence/	None	Junk News	None	Dan MacGuill	None	Did a Man Die from Shooting a Gun at Hurricane Florence?	14 September 2018	None	['Myrtle_Beach,_South_Carolina', 'South_Carolina']
snes-03586	All mentions of "pro-life" were scrubbed from the Donald J. Trump campaign web site 12 hours after he was elected president.	false	https://www.snopes.com/fact-check/donald-trump-removed-pro-life-from-his-policies/	None	Politics	None	David Emery	None	Donald Trump Removed ‘Pro-Life’ from His Policies 12 Hours After Election?	10 November 2016	None	['None']
snes-02895	Did Stephen Miller Throw a White Power Sign?	false	https://www.snopes.com/fact-check/stephen-miller-white-power-hand-sign/	None	Fauxtography	None	Dan Evon	None	Did Stephen Miller Throw a White Power Sign?	22 February 2017	None	['None']
snes-04038	Did Trump Brag He Had the ‘Tallest Building in Manhattan’ After the 9/11 Attacks?	mixture	https://www.snopes.com/fact-check/trump-bragged-tallest-building/	None	September 11th	None	David Mikkelson	None	Did Trump Brag He Had the ‘Tallest Building in Manhattan’ After the 9/11 Attacks?	14 September 2016	None	['Manhattan']
snes-02830	Man Pardoned by Obama Arrested for Murder?	false	https://www.snopes.com/fact-check/man-pardoned-by-obama-arrested-murder/	None	Junk News	None	David Mikkelson	None	Man Pardoned by Obama Arrested for Murder?	6 March 2017	None	['None']
snes-05066	Ads on Craigslist sought to recruit paid protesters to swarm Donald Trump rallies.	unproven	https://www.snopes.com/fact-check/craigslist-ad-trump-rally/	None	Uncategorized	None	Kim LaCapria	None	Craigslist Ads Recruit Paid Protesters for Trump Rallies	14 March 2016	None	['None']
snes-06020	The Facebook 'Identify TV and Music' app spies on users by listening to and recording sounds through their phones, and uses ambient conversation to tailor advertising.	mostly false	https://www.snopes.com/fact-check/facebook-listens/	None	Computers	None	David Mikkelson	None	Facebook Listens?	28 May 2014	None	['None']
snes-04236	A page on Hillary Clinton's campaign web site about campus sexual assault was edited to remove wording about a victim's "right to be believed."	true	https://www.snopes.com/fact-check/hillary-clinton-right-to-be-believed/	None	Ballot Box	None	Kim LaCapria	None	Hillary Clinton Sexual Assault Page Edited to Remove ‘Right to be Believed’?	16 August 2016	None	['None']
snes-03401	Administrators at the University of Wisconsin forced students to wear hijabs during Islam Appreciation Week.	mostly false	https://www.snopes.com/fact-check/university-forced-students-to-wear-hijabs-for-event/	None	Uncategorized	None	Dan Evon	None	University Forced Students to Wear Hijabs for Event?	7 December 2016	None	['None']
snes-02666	Bananas that display a red discoloration inside are dangerous to human health if eaten.	false	https://www.snopes.com/fact-check/banana-injected-blood-hiv/	None	Food	None	Dan Evon	None	Are Discolored Bananas Infected with HIV?	11 November 2015	None	['None']
snes-05592	The Meijer supercenter chain is giving away $75 coupons to users who like and share Facebook posts.	scam	https://www.snopes.com/fact-check/meijer-coupon-scam/	None	Inboxer Rebellion	None	Dan Evon	None	Meijer $75 Coupon Scam	24 August 2015	None	['Facebook']
snes-01245	A defunct Chinese space station is expected to fall back to Earth in mid-March 2018.	true	https://www.snopes.com/fact-check/will-defunct-chinese-space-station-crash-earth-march-2018/	None	Science	None	Alex Kasprak	None	Will A Defunct Chinese Space Station Crash Into Earth in March 2018?	8 January 2018	None	['China']
snes-02379	President Trump's personal housekeeper found President Obama's drug stash during a deep cleaning of the White House.	false	https://www.snopes.com/fact-check/trump-obama-cleaning-staff-drugs/	None	Junk News	None	Kim LaCapria	None	Trump ‘Humiliates’ Obama After White House Cleaning Staff Finds ‘Secret Stash’ of Drugs?	23 May 2017	None	['White_House', 'Barack_Obama']
snes-00755	An "extreme snuff film" in which Hillary Clinton and aide Huma Abedin are seen raping and mutilating a prepubescent girl is circulating on the dark web under the code name "Frazzledrip."	false	https://www.snopes.com/fact-check/hillary-clinton-snuff-film/	None	Conspiracy Theories	None	David Emery	None	Is a Hillary Clinton ‘Snuff Film’ Circulating on the Dark Web?	16 April 2018	None	['None']
snes-05627	The eleven points on the maple leaf of Canada's flag represent the number of Canadian provinces and territories.	false	https://www.snopes.com/fact-check/canadian-flag-origins/	None	History	None	David Mikkelson	None	The Origins of Canada’s Maple Leaf Flag	1 July 2008	None	['Canada']
snes-01669	Thanks to lobbying, Florida homeowners were unable to use solar panels during Irma to generate electricity.	false	https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/	None	Uncategorized	None	Bethania Palma	None	Is It Illegal in Florida to Power Your Home With Solar After a Storm Because of Lobbying?	25 September 2017	None	['None']
snes-03351	Panhandling is a lucrative business, averaging an hourly rate of $50.	unproven	https://www.snopes.com/fact-check/do-panhandlers-make-50-an-hour/	None	Business	None	Kim LaCapria	None	Do Panhandlers Make $50 an Hour?	13 December 2016	None	['None']
snes-01757	Hurricane Irma had the effect of drawing water away from stretches of coastline in Florida and the Bahamas.	true	https://www.snopes.com/fact-check/irma-beaches-water/	None	Science	None	Dan MacGuill	None	Did Hurricane Irma Draw the Water Away from Beaches in Florida and the Bahamas?	11 September 2017	None	['The_Bahamas', 'Florida']
snes-01279	Did Delta Force Operators Raid an 'Obama Stronghold' in Thailand?	false	https://www.snopes.com/fact-check/delta-force-raids-obama-stronghold-thailand/	None	Junk News	None	Dan Evon	None	Did Delta Force Operators Raid an ‘Obama Stronghold’ in Thailand?	2 January 2018	None	['None']
snes-00178	Did Michael Cohen Tweet at Hillary Clinton That Room and Board Will Be Free When She Goes to Prison?	correct attribution	https://www.snopes.com/fact-check/michael-cohen-tweet-hillary-clinton/	None	Politics	None	Bethania Palma	None	Did Michael Cohen Tweet at Hillary Clinton That Room and Board Will Be Free When She Goes to Prison?	22 August 2018	None	['None']
snes-01139	Was the Body of the Clintons' Former Housekeeper Found in Arkansas?	false	https://www.snopes.com/fact-check/clintons-housekeeper-arkansas/	None	Junk News	None	David Mikkelson	None	Was the Body of the Clintons’ Former Housekeeper Found in Arkansas?	24 January 2018	None	['None']
snes-03879	Amidst "clown sightings" rumors, Walmart shoppers attacked or killed a woman "wearing too much makeup."	false	https://www.snopes.com/fact-check/woman-mistaken-for-clown-shot/	None	Junk News	None	Kim LaCapria	None	Woman Mistaken for Clown Shot and Killed in Walmart Parking Lot	5 October 2016	None	['None']
snes-05702	An Indian woman gave birth to eleven baby boys all at once.	false	https://www.snopes.com/fact-check/baby-boom-2/	None	Inboxer Rebellion	None	David Mikkelson	None	Indian Woman Gives Birth to 11 Baby Boys	6 February 2012	None	['India']
snes-00427	A photograph shows a group holding a protest sign reading "Obama don't separate me from my mommy."	miscaptioned	https://www.snopes.com/fact-check/obama-dont-separate-mommy-protest-sign-real/	None	Fauxtography	None	Dan Evon	None	Is an ‘Obama Don’t Separate Me From My Mommy’ Protest Sign Real?	21 June 2018	None	['Barack_Obama']
snes-05213	Ted Cruz threatened on Twitter to deport Beyoncé due to her performance at Super Bowl 50.	false	https://www.snopes.com/fact-check/cruz-beyonce-deport-tweet/	None	Politicians	None	Dan Evon	None	No, Ted Cruz Did Not Threaten to Deport Beyoncé	15 February 2016	None	['Ted_Cruz']
snes-05787	Are Turtles Used on Chinese Souvenir Keyrings?	true	https://www.snopes.com/fact-check/chinese-turtle-keyrings/	None	Critter Country	None	David Mikkelson	None	Are Turtles Used on Chinese Souvenir Keyrings?	5 April 2012	None	['None']
snes-00883	A photograph shows world leaders Angela Merkel, Theresa May, and Dalia Grybauskaitė together at a party as teenagers.	miscaptioned	https://www.snopes.com/fact-check/were-merkel-may-grybauskaite-high-school-friends/	None	Politics	None	Dan Evon	None	Were These Three World Leaders Friends in High School?	16 March 2018	None	['Angela_Merkel']
snes-00116	Nike released a statement urging disgruntled consumers to donate clothing to veterans rather than burning it.	false	https://www.snopes.com/fact-check/nike-donate-clothing-veterans/	None	Politics	None	Arturo Garcia	None	Did Nike Urge Disgruntled Consumers to Donate Their Unwanted Shoes to Veterans?	8 September 2018	None	['None']
snes-01082	Photographs show House Minority Leader Nancy Pelosi scolding a fellow Democrat for standing during the State of the Union.	false	https://www.snopes.com/fact-check/pelosi-sanchez-state-of-union/	None	Fauxtography	None	Dan Evon	None	Did Nancy Pelosi Scold a Democrat for Standing at the State of the Union Address?	1 February 2018	None	['Nancy_Pelosi', 'Democratic_Party_(United_States)']
snes-03456	President Barack Obama signed an executive order banning all fake news outlets.	false	https://www.snopes.com/fact-check/in-wake-of-election-obama-passes-executive-order-banning-all-fake-news-outlets/	None	Junk News	None	Dan Evon	None	In Wake of Election, Obama Passes Executive Order Banning All Fake News Outlets	29 November 2016	None	['None']
snes-05011	Students at Emory University were offered "emergency counseling" after pro-Trump graffiti appeared overnight in campus "safe spaces."	mostly false	https://www.snopes.com/fact-check/emory-students-trump-graffiti/	None	Uncategorized	None	Kim LaCapria	None	Emory Students Traumatized by Trump Graffiti?	24 March 2016	None	['None']
snes-03097	The Clinton Foundation is shutting down due to lack of donations.	mixture	https://www.snopes.com/fact-check/clinton-foundation-dead-contributions-dry/	None	Politics	None	Bethania Palma	None	Clinton Foundation Dead as Contributions Dry Up?	20 January 2017	None	['Clinton_Foundation']
snes-01388	The DEA recently classified synthetic marijuana as a legally-obtainable Schedule II drug while continuing to list plant-based marijuana as a Schedule I drug with “no currently accepted medical use.”	mixture	https://www.snopes.com/fact-check/did-dea-legalize-synthetic-weed/	None	Science	None	Alex Kasprak	None	Did the Drug Enforcement Administration Legalize Synthetic Marijuana While Keeping ‘the Real Thing’ Illegal?	30 November 2017	None	['None']
snes-02346	There is a meaningful link between terrorist attacks and the 22nd day of the month	mostly false	https://www.snopes.com/fact-check/terrorist-attacks-22/	None	Superstition	None	Dan MacGuill	None	Is There a Link Between Terrorist Attacks and the 22nd Day of the Month?	25 May 2017	None	['None']
snes-05930	A “Welcome to Idaho” sign warns potential criminals about gun-owning citizens.	false	https://www.snopes.com/fact-check/welcome-to-idaho/	None	Fauxtography	None	David Mikkelson	None	Welcome to Idaho	4 December 2014	None	['None']
snes-05205	A photograph shows a rhinoceros saving a zebra foal.	mixture	https://www.snopes.com/fact-check/photograph-rhino-saves-zebra/	None	Uncategorized	None	Dan Evon	None	Photograph Shows Rhinoceros Trying to Save Zebra Foal?	16 February 2016	None	['None']
snes-01566	Did a Football Fan Sit on an American Flag While Wearing a Shirt Reading 'I Stand for the National Anthem'?	true	https://www.snopes.com/fact-check/football-fan-flag-stand-national-anthem/	None	Sports	None	Arturo Garcia	None	Did a Football Fan Sit on an American Flag While Wearing a Shirt Reading ‘I Stand for the National Anthem’?	17 October 2017	None	['None']
snes-04149	The U.S. government has announced they are planning to permanently ban Pokemon Go.	false	https://www.snopes.com/fact-check/us-bans-pokemon-go/	None	Junk News	None	Kim LaCapria	None	U.S. Announces Plans to Ban Pokemon Go Permanently	29 August 2016	None	['United_States']
snes-03719	Bill O'Reily hired "university grad students" to conduct a phone survey of 25,000 people about the presidential election.	mixture	https://www.snopes.com/fact-check/bill-oreilly-trump-poll/	None	Politics	None	Arturo Garcia	None	Bill O’Reilly Telephone Poll of 25,000 Voters Shows Trump with a Huge Lead?	24 October 2016	None	['None']
snes-04533	A photograph depicts an unkempt Hillary Clinton, and she has demanded that it be scrubbed from the internet.	mixture	https://www.snopes.com/fact-check/hillary-clinton-demanded-this-photo-be-removed/	None	Fauxtography	None	Kim LaCapria	None	Hillary Clinton Demanded This Photo Be Removed	29 June 2016	None	['None']
snes-04766	Dryer sheets permeated with fabric softener contain at least seven dangerous toxic chemicals.	mostly false	https://www.snopes.com/fact-check/dryer-sheets-full-of-toxic-chemicals/	None	Medical	None	Kim LaCapria	None	Dryer Sheets Full of Toxic Chemicals?	14 May 2016	None	['None']
snes-02002	A photograph shows a kayaker paddling across a humpback whale's huge open mouth.	false	https://www.snopes.com/fact-check/big-gulp/	None	Fauxtography	None	David Mikkelson	None	The Kayak and the Whale	1 June 2010	None	['None']
snes-04091	A young couple was assaulted in Chicago, causing them to move back to Arizona after just one day in the city.	unproven	https://www.snopes.com/fact-check/teenage-arizona-couple-moves-out-of-chicago-after-just-one-day-because-of-assault/	None	Business	None	Bethania Palma	None	Teenage Arizona Couple Moves Out of Chicago After Just One Day Because of Assault?	6 September 2016	None	['Chicago', 'Arizona']
snes-03743	During pregnancy, a woman’s brain shrinks and takes up to six months to regain its previous size.	mixture	https://www.snopes.com/fact-check/womens-brains-shrink-during-pregnancy/	None	Uncategorized	None	Alex Kasprak	None	Do Women’s Brains Shrink During Pregnancy?	21 October 2016	None	['None']
snes-00498	Did a Georgia Lawmaker Tweet a Photograph of Nazis on D-Day?	true	https://www.snopes.com/fact-check/did-georgia-lawmaker-nazis-d-day/	None	Politicians	None	Arturo Garcia	None	Did a Georgia Lawmaker Tweet a Photograph of Nazis on D-Day?	7 June 2018	None	['None']
snes-04227	Netflix has cancelled season 5 of the popular prison drama 'Orange Is the New Black.'	false	https://www.snopes.com/fact-check/netflix-orange-is-the-new-black-cancelled/	None	Junk News	None	Dan Evon	None	Netflix Cancels ‘Orange Is the New Black’?	17 August 2016	None	['None']
snes-04419	Pokemon Go stands for 'Pokemon Global Offensive,' and the app is being used by the Japanese military to map the U.S. for future bombing attacks.	false	https://www.snopes.com/fact-check/pokemon-global-offensive/	None	Junk News	None	Dan Evon	None	Pokemon Global Offensive	19 July 2016	None	['United_States', 'Japan']
snes-04596	An "Islamic refugee" was apprehended in Luna County, New Mexico and found to be in possession of plans to a gas pipeline.	false	https://www.snopes.com/fact-check/islamic-refugee-new-mexico/	None	Politics	None	Kim LaCapria	None	‘Islamic Refugee’ with Gas Pipeline Plans Arrested in New Mexico Border County	16 June 2016	None	['New_Mexico', 'Islam']
