pomt-13039	There was "serious voter fraud" in Virginia.	pants on fire!	/virginia/statements/2016/nov/29/donald-trump/trumps-pants-fire-serious-voter-fraud-claim-virgin/	President-elect Donald Trump has peppered his Twitter account with a charge that the presidential election was marred by voter fraud in Virginia and two other states that he lost. "Serious voter fraud in Virginia, New Hampshire and California - so why isn’t the media reporting on this? Serious bias," Trump said in a Nov. 27 tweet. It was the last in a series of 13 tweets in which Trump, without evidence, claimed "millions of people" across the nation voted illegally on Nov. 8, robbing him of a plurality of popular votes - even though he won the crucial majority of Electoral College votes. The latest returns show Democrat Hillary Clinton drew about 2.3 million more popular votes than Trump, a Republican. Our colleagues at PolitiFact National looked into Trump’s claim that millions voted illegally and rated it Pants on Fire. We investigated Trump’s claim about Virginia, to see whether "serious voter fraud" occurred in the state. Clinton won Virginia, garnering 1.98 million votes compared with Trump’s 1.77 million, according to tallies posted by the Virginia Department of Elections. In other words, she got about 210,000 more votes than Trump. We emailed Trump’s campaign and his transition team to learn the basis of his fraud claim but did not get a response. As news of Trump’s comments swirled, the Virginia Department of Elections issued a prepared statement from Commissioner Edgardo Cortes batting down the president-elect’s statement. "The claims of voter fraud in Virginia during the November 8 election are unfounded," Cortes said. "Virginia's election was well administered by our 133 professional local registrars, with help from hundreds of election officials and volunteers who worked to guarantee a good experience for eligible Virginia voters. The election was fair and all votes cast by eligible voters were accurately counted." Martin Mash, a policy adviser for the Department of Elections, told us in an email that the department has not received any specific allegations of vote fraud during the Nov. 8 election. Vote-fraud allegations would be forwarded to law-enforcement officials, he said. Michael Kelly, a spokesman for Democratic Attorney General Mark Herring, said in an email that his office has not received any reports of illegal voting in this election. We contacted John Fredericks, who was chairman of Trump’s Virginia campaign. He said on Election Day that officials from from Trump’s campaign and the state GOP set up a call center in Richmond to take reports of voting irregularities. Although the center received hundreds of calls, nothing caused great concern, he said. Fredericks told us he is not aware of any "massive voter fraud on Election Day" beyond "many isolated incidents" of people voting without having proper identification who wanted provisional ballots. Fredericks added that flaws in the state’s election system allow avenues for illegitimate ballots and that there are "real examples of real potential voter fraud or the groundwork for voting fraud being laid." For example, Fredericks pointed to a well-publicized case from Harrisonburg where 18 to 20 people who died ended up on voter rolls. The FBI is probing that case of potential voter fraud. But it should be noted that that this irregularity was discovered in September - well in advance of Election Day. Another case being prosecuted in Alexandria involves what appears to be a relatively small number of fake voter registration applications, and it was also found before Election Day, the Richmond Times-Dispatch noted in an article this week. We also emailed the Republican Party of Virginia for its take on Trump’s "serious voter fraud" claim. GOP Chairman John Whitbeck said state Republicans are deferring to the incoming White House administration for a response to Trump’s claim. A final note: Our colleagues at PolitiFact New Hampshire and PolitiFact California also gave Pants on Fire ratings to Trump’s claim of serious voter fraud in those states. Our ruling Trump said there was "serious voter fraud in Virginia" during this presidential election. The top state election official in Virginia says the charge is "unfounded." The former chairman of Trump’s Virginia campaign says he’s unaware of any "massive voter fraud on Election Day." There’s a burden on Trump to prove his sensational claim, and the president-elect offers no evidence. We rate his statement Pants on Fire. https://www.sharethefacts.co/share/84f77a8d-d9e2-4cb8-be2d-a26a237887b2	None	Donald Trump	None	None	None	2016-11-29T14:33:18	2016-11-27	['Virginia']
vees-00395	In her column published by the Philippine Star on July 4, Uson cited the accomplishments of the current administration in its first year and said:	none	http://verafiles.org/articles/vera-files-fact-check-can-duterte-extend-his-term-president	Under the current constitution, no.	None	None	None	Duterte,Marcos,TERM EXTENSION,PRESIDENT,CONSTITUTION,VENEZUELA,HUGO CHAVEZ	VERA FILES FACT CHECK: Can Duterte extend his term as president?	August 04, 2017	None	['None']
pomt-11870	Says county parties representing more than half the state’s Republican voters approved resolutions "demanding changes" in Texas House leadership.	true	/texas/statements/2017/nov/01/new-leadership-pac/did-gop-activists-representing-majority-gop-voters/	Before Texas House Speaker Joe Straus revealed he won’t seek re-election in 2018, a group declared that activists accounting for more than half the state’s Republican electorate had called for House leaders to skedaddle. The New Leadership PAC introduced itself in an October 2017 press release stating: "NLP is the culmination of discussions among a growing movement of organizations, leaders and voters across the state. Evidence of the need for NLP is illustrated by the passage of resolutions demanding changes in House leadership by 54 (and growing) of Republican party county chapters that together represent over 50 percent of Texas Republican voters." Voters might question whether party honchos automatically represent their wishes. Still, we wondered if resolutions demanding changes won widespread adoption as described. The PAC's release didn’t single out House leaders by name. But the PAC’s treasurer, Don Dyer of Austin, responded to our request for factual backup by emailing an undated document listing 56 of the state’s 254 counties under the headline, "Texas County GOP’s Voting to Oust Straus," the San Antonio Republican in his record-tying fifth two-year stint as speaker. House members fill the gavel-wielding leadership post from among themselves at the start of each regular legislative session. We unsuccessfully sought more information from Dyer, who told us whoever composed the list didn’t want to be identified. Dyer also didn’t provide copies of the referenced resolutions or the details of each proclaimed action. Independent verification We started our independent look into this claim by asking the Republican Party of Texas about such actions by local parties. By email, spokesman Jamie Bennett replied that county parties "act autonomously and are not required to submit resolutions to the state party. Therefore, I do have any list of all relevant resolutions. The best way to get that info would be to contact county chairs individually." We didn’t have the resources to check all the counties listed by Dyer. But our reporting--based on interviews of local party officials plus news stories and web posts by county parties and Empower Texans, a group long intent on banishing Straus for his resistance to its agenda--showed that anti-Straus resolutions were approved by executive committees of Republican parties in 19 counties including the eight counties accounting for the greatest numerical turnouts in the state’s latest GOP primary, in March 2016: Harris, Tarrant, Dallas, Bexar, Collin, Denton, Montgomery and Travis counties. Also, you can make a case that the 19 parties represent more than half the state’s Republicans. That is, state-posted election returns show the 1,498,383 people who voted for president in those counties comprised 53 percent of the 2,836,488 Texans who voted for president in the party's statewide primary. About 1.4 million Texans voted in the Texas Democratic presidential primary. County-by-county confirmations We turned next to confirming individual adoptions of anti-Straus resolutions. In July 2017, Bexar County Republicans led the way by adopting a resolution by 36-28 calling for "a change in leadership in the Texas House speakership." That happened, in Straus's home county, just before lawmakers began a special session on 20 topics designated by Gov. Greg Abbott including Abbott’s desire, successfully resisted by Straus, for a public-school bathroom law targeting transgender people. Like others, the Bexar County resolution says the House’s leadership should change due to Straus’s failure to support the party’s platform. The latest platform, adopted by Texas GOP activists in 2016, spells out positions that nominees are expected to champion--among them, an end to the direct election of U.S. senators; abolition of about 10 federal agencies; passage of federal legislation remanding all authority over abortion to individual states--and, at the state level, "enactment of legislation addressing individuals’ use of bathrooms, showers and locker rooms that correspond with their biologically determined sex." In a phone message, Ruth Pharis of the Comal County Republican Party confirmed that its executive committee on July 20, 2017 approved a resolution supporting a change in the House speaker. Hood County Republicans similarly acted before the special session, according to a memo from Jim Logan, the county party’s chairman. "Even though many pieces of legislation have been put forward that are in line with the Republican Party of Texas platform," the resolution says, "Speaker Straus has failed to get them through the Texas House... We have no confidence going forward that he will adequately support the direction outlined by the platform and new leadership needs to be installed to effectively represent the will of the Republican Party of Texas voters and their platform." GOP leaders in Smith County likewise approved a resolution, though the Tyler Morning Telegraph quoted Brent Thompson, the county party’s chair, calling the move "symbolic" and saying the resolution "isn’t going to accomplish anything more than show Speaker Straus where we stand." An August 2017 Empower Texans web post says Liberty County Republicans that month approved a "no confidence" resolution calling for Straus to be censured by the state party’s executive committee for "his dismal failure to support" the party’s "core principles." The resolution also contains passages suggesting Straus bends to Democratic wishes. Straus, unsaid, gained momentum as an aspirant for House speaker in 2009 thanks to backing from House Democrats and a few Republican House members. On Aug. 7, 2017, Collin County Republicans voted 40-13 for a resolution in favor of House Republicans alone choosing the House speaker at the start of the 2019 regular session, Neal Katz, the county party’s executive director, told us by phone. On Aug. 17, 2017, the executive committee of the Denton County Republican Party approved a "no confidence" resolution demanding that "our elected officials in the Texas House withdraw support" from Straus. "We believe that it is time for new leadership in the House in order to effectively represent the will of Texas voters," the resolution says. Montgomery County Republican Party leaders acted similarly by a 33-11 vote, according to an account in the Golden Hammer, a local publication. Wally Wilkerson, the county party’s chairman, told us by phone the vote took place with most of the local party’s 90 executive committee members not present. Wilkerson, who’s chaired the local party since 1964, credited conservative activists. "Core elements of both parties have to have a bogeyman," Wilkerson said. Separately, Galveston County Republican Party leaders voted 14-2 to adopt a no-confidence resolution about Straus, Empower Texans reported while party leaders in Tom Green County adopted a resolution telling the county’s House member to "work to install" a speaker who’ll advance party platform directives, Jeff Betty, the county party’s chairman, told us by email. Also in August 2017, Republican precinct chairs in Hidalgo County voted in a straw poll by 20-0, with seven abstentions, to condemn Straus, according to a Rio Grande Guardian news story, though no resolution was taken up. The story quoted Jim Barnes, a tea-party activist, calling Straus an "embedded Democrat." Kaufman County Republicans approved a resolution calling for Straus to be removed as speaker for not heeding core platform principles, that party’s chairman, Jimmy Weaver, confirmed by phone. In a phone message, Marty Rhymes of the Gregg County Republican Party said its leaders approved an anti-Straus resolution. "We’re definitely excited he’s not going to run" again, Rhymes said. Also that month, Dallas County Republicans approved a resolution expressing "no confidence" in Straus, Ashley Moretti, the county party’s executive director, confirmed by email. On Sept. 25, 2017, the executive committee of the Harris County Republican Party approved--without a voiced dissent, party spokesman Vlad Davidiuk told us by phone--a resolution charging Straus with constantly obstructing the party’s platform, "resulting in a vast and deep disappointment among conservative grassroots voters." Also noted in the resolution: Straus referring in June 2017 to Abbott’s special-session topics as "horse manure." Straus, the resolution says, "has consistently killed conservative legislation, advanced liberal bills and remains beholden to special interests. It is a demonstrable fact that Texas House Republicans will pass conservative bills if those bills ever get a ‘floor’ vote. The Speaker has consistently packed his committee chair assignments with Democrats and liberal Republicans in an effort to deliberately stall and kill conservative legislation," the resolution says. Separately, Tarrant County Republicans adopted a call to choose a different speaker "that will be fair and apply the rules equitably to all members of the House on all bills," the Fort Worth Star-Telegram reported. Also that month, Randall County Republican Party precinct leaders voted to tell local House members to vote against Straus for speaker, the Amarillo Globe News reported. And by a show of hands, precinct chairs for the Travis County Republican Party approved a resolution Sept. 12, 2017 calling for a change in the House speaker due to Straus’s "non-support" of the party platform, the county party says on its website. The resolution said Straus had "consistently denied the House the opportunity to act decisively upon conservative policies supported by Texas voters." On Sept. 18, 2017, party leaders in Guadalupe County endorsed a resolution recommending that Straus be censured by the state party’s executive committee "for his dismal failure to support" the platform’s "core principles," Karen Hale of the county party told us by email. In Williamson County, in contrast, party leaders rejected an anti-Straus resolution by 31-14, the party’s chairman, Bill Fairbrother, advised by phone. Fairbrother recalled debate about whether the move would hurt the county among lawmakers. Fairbrother said of Straus, "There’s a lot of respect for him here." We queried Jason Embry, a Straus spokesman, about the PAC's claim. Embry replied with an email expressing Straus’s gratitude for support from "mainstream Republicans." The email didn’t touch on resolutions adopted by leaders of county parties. Our ruling The PAC said county parties representing more than half the state’s Republican voters approved resolutions demanding changes in House leadership. The group fell short of proving its claim. But we identified 19 counties, arguably accounting for more than half the voters in the state’s 2016 Republican presidential primary, where local party leaders approved calls this year for Speaker Straus to go. We rate this claim True. TRUE – The statement is accurate and there’s nothing significant missing. Click here for more on the six PolitiFact ratings and how we select facts to check. See Figure 1 on PolitiFact.com	None	New Leadership PAC	None	None	None	2017-11-01T11:08:33	2017-10-19	['Republican_Party_(United_States)', 'Texas_House_of_Representatives']
pomt-03264	Says the U.S. Postal Service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and related products and makes an "operational profit year after year."	mostly false	/texas/statements/2013/aug/09/jim-hightower/postal-service-which-operates-sales-stamps-last-ha/	Jim Hightower, the populist commentator and former Texas agriculture commissioner, questions whether the U.S. Postal Service is financially imperiled. This came to our attention after an Austin resident asked whether Hightower was right that Congress in 2006 required the service to set aside billions of dollars to cover the health benefits of postal retirees for 75 years--all of it to be stashed in one decade. Such a mandate indeed passed into law. But we were stirred by another part of Hightower’s spring 2013 fundraising letter for the Hightower Lowdown newsletter. Suggesting the service isn't broke, Hightower declared: "Since 1971, the postal service has not taken a dime from taxpayers. All of its operations...are paid for by sales of stamps and related products. The Postal Service makes an operational profit year after year." We traipsed through that trio of claims, finding two flawed. By telephone, Hightower aide Laura Ehrlich told us Hightower’s letter echoed the March 2012 Hightower Lowdown, which noted that President Richard Nixon and Congress in 1970 replaced the Cabinet-level Post Office with the postal service, to be governed by a board and funded by postage sales. And contrary to reports, Hightower wrote then, the service had enjoyed "operational" profits, though the mandate to pre-pay retiree health benefits was costing $5.5 billion a year in "money taken right out of postage revenue that could be going to services." In 2011, PolitiFact rated as Half True a claim that the 2006 law "drains $5 billion a year from post office revenue, while the Postal Service is forced to overpay billions more into federal accounts." The law required payments of approximately that amount, and the payments greatly hurt the post office's bottom line. However, those additional overpayments were also subject to debate and the law was hardly the only challenge faced by the service. Not a dime of tax aid since '71? The 1970 act launching the service called for it to be weaned from federal aid, a postal spokesman, Sam Bolen of San Marcos, told us by email. Still, from 1971 into the 1980s, nearly $9.2 billion in taxpayer money subsidized operations, according to a chart Bolen sent by email. Precisely, 10 percent to 11 percent of the service’s operating expenses from 1972 through 1974 were covered by congressional appropriations, according to the chart, with smaller shares funded through 1982. That year, $12 million in federal aid accounted for 0.1 percent of the service’s nearly $23 billion in operating expenses, the chart indicates. So, the service has not taken taxpayer dimes since 1982. By email, Ehrlich put us in touch with Steve Hutkins of New York, who oversees Save the Post Office, a website that presents information on post office closures and how citizens can object. Hutkins suggested we discount the taxpayer aid that went to the service after its inception, saying by email that that funding "was not because the postal service was running deficits... It was about making the transition to a self-sustaining footing." Operations funded from stamp sales Next, does the service rely solely on the sale of stamps and the like to fund operations? By email, Ehrlich pointed us to the Postal Service’s "Postal Facts" web page which states in part that the service "relies on the sale of postage, products and services to fund its operations." That’s correct, Bolen and another Postal Service spokesman, David Partenheimer, told us by telephone. Loans also help the service meet obligations and postal spokesman Stephen Seewoester of Dallas told us, "We are currently at our statutory borrowing limit of $15 billion." Then again, Partenheimer said, such loans are repaid, though he also said it would it would be inaccurate to say the service is financially thriving. "Operational profits" year after year? That brings us to Hightower's claim that the service has an "operational profit" year after year. To our inquiries, Ehrlich suggested by email that if not for the 2006 pre-funding law, the service would not have had recent cash-flow difficulties. She pointed out a Sept. 30, 2010, order from the U.S. Postal Regulatory Commission, which oversees postal-rate regulations, stating that if the mandate to pre-fund retiree benefits had not been imposed, the service "would maintain substantial end-of-year cash balances without any need to resort to borrowing." We looked for financial details. By email, postal spokesman Bolen told us the service last had an operational profit, of $900 million, in the fiscal year that ran through September 2006, while Hutkins of Save the Post Office said by email that the service’s financial statements show it’s been "close to breaking even" for years despite the pre-funding mandate. The service’s financial reports issued before Hightower sent his letter show consistent slight losses. In the first six months of fiscal 2013, through March 2013, the service reported $34 billion in revenues and $37 billion in expenses, Hutkins said. Its loss of $3 billion took into account $2.8 billion needed to pre-pay retiree health benefits, he said, leaving an "adjusted loss" of $245 million. A May 2013 update, covering eight months, shows $3.8 billion in losses counting $3.7 billion in pre-paid retiree health benefits. Hutkins wrote that since the annual pre-payments began in 2007, the Postal Service has lost $40 billion, counting $32 billion in the pre-payments. He said another $8 billion "involves adjustments to workers compensation that the Postal Service considers problematic (due to the way they're calculated). Over this period of time, the Postal Service has lost $34 million (a microscopic loss in the context of annual revenues averaging around $68 billion)." Hutkins said that over the decades, the service "has had years when it shows a profit, years when it shows a deficit. It hovers around breaking even. If the profits get too big, the mailers say rates are too high; if the deficit gets too big, Congress presses for cuts; when the cuts get too big and service goes down, customers and citizens complain, and Congress tells the postal service to find a middle ground. It's always about rates vs. service." By phone, postal spokesman Partenheimer said it’s incorrect that service has had an operational profit year after year. Partenheimer emailed us part of a Nov. 15, 2012 postal service presentation indicating that the service had an operational loss of $2.4 billion in the fiscal year through September 2012--without counting expenses including the required pre-payments. In his email, Partenheimer said the service previously defaulted on $11.1 billion of the health pre-payments and expects to default on $5.6 billion more this year. Broadly, he said, the service’s financial burdens will grow without changes such as elimination of Saturday mail delivery, an expansion in permitted products and services and financial adjustments related to workers’ compensation and how retiree health plans are supported. Our ruling Hightower said the postal service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and the like and makes an "operational profit year after year." The service funds operations from the sale of stamps and the like. Also, Congress in 1970 set a course for ending federal subsidies. But the last subsidies flowed in 1982, not 1971. Contrary to this claim, too, the service last enjoyed an operational profit in 2006, the year it was handed a costly mandate to quickly pre-fund decades of retiree health benefits. While the post office may be doing better than people think, we rate this claim as Mostly False.	None	Jim Hightower	None	None	None	2013-08-09T14:11:12	2013-05-01	['United_States']
pomt-13257	Says Donald Trump’s plan to repeal the estate tax would mean the Walmart Walton family would "get a $53 billion tax break."	half-true	/wisconsin/statements/2016/oct/17/bernie-sanders/bernie-sanders-says-donald-trump-plan-end-estate-t/	Campaigning for Hillary Clinton on Oct. 5, 2016 in Madison, Wis., the runner-up for the Democratic presidential nomination hit hard at the Republican nominee. On one front, U.S. Sen. Bernie Sanders of Vermont attacked Donald Trump for his plan to repeal the federal estate tax, claiming the Walmart Walton family would "get a $53 billion tax break." Sanders was repeating a claim he had made on Medium, Twitter and elsewhere. We found that broadly speaking, the descendants of Walmart founder Sam Walton could face a tax bill of about $53 billion that would go away if Trump’s proposal became law. But that figure is based on estimates and without knowing the family members’ tax planning. And another Trump proposal would mean the descendants would face capital gains taxes on their inheritance perhaps in the tens of billions of dollars. The estate tax A few preliminary points before we dig into the Waltons’ wealth: The federal estate tax, as defined by the Internal Revenue Service, is a tax "on your right to transfer property at your death." It consists of an accounting of everything you own, or have certain interests in, at the date of death. For 2016, an estate tax return must be filed if the estate is worth roughly $5.45 million or more. Trump is worth $3.7 billion, according to estimates done by Forbes for its list of the 400 wealthiest Americans, although he has claimed he’s worth $10 billion. Clinton, who with Bill Clinton is worth perhaps $62 million, proposes to increase the estate tax for multimillionaires and billionaires, with rates as high as 65 percent. The Walton family Three times, twice on statements made by Sanders, we have rated claims that the Walton family owns more wealth than the bottom 40 percent of the American people. (Wealth being assets such as savings and retirement accounts, minus liabilities such as credit card debts and what’s unpaid on a home mortgage.) PolitiFact National in 2012, PolitiFact Wisconsin in 2013 and PolitiFact Virginia in 2016, each arrived at a rating of True. In those fact checks, we considered six people as being the Walton family. However, a seventh family member (Lukas Walton) joined the Forbes list in 2016. Here is their wealth, according to "real time" estimates by the Forbes 400 on the day Sanders made his claim: Jim Walton (son): $35.1 billion S. Robson Walton (son): $35 billion Alice Walton (daughter): $34.9 billion Lukas Walton (grandson): $11.2 billion Ann Walton Kroenke (niece), $6.2 billion Christy Walton (daughter-in-law to Sam): $5.5 billion Nancy Walton Laurie (niece), $4.5 billion That’s a total of more than $132 billion. Under current law, and if the wealth estimates are accurate, that amount would be subject to a federal estate tax of 40 percent when the individuals die -- roughly the $53 billion that Sanders said. We consulted with five experts: Roberton Williams, a fellow at the nonpartisan Tax Policy Center; Howard Erlanger, a trusts and estates expert and emeritus professor at the University of Wisconsin Law School; Edward Koren, University of Miami adjunct professor in estate planning and a partner at the international law firm Holland & Knight; Texas Tech University Law School professor Gerry Beyer, who edits the Wills, Trusts & Estates Prof Blog; and Alan Viard, a tax policy scholar at the American Enterprise Institute. According to the experts, there are at least two factors indicating that the actual tax due would be less than $53 billion -- possibly much less. 1. Charitable donations Wealthy people often designate a substantial portion of their assets to be donated to charity upon their death. Those funds are not subject to the estate tax. Koren gave this example: If $100 billion of the total $132 billion were designated for charity, the estate tax owed would be $13 billion, not $53 billion. It’s also possible that some assets could be shielded by tax avoidance techniques, Viard said. 2. Trump’s other proposal In addition to proposing a repeal of the estate tax, Trump has proposed to repeal a tax rule that, if approved, would result in the Walton heirs paying more in capital gains taxes. So, under Trump’s plan, there wouldn’t be an estate tax -- under which taxes must be paid essentially right away -- but an increase in capital gains taxes, which don’t have to be paid until assets are sold. It is impossible to know exactly how much of a capital gains tax the Waltons would face under Trump’s proposed change, but it could be tens of billions of dollars. On the other hand, unlike the estate tax, the next generation of Waltons could defer paying the capital gains tax for as long as they hold onto the assets they inherit. Our rating Sanders says Trump’s plan to repeal the estate tax would mean the Walton family would "get a $53 billion tax break." Based on the collective wealth of seven Sam Walton descendants, they could face a tax of about $53 billion under the current estate tax law. But that amount is based on estimates of their wealth and it would be reduced based on any charitable donations the family members might arrange for upon their death. Meanwhile, Trump also proposes higher capital gains taxes, which could amount to a tax bill of tens of billions for the Walton heirs -- although that tax wouldn’t be imposed until they sell assets such as Walmart stock For a claim that is partially accurate but needs more information, our rating is Half True. https://www.sharethefacts.co/share/b9673993-3e57-4e72-a28f-a546f1e4376e	None	Bernie Sanders	None	None	None	2016-10-17T05:00:00	2016-10-05	['None']
snes-06368	A terminally ill girl wrote a poem entitled "Slow Dance."	false	https://www.snopes.com/fact-check/slow-dance/	None	Inboxer Rebellion	None	David Mikkelson	None	Slow Dance	27 March 2005	None	['None']
tron-02041	Angolan Witch Spider	fiction!	https://www.truthorfiction.com/angolan-witch-spider/	None	insects	None	None	None	Angolan Witch Spider	Mar 17, 2015	None	['None']
tron-02483	Facebook Reports Photos of Gun Owners	fiction!	https://www.truthorfiction.com/facebook-reports-gun-owners/	None	miscellaneous	None	None	None	Facebook Reports Photos of Gun Owners – Fiction!	Mar 17, 2015	None	['None']
vees-00426	VERA FILES FACT SHEET: West Philippine Sea tensions and the Arroyo presidency	none	http://verafiles.org/articles/vera-files-fact-sheet-west-philippine-sea-tensions-and-arroy	None	None	None	None	South China Sea,fact-check,west philippine sea,Fact check	VERA FILES FACT SHEET: West Philippine Sea tensions and the Arroyo presidency	April 26, 2017	None	['None']
pose-01223	"I will work to create a statewide mentorship program to support small businesses."	not yet rated	https://www.politifact.com/north-carolina/promises/coop-o-meter/promise/1314/create-mentoring-program-business-owners/	None	coop-o-meter	Roy Cooper	None	None	Create mentoring program for business owners	2017-01-04T15:45:08	None	['None']
goop-02606	Lindsay Lohan Adopting Greek Culture?	0	https://www.gossipcop.com/lindsay-lohan-greek-culture-greece/	None	None	None	Holly Nicol	None	Lindsay Lohan Adopting Greek Culture?	11:14 am, August 6, 2017	None	['None']
snes-03030	Droit du Sword-Lure	false	https://www.snopes.com/fact-check/queen-sword-trump/	None	Junk News	None	Kim LaCapria	None	Can the Queen Legally Kill President Trump with a Sword?	1 February 2017	None	['None']
obry-00007	During a news conference on March 23, Democratic gubernatorial candidate and Madison Mayor Paul Soglin responded to the death of a bill in the Wisconsin Legislature which would have expanded background checks for firearms. Soglin claimed, “The latest statistics demonstrated that if there is a firearm available, it is 17 times more likely to be used either for suicide or for assaulting a friend, relative an acquaintance than it is to be used in fending off an intruder.” In light of recent debates about how to address gun violence, The Observatory decided to check the validity of this claim. 	mostly true	https://observatory.journalism.wisc.edu/2018/05/01/mayors-claim-about-gun-violence-may-be-off-but-stats-still-alarming/	None	None	None	palmby	None	Mayor’s claim about gun violence may be off, but stats still alarming	October 17, 2018	None	['Democratic_Party_(United_States)', 'Wisconsin']
snes-05961	Florida governor Rick Scott adopted a rescue dog during his campaign and returned it once he was elected.	mixture	https://www.snopes.com/fact-check/rick-scott-shelter-dog/	None	Politicians	None	Snopes Staff	None	Did Rick Scott Return a Rescue Dog After an Election?	27 October 2014	None	['None']
pomt-10626	Barack Obama "said in 2004 there was no difference between (Obama) and George Bush on the war."	half-true	/truth-o-meter/statements/2008/jan/14/bill-clinton/bill-takes-obama-out-of-context/	In the heat of the campaign for New Hampshire — a battle Hillary Clinton ultimately won — Bill Clinton attacked Barack Obama, saying the media hasn't thoroughly vetted Obama's record of opposing the war: "It is wrong that Senator Obama got to go through 15 debates trumpeting his superior judgment and how he had been against the war in every year, enumerating the years — and never got asked one time, not once, 'Well, how could you say that, when you said in 2004 you didn't know how you would have voted on the resolution, you said in 2004 there was no difference between you and George Bush on the war. And you took that speech you're now running on off your Web site in 2004 and there's no difference in your voting record and Hillary's ever since?' Give me a break. This whole thing is the biggest fairy tale I've ever seen." Clinton's argument is that Obama's opposition to the war hasn't been consistent. Interestingly, this is similar to the argument the Republican National Committee made in September 2007 against Obama and Hillary Clinton, and we checked the RNC's allegations here . We also checked Obama's statement, "I opposed the war in 2002. I opposed the war in 2003. I opposed it in 2004 and 2005 and 2006." We found that to be true. (Check it out here .) (Hey, Bill, aren't you reading PolitiFact?) The former president and his wife have been on the offensive against Obama, trying to poke holes in his long opposition to the war. That opposition has thus far appeared to be an advantage for Obama because Hillary Clinton voted for the war authorization. In this case, Bill Clinton is citing Obama's statement, taken from a Chicago Tribune interview on the eve of the 2004 Democratic convention to nominate John Kerry for president. "On Iraq, on paper, there's not as much difference, I think, between the Bush administration and a Kerry administration as there would have been a year ago," Obama said. "There's not much of a difference between my position and George Bush's position at this stage." The "at this stage" is an important caveat, one Bill Clinton left out. Taking the interview in its entirety, it's clear Obama is speaking about the need to bring a satisfactory conclusion to the Iraq invasion once it had commenced. "How do you stabilize a country that is made up of three different religious and in some cases ethnic groups with a minimal loss of life and minimum burden to the taxpayers?" Obama said later in the interview. His overall sentiment seems to be now that the war has started, the United States should do the best job it can to steer Iraq toward stability. This position is not the same thing as condoning the invasion after the fact. On the question of Obama saying his position on the war is similar to George W. Bush's, we find that Bill Clinton is quoting the essence of Obama's statement, but leaving out important context. We find his statement to be Half True. (For more on Clinton's comments and reaction to them, see our story here .)	None	Bill Clinton	None	None	None	2008-01-14T00:00:00	2008-01-08	['Barack_Obama', 'George_W._Bush']
