faan-00079	 “There are lots of studies that show if you increase the payroll taxes, it leads to employers hiring less people.”	factscan score: true	http://factscan.ca/scott-armstrong-payroll-taxes/	Research does show an increase in payroll taxes will reduce employment. This is expected to be a short-term impact and not severe.	None	Scott Armstrong	None	None	None	2015-06-19	 May 26, 2015	['None']
faan-00094	 “Under our Conservative government, Canada is going to have virtually unfettered access for our world-class products, workers and investors in 43 countries across the world … compared to just five when we took office.”	factscan score: true	http://factscan.ca/stephen-harper-under-our-conservative-government-canada-is-going-to-have-virtually-unfettered-access-for-our-world-class-products-workers-and-investors-in-43-countries-across-the-world/	The Prime Minister said that with his government, Canada will have free trade with 43 countries. If a concluded agreement with the EU is ratified soon, adding 28 countries to Canada’s current 15 trading partners, this is true.	None	Stephen Harper	None	None	None	2015-04-17	arch 18, 2015	['Canada']
faan-00041	 “There’s nothing in this plan about private sector employment, about job creation.”	factscan score: false	http://factscan.ca/rona-ambrose-private-sector-employment/	The topic of job creation – presumably in the private sector – does make an appearance. 	None	Rona Ambrose	None	None	None	2015-12-22	ember 4, 2015	['None']
faan-00057	 Canada’s corporate tax rate is “way below that of our close trading partners.”	factscan score: false	http://factscan.ca/tom-mulcair-canadas-corporate-tax-rate-trading-partners/	Canada’s combined federal and provincial corporate tax rate of 26.3 per cent is just below the middle of the pack among close trading partners. The corporate tax rate range for Canada’s top ten import and export trading partners is from a low of 16.5 per cent (Hong Kong) to a high of 39 per cent (United States).	None	Tom Mulcair	None	None	None	2015-09-24	mber 17, 2015	['Canada']
faan-00111	 “I work hard because millions of people on welfare depend on me.”	factscan score: misleading	http://factscan.ca/country-93-3-facebook-photo-i-work-hard-because-millions-of-people-on-welfare-depend-on-me/	The statement “I work hard because millions of people on welfare depend on me” was shared on Facebook 221,467 times. Canada has slightly under two million people on welfare.	None	Country 93.3 Facebook photo	None	None	None	2015-02-17	ember 4, 2014	['None']
faan-00114	 “The Security Intelligence Review Committee … is a robust mechanism for independent, expert, third party oversight.”	factscan score: false	http://factscan.ca/stephen-harper-the-security-intelligence-review-committee-is-a-robust-mechanism-for-independent-expert-third-party-oversight/	An oversight mechanism? False. The CSIS Act and SIRC’s last annual report call SIRC a review body (the annual report adds: not an oversight body).	None	Stephen Harper	None	None	None	2015-02-12	ruary 3, 2015	['None']
faan-00044	 Photo caption “Justin Trudeau meets with Secretary-General of the United Nations Ban Ki-moon.”	factscan score: false	http://factscan.ca/prime-ministers-office-photo-caption/	That’s not Ban Ki-moon, it’s Jim Kim of the World Bank.	None	Prime Minister’s Office	None	None	None	2015-11-17	mber 15, 2015	['Justin_Trudeau']
faan-00060	 “We take one in ten resettled refugees annually.”	factscan score: true	http://factscan.ca/chris-alexander-one-in-ten-resettled-refugees/	One in ten refugees who go through formal resettlement programs arrived in Canada in 2014. Alexander’s claim is true only for this subset of refugees. People who were resettled last year accounted for less than one per cent of all refugees (0.54 per cent, to be more precise).	None	Chris Alexander	None	None	None	2015-09-09	ember 2, 2015	['None']
faan-00023	 The national security watchdog committee can go “wherever the evidence takes them.”	factscan score: misleading	http://factscan.ca/ralph-goodale-wherever-the-evidence-takes-them/	The new committee can track evidence across different departments and agencies. But there are limits on the type of information the committee can access.	None	Ralph Goodale	None	None	None	2016-11-07	tober 3, 2016	['None']
faan-00004	 “This government committed to ending fossil fuel subsidies.”	factscan score: misleading	http://factscan.ca/jagmeet-singh-fossil-fuel-subsidies/	The commitment to end fossil fuel subsidies appears in a 2015 statement by leaders of the Group of 20 countries including Canada under Prime Minister Justin Trudeau, and an earlier G20 statement from a 2009 summit. Implementing the G20 commitment is also in the Liberal election platform from 2015. The commitment, however, is about phasing out fossil fuel subsidies over the medium term to 2025. 	None	Jagmeet Singh	None	None	None	2018-09-13	June 23, 2018	['None']
faan-00055	 “The oil sands are about two per cent of GDP.”	factscan score: true	http://factscan.ca/elizabeth-may-oil-sands-two-per-cent-of-gdp/	It is true the oil sands contribute a direct two per cent to Canada’s GDP, a figure that comes from Statistics Canada. This figure does not include any indirect contributions of the oil sands to related sectors, like construction and finance. By one estimate, the GDP share could rise to six or seven per cent by including indirect contributions in jobs and investment in related sectors.	None	Elizabeth May	None	None	None	2015-10-01	ugust 6, 2015	['None']
faan-00107	 Harper is “converting the Canadian spy agency into a secret police with virtually unlimited powers.”	factscan score: misleading	http://factscan.ca/elizabeth-may-harper-is-converting-the-canadian-spy-agency-into-a-secret-police-with-virtually-unlimited-powers/	The proposed anti-terrorism law, bill C-51, would not give Canada’s spy agency “virtually unlimited powers.” The bill does impose limits on the agency’s powers.	None	Elizabeth May	None	None	None	2015-02-23	ruary 9, 2015	['Canada']
faan-00033	 “Trudeau showed up to Washington with … celebrities, his children’s nannies, and his in-laws.”	factscan score: misleading	http://factscan.ca/cpc-washington-vacation/	Yes the trip included family, and a sizeable and high-profile entourage of government ministers too. 	None	Conservative Party	None	None	None	2016-05-17	None	['Pierre_Trudeau', 'Washington,_D.C.']
faan-00096	 “The Minister of Citizenship and Immigration said that the hijab was an indefensible perversion of Canadian values.”	factscan score: false	http://factscan.ca/justin-trudeau-the-minister-of-citizenship-and-immigration-said-that-the-hijab-was-an-indefensible-perversion-of-canadian-values/	In a case of putting words in someone else’s mouth, Justin Trudeau misquoted or wrongly paraphrased comments by Chris Alexander, giving a false impression of what the immigration minister said.	None	Justin Trudeau	None	None	None	2015-03-26	arch 10, 2015	['Canada', 'Citizenship,_Action,_Participation_for_the_21st_Century']
faan-00014	 “The payout to Omar Khadr was a choice made by Justin Trudeau.”	factscan score: true	http://factscan.ca/andrew-scheer-omar-khadr-settlement/	The government had a choice to settle Khadr’s lawsuit or fight it in court. However, according to a few experts, going to court might make political sense but not practical sense. Khadr’s lawsuit followed a Supreme Court decision that found Canadian officials participated in keeping him detained in a foreign prison system that violated his human rights.	None	Andrew Scheer	None	None	None	2017-07-26	July 10, 2017	['Justin_Trudeau', 'Omar_Khadr']
faan-00097	 “Cnd is 6th largest humanitarian donor in Syria & 5th in Iraq.”	factscan score: true	http://factscan.ca/rob-nicholson-cnd-is-6th-largest-humanitarian-donor-in-syria-5th-in-iraq/	Canada comes in sixth among donor countries for humanitarian spending on the Syrian crisis, and fifth for the Iraqi crisis, according to UN financial tracking. Rob Nicholson’s claim is true.	None	Rob Nicholson	None	None	None	2015-03-20	arch 13, 2015	['Iraq']
faan-00018	 “The US has a $400-million dairy surplus with Canada.”	factscan score: true	http://factscan.ca/justin-trudeau-dairy-surplus/	The United States sold $376 million more in dairy products to Canada than it purchased in 2016. But a trade surplus isn’t an indicator of more or less open trade. No conclusions can be made about which country is more protectionist using this figure alone. 	None	Justin Trudeau	None	None	None	2017-05-14	pril 20, 2017	['Canada']
faan-00098	 “There have been more than 40 studies on the plight of murdered and missing aboriginal women.”	factscan score: true	http://factscan.ca/susan-truppe-there-have-been-more-than-40-studies-on-the-plight-of-murdered-and-missing-aboriginal-women/	Susan Truppe joins fellow MPs claiming there have been 40 studies on murdered and missing aboriginal women. They are correct. At least 58 studies on this topic exist since 1994.	None	Susan Truppe	None	None	None	2015-03-15	t since 1994.	['None']
faan-00020	 “Canada spends $12 billion a year on oil from Saudi Arabia.”	factscan score: false	http://factscan.ca/kevin-oleary-saudi-oil/	Canada spends on average $2.2 billion a year on Saudi oil, according to Statistics Canada.	None	Kevin O’Leary	None	None	None	2017-04-27	uary 18, 2017	['Canada', 'Saudi_Arabia']
faan-00053	 “The past ten years … [was] a period of unprecedented economic instability.”	factscan score: true	http://factscan.ca/stephen-harper-unprecedented-economic-instability/	If we ignore the major (and greater) instability of the Great Depression and look at the intervening years only, the claim is accurate. Although the 2008-2009 recession did not affect Canada as much as the recession in 1981-1982, it caused an upheaval in the global economy from which countries are still recovering at different rates, with an ongoing impact on Canada. 	None	Stephen Harper	None	None	None	2015-10-07	ugust 6, 2015	['None']
faan-00071	 We have “a few dozen soldiers there” in the fight against Islamic State	factscan score: misleading	http://factscan.ca/tom-mulcair-a-few-dozen-soldiers/	There are roughly 69 Canadian personnel deployed in Iraq. That could fit within a common understanding of “a few dozen.” But counting those posted in both Kuwait and Iraq as part of the same mission, the number climbs to 669.	None	Tom Mulcair	None	None	None	2015-07-21	July 15, 2015	['None']
faan-00030	 The Supreme Court decision on assisted dying talks 17 times about “end-of-life”	factscan score: misleading	http://factscan.ca/jane-philpott-assisted-dying-decision/	Yes, “end-of-life” appears 17 times in the court decision that struck down the ban on physician-assisted dying. But that doesn’t support the government’s position that assisted dying be only for those near death. It appears in an array of different contexts, some relevant, some not.	None	Jane Philpott	None	None	None	2016-06-20	June 16, 2016	['None']
faan-00035	 “What quantum states allow for is much more complex information to be encoded into a single bit.”	factscan score: true	http://factscan.ca/justin-trudeau-quantum-computing/	A few physicists agree Trudeau’s quantum computing 101 is accurate. 	None	Justin Trudeau	None	None	None	2016-04-20	pril 15, 2016	['None']
faan-00028	 “We know that people are going to spend [child benefit income] on healthier groceries, on school supplies, on summer camp for kids.”	factscan score: true	http://factscan.ca/justin-trudeau-child-benefit-spending/	Research on how Canadians spend child tax benefits suggests the money goes to things that enhance children’s wellbeing like food, education, and recreation. 	None	Justin Trudeau	None	None	None	2016-08-12	July 20, 2016	['None']
faan-00026	 HFCs (hydrofluorocarbons) “are tens of thousands of times more polluting than carbon dioxide.”	factscan score: misleading	http://factscan.ca/catherine-mckenna-hfcs/	Not all hydrofluorocarbons (HFCs) are created equal. Some are more harmful than others. On average, HFCs are thousands of times worse for global warming than carbon dioxide. Not “tens of thousands” as McKenna claimed.	None	Catherine McKenna	None	None	None	2016-10-03	June 26, 2016	['None']
faan-00059	 “I’m the only Canadian minister who’s been in Syria in four decades.”	factscan score: false	http://factscan.ca/jason-kenney-only-canadian-minister-in-syria-in-four-decades/	Kenney was not the only minister to visit Syria in the last 40 years. Several others did too. Kenney’s office later modified the statement to “the only immigration minister,” which appears to be true. 	None	Jason Kenney	None	None	None	2015-09-13	mber 12, 2015	['Canada', 'Syria']
faan-00031	 “In this country, we have zero economic growth.”	factscan score: misleading	http://factscan.ca/kevin-oleary-zero-economic-growth/	Growth was sluggish into 2016, but only below zero in monthly data. Looking at the longer-term picture – measured quarterly and annually – Canada’s growth is above zero.	None	Kevin O’Leary	None	None	None	2016-06-13	 May 27, 2016	['None']
faan-00009	 “Any decision by the B.C. government to limit the flow of bitumen would be outside the province’s jurisdiction.”	factscan score: misleading	http://factscan.ca/kim-rudd-pipeline-jurisdiction/	The federal government does control interprovincial pipelines. However, provincial governments have shared control of related matters like environmental protection. This means both the federal and provincial governments could potentially impose regulations on a project like the Trans Mountain pipeline expansion. Depending on arguments made by B.C. in an upcoming legal case, there’s at least a chance the courts will find the province has jurisdiction to limit bitumen flow in some capacity. 	None	Kim Rudd	None	None	None	2018-03-30	ruary 9, 2018	['None']
faan-00076	 “In Vancouver now, we have more pot dispensaries than Starbucks locations.”	factscan score: true	http://factscan.ca/rona-ambrose-more-pot-dispensaries-than-starbucks-locations/	According to publicly available data, the City of Vancouver has 90 or 91 Starbucks locations and at least 93 marijuana dispensaries. There currently are more marijuana dispensaries than Starbucks locations in Vancouver.	None	Rona Ambrose	None	None	None	2015-07-08	June 11, 2015	['Vancouver', 'Starbucks']
faan-00087	 “Seven out of ten working Canadians don’t have a pension.”	factscan score: misleading	http://factscan.ca/tom-mulcair-seven-out-of-ten-working-canadians-dont-have-a-pension/	This number comes from data covering both the employed and the unemployed available to work. By not using the data on employed Canadians only, Mulcair’s statement is misleading.	None	Tom Mulcair	None	None	None	2015-05-29	uary 15, 2015	['Canada']
faan-00034	 “Canada-US relations were so bad in recent years … the old softwood lumber agreement expired.”	factscan score: false	http://factscan.ca/justin-trudeau-softwood-lumber-agreement-expired/	The relationship between former Prime Minister Stephen Harper and President Barack Obama may be partly behind the expired softwood lumber deal. But according to experts, several other factors are more likely responsible, such as complexity, lack of incentives on the US side, and the distraction of other mega free trade deals like TPP.	None	Justin Trudeau	None	None	None	2016-04-27	March 9, 2016	['None']
faan-00036	 “We’ve got the lowest interest rates in history.”	factscan score: true	http://factscan.ca/bill-morneau-lowest-interest-rates-in-history/	It’s true we’ve got the lowest interest rates – or cost of government borrowing, measured by bond yields – in a long time.	None	Bill Morneau	None	None	None	2016-04-08	arch 26, 2016	['None']
faan-00038	 “We learned with the tragic death of Sgt. Andrew Doiron that [Canadian troops] were indeed on the front line” in Iraq	factscan score: false	http://factscan.ca/tom-mulcair-canadian-troops-front-line-in-iraq/	The death of a Canadian soldier in Iraq was not the first evidence of troops operating at the front lines. That information was already public. 	None	Tom Mulcair	None	None	None	2016-02-18	uary 13, 2016	['Canada']
faan-00025	 Australian voters have “ballots the size of dorm-room posters.”	factscan score: true	http://factscan.ca/rona-ambrose-dorm-room-poster-ballots/	Many Australians voted with a ballot measuring over one metre in length to elect senators during the July 2016 election. Ballots for the House of Representatives (equivalent to Canada’s House of Commons), were closer to the size of a leaflet, or roughly the same as Canadian ballots. 	None	Rona Ambrose	None	None	None	2016-10-14	mber 26, 2016	['Australia']
faan-00063	 Justin Trudeau and Tom Mulcair “threaten to take this [TFSA] option away from Canadians.”	factscan score: misleading	http://factscan.ca/conservative-party-trudeau-and-mulcair-threaten-tfsas/	The Conservative Party’s claim that TFSAs are under threat by the NDP and Liberal Party is ambiguously worded. While it is true that both parties pledged to roll back recent increase to contribution limits, they have also committed to keeping the program in place. The vague language used by the Conservatives could easily give the impression their opponents would scrap the whole TFSA. 	None	Conservative Party	None	None	None	2015-08-28	None	['Justin_Trudeau', 'Canada']
faan-00115	 “It is an obligation of an MP to present every petition submitted to them”	factscan score: false	http://factscan.ca/elizabeth-may-it-is-an-obligation-of-an-mp-to-present-every-petition-submitted-to-them/	Elizabeth May said MPs have an “obligation” to present petitions. The House rule book says they do not.	None	Elizabeth May	None	None	None	2015-02-11	ember 4, 2014	['None']
faan-00077	 “Never in the history of Canada has a drug become a medicine because a judge has deemed it so.”	factscan score: true	http://factscan.ca/rona-ambrose-never-in-the-history/	It’s true that courts do not turn drugs into medicine. And keeping with history, contrary to what is being implied, the court did not do this in the latest ruling on marijuana. 	None	Rona Ambrose	None	None	None	2015-07-07	June 11, 2015	['Canada']
faan-00039	 In Saudi Arabia, “what’s changed … is these beheadings, and particularly of a religious cleric.”	factscan score: misleading	http://factscan.ca/rona-ambrose-saudi-arabia-whats-changed/	While some facts about the January executions of 47 people are different, like the number of deaths and the profile of one person killed, experts say this is not new policy or a new trend, and not an event that came without warning.	None	Rona Ambrose	None	None	None	2016-01-28	uary 16, 2016	['Saudi_Arabia']
faan-00070	 In early 2015, Canada’s “economy is not performing well compared to the rest of the world.”	factscan score: true	http://factscan.ca/chrystia-freeland-canadas-economy/	Canada’s economic performance, considered in terms of GDP growth in the first quarter of 2015, does not measure well compared to the economies of the United States, United Kingdom, Germany, Australia, the G7, and the G20 in the same period.	None	Chrystia Freeland	None	None	None	2015-07-28	 July 3, 2015	['Canada']
faan-00040	 “For the first time in our country’s history, we are making these letters public.”	factscan score: true	http://factscan.ca/justin-trudeau-letters-public/	Releasing mandate letters is not unprecedented in Canadian politics. Provincial governments have done it before. But it is a first for the feds, so in that context, Trudeau’s statement is true. 	None	Justin Trudeau	None	None	None	2015-12-25	mber 13, 2015	['None']
faan-00074	 “The Conservatives’ recent budget made no mention of climate change.”	factscan score: misleading	http://factscan.ca/tom-mulcair-budget-made-no-mention-of-climate-change/	It is true the budget does not contain the term “climate change,” but it is misleading to claim that the budget ignores the subject entirely. There is a close reference, plus funding for projects to reduce GHG emissions.	None	Tom Mulcair	None	None	None	2015-07-14	n May 6, 2015	['None']
faan-00095	 “We have lost a Canadian soldier behind enemy lines” in Iraq	factscan score: false	http://factscan.ca/tom-mulcair-we-have-lost-a-canadian-soldier-behind-enemy-lines-in-iraq/	The first Canadian killed in the U.S.-led coalition fight against Islamic State in Iraq did not die behind enemy lines. The incident occurred on Kurdish-held territory in Northern Iraq.	None	Tom Mulcair	None	None	None	2015-03-31	arch 24, 2015	['Canada']
faan-00050	 “This is the first government in Canadian history that, faced with a recession, did not cut our immigration.”	factscan score: false	http://factscan.ca/stephen-harper-recession-immigration/	This is not the first government in Canadian history to keep immigration uncut during a recession. During the 1990-1991 recession in Canada, the Mulroney government increased the annual immigration level.	None	Stephen Harper	None	None	None	2015-10-14	mber 17, 2015	['Canada']
faan-00091	 “Five million Canadians don’t have a family doctor.”	factscan score: true	http://factscan.ca/tom-mulcair-five-million-canadians-dont-have-a-family-doctor/	The number of Canadians without a doctor ranges between 4.6 million and 5.6 million, depending on the survey. According to one survey, a large portion of those were not looking for a family doctor.	None	Tom Mulcair	None	None	None	2015-05-13	uary 15, 2015	['Canada']
faan-00067	 “Canadians are already footing the bill for Harper’s early election call – as much as a billion dollars.”	factscan score: misleading	http://factscan.ca/ndp-a-billion-dollars/	While a longer than expected campaign period of 78 days will come with a larger than predicted price tag, it is unlikely that the total cost of the election will approach $1 billion. The NDP counted all costs as variable, instead of both variable and fixed, to arrive at that figure. As for a more logically correct estimate, Elections Canada is still working it out.	None	NDP	None	None	None	2015-08-14	ugust 2, 2015	['Canada']
faan-00078	 Supreme Court judges “think that they can approve a drug into a medicine, without clear clinical scientific evidence, and without safety reviews.”	factscan score: false	http://factscan.ca/rona-ambrose-drug-into-a-medicine/	The Supreme Court of Canada did not approve marijuana into a medicine. It found that prohibiting non-dried forms of medical marijuana violates the Charter.	None	Rona Ambrose	None	None	None	2015-07-07	June 11, 2015	['None']
faan-00056	 “Family reunification … [has] been completely shut down under Mr. Harper’s Conservatives.”	factscan score: false	http://factscan.ca/tom-mulcair-family-reunification/	While changes to Canada’s family immigration stream may make it harder for certain family groups to immigrate to Canada, the stream has not completely shut down (in 2014, 66,659 people got permanent residence through the family stream). Nor have overall levels of family immigration significantly changed under the Harper government. 	None	Tom Mulcair	None	None	None	2015-09-24	mber 17, 2015	['None']
faan-00062	 “Canada went from 2.5 million protected lakes and rivers, down to just 159 under the Conservatives.”	factscan score: misleading	http://factscan.ca/ndp-2-5-million-protected-lakes-and-rivers/	There are now 159 lakes and rivers, plus 3 oceans, in Canada that are considered protected in the Navigation Protection Act (NPA). That is down from an estimated 2.5 million. However, protection here refers to keeping a water body useable for commerce or travel. While conditions for federal environmental oversight have also changed, they don’t have much to do with the NPA and the number 159. 	None	NDP	None	None	None	2015-09-01	bpage in 2014	['Canada']
faan-00113	 “Bill C-42 would allow handguns and assault weapons to be freely transported … even left parked outside a Canadian Tire or local hockey arena.”	factscan score: false	http://factscan.ca/justin-trudeau-bill-c-42-would-allow-handguns-and-assault-weapons-to-be-freely-transported-even-left-parked-outside-a-canadian-tire-or-local-hockey-arena/	Justin Trudeau said bill C-42 to amend the Firearms Act would allow “handguns and assault weapons” to be transported anywhere within a province, even to Canadian Tire or a hockey arena. This is false. The locations that were unlawful before, continue to be unlawful.	None	Justin Trudeau	None	None	None	2015-02-13	None	['Canadian_Tire']
faan-00022	 “Taxes were lowered for middle-class Canadians.”	factscan score: misleading	http://factscan.ca/bill-morneau-middle-class-canadians/	The Liberal government and key departments refuse to clearly define who’s in the “middle class,” so can’t claim to benefit them.	None	Bill Morneau	None	None	None	2017-01-18	mber 14, 2016	['None']
faan-00109	 “Canada is the only country in the world to have withdrawn from the Kyoto Protocol.”	factscan score: true	http://factscan.ca/tom-mulcair-canada-is-the-only-country-in-the-world-to-have-withdrawn-from-the-kyoto-protocol/	Of the 192 parties to the Kyoto Protocol, Canada is the only country with a small “w” beside its name to indicate “withdrawal.”	None	Tom Mulcair	None	None	None	2015-02-19	uary 15, 2015	['Canada']
faan-00024	 Tom Mulcair “changed his mind, and he wants us to use our majority to ram through electoral change.”	factscan score: false	http://factscan.ca/justin-trudeau-tom-mulcair-changed-his-mind/	Mulcair has been consistent that all parties should be involved in introducing a new voting system. 	None	Justin Trudeau	None	None	None	2016-10-27	ober 19, 2016	['None']
faan-00058	 “We have seen since the great global financial crisis, Canada has the strongest economic growth, the strongest job creation record and the strongest income growth for the middle class among any of the major developed economies.”	factscan score: true	http://factscan.ca/stephen-harper-strongest-economic-growth-job-creation-income-growth/	Between the second quarter of 2009, the trough of the financial crisis, and the first quarter of 2015, it is true that Canada outperformed its peers in the G7 in economic growth and in the number of jobs created. Due to a lack of comparative data on median household incomes across the G7 over the same period, we are withholding judgment on Harper’s claim that Canada has also led the G7 in middle class income growth.	None	Stephen Harper	None	None	None	2015-09-17	ugust 6, 2015	['Canada']
faan-00083	 “When you have a contingency that is not used, it goes to repay debt … That’s what happens automatically at the end of the year.”	factscan score: true	http://factscan.ca/joe-oliver-contingency/	Canadian governments, dating at least to the Jean Chrétien era, have kept a contingency fund in one form or another which, if unused, helps reduce the debt.	None	Joe Oliver	None	None	None	2015-06-12	pril 21, 2015	['None']
faan-00005	 “Tax exemptions given to web giants … cost Canadians nearly $1B every year in lost tax revenue.”	factscan score: misleading	http://factscan.ca/ndp-tax-exemptions-web-giants/	The “tax exemption” at the center of this check is about the collection of sales taxes. Because tax laws were written before online sales, foreign web companies don’t always have to collect taxes like domestic counterparts do. If collected, those taxes may equal $1 billion or more. However, the claim omits that the taxes in question would be paid by Canadians, and we find that misleading. 	None	NDP	None	None	None	2018-09-03	pril 15, 2018	['Canada']
faan-00047	 “Everybody has some sort of ID to show who they are.”	factscan score: misleading	http://factscan.ca/pierre-poilievre-everybody-has-id/	By default of being born in Canada or immigrating, and accessing a range of basic services, it is true that we’ve all very likely been issued ID at some point, but it’s simplistic to assume everyone still has ID. And in the context of voting, Poilievre’s statement is misleading. In order to vote, people need to prove both who they are and where they live.	None	Pierre Poilievre	None	None	None	2015-10-19	July 17, 2015	['None']
faan-00006	 The Liberals offered “classes for returning terrorists in poetry and podcasting, not to mention cheques for $10 million.”	factscan score: false	http://factscan.ca/pierre-paul-hus-poetry-and-podcasting/	The government does provide funding for at least one program that uses podcasting and poetry to help prevent radicalization. However, the program at issue, developed by Project SOMEONE, is not offered to returning fighters.	None	Pierre Paul-Hus	None	None	None	2018-06-28	 May 11, 2018	['None']
faan-00089	 “It took [Harper] only three years to put Canada back into deficit, and that was ahead of the recession.”	factscan score: false	http://factscan.ca/justin-trudeau-it-took-harper-only-three-years-to-put-canada-back-into-deficit-and-that-was-ahead-of-the-recession-2/	The first federal deficit under Stephen Harper was logged for April 2008 to March 2009, overlapping with the Canadian onset of the recent global recession sometime between October 2008 and March 2009. 	None	Justin Trudeau	None	None	None	2015-05-19	pril 22, 2015	['Canada']
faan-00043	 “We will have reached the number 25,000 and thereby kept our promise.”	factscan score: false	http://factscan.ca/john-mccallum-kept-our-promise/	The Liberals originally promised 25,000 government-sponsored refugees by the end of 2015. The new commitment is a total of 25,000 government-sponsored refugees by the end 2016, which substantially alters the promise.	None	John McCallum	None	None	None	2015-12-03	mber 24, 2015	['None']
faan-00106	 “Bill C-51 does not add new powers to CSIS, it adds new powers to our independent judiciary, to the courts, to judges.”	factscan score: false	http://factscan.ca/jason-kenney-bill-c-51-does-not-add-new-powers-to-csis-it-adds-new-powers-to-our-independent-judiciary-to-the-courts-to-judges/	Jason Kenney said his government’s proposed anti-terrorism bill does not give new powers to CSIS. This is false. CSIS gets new powers under C-51.	None	Jason Kenney	None	None	None	2015-02-25	uary 21, 2015	['None']
faan-00086	 “The current ministry has swelled to 39 members, by far the largest cabinet in the democratic world.”	factscan score: true	http://factscan.ca/brent-rathgeber-largest-cabinet/	The cabinets of the world’s democratic countries are smaller than the current Canadian one. 	None	Brent Rathgeber	None	None	None	2015-06-04	 May 26, 2015	['None']
