tron-00521	Silent Partner of Red Hen Restaurant is a Registered Sex Offender	unproven!	https://www.truthorfiction.com/red-hen-silent-partner-registered-sex-offender/	None	business	None	None	['donald trump', 'hillary clinton', 'sarah huckabee sanders']	Silent Partner of Red Hen Restaurant is a Registered Sex Offender	Jun 26, 2018	None	['None']
para-00154	The government’s net debt level, measured against GDP, "is the same as someone who earns $100,000 a year having a mortgage of $10,000".	mostly false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/09/julia-gillard/julia-gillards-says-net-federal-debt-same-person-o/index.html	None	['Debt', 'Economy']	Julia Gillard	David Humphries, Su-Lin Tan, Peter Fray	None	Julia Gillard says net federal debt is the same as a person owing $10k on a $100k mortgage	Sunday, June 9, 2013 at 7:00 p.m.	None	['None']
snes-02647	Did President Trump Have Diarrhea on the Golf Course?	false	https://www.snopes.com/fact-check/trump-diarrhea-golf-course/	None	Fauxtography	None	Dan Evon	None	Did President Trump Have Diarrhea on the Golf Course?	10 April 2017	None	['None']
hoer-00203	Does Drinking Water at Certain Times Of The Day Maximize Its Health Benefits?	misleading recommendations	https://www.hoax-slayer.com/correct-time-drink-water.shtml	None	None	None	Brett M. Christensen	None	Does Drinking Water at Certain Times Of The Day Maximize Its Health Benefits?	May 18, 2013	None	['None']
tron-00109	Islamic Refugee Arrested With Gas Pipeline Plans in New Mexico	fiction!	https://www.truthorfiction.com/islamic-refugee-arrested-gas-pipeline-plans-new-mexico/	None	9-11-attack	None	None	None	Islamic Refugee Arrested With Gas Pipeline Plans in New Mexico	Jun 17, 2016	None	['None']
pomt-06980	"There's no scientific conclusion that (being gay) is genetic."	mostly true	/truth-o-meter/statements/2011/jul/13/tim-pawlenty/tim-pawlenty-says-theres-no-scientific-conclusion-/	During a July 10, 2011, appearance on NBC’s Meet the Press, host David Gregory asked Republican presidential candidate Tim Pawlenty about the origins of homosexuality. Here’s their exchange: Gregory: "Let me ask you about social policy. You've notably said that you're a big fan of Lady Gaga, and even the song Born This Way. There's a lot of debate about a gay marriage pledge in Iowa. And related to that, I wonder, do you agree with some of those who are behind that, that being gay is a choice?" Pawlenty: "Well, I have two teenage daughters who listen to Lady Gaga, so I'm subjected to it. And it has some good qualities to it. But as to, as to gay marriage, I'm in support of traditional marriage as between a man and a woman. I have not supported the issues of allowing gay couples to have the same benefits ... as traditional couples. And so this is an issue in Iowa and across the whole country. But I've stood in favor of traditional marriage and traditional relationships in that regard. Gregory: "Is being gay a choice?" Pawlenty: "Well, the science in that regard is in dispute. I mean, the scientists work on that and try to figure out if it's behavioral..." Gregory: "Right." Pawlenty: "...or if it's partly genetic." Gregory:"What do you think?" Pawlenty: "Well, I defer to the scientists in that regard." Gregory: "So you, you think it's not a choice." Pawlenty: "Well, there is no...." Gregory: "That you are, as Lady Gaga says, you're born that way." Pawlenty: "There's no scientific conclusion that it's genetic. We don't know that. So we don't know to what extent, you know, it's behavioral, and that's something that's been debated by scientists for a long time. But as I understand the science, there's no current conclusion that it's genetic." We decided to rate two of Pawlenty’s statements separately. In another item, we’ll look at whether scientists are "in dispute" about whether being gay is a choice. In this item, we’ll look at Pawlenty’s claim that "there's no scientific conclusion that it's genetic." Pawlenty’s word choice -- "genetic" -- is pivotal for rating the accuracy of his claim. The way he phrased it, he’s pretty close to accurate. But if he’d said instead that "there's no scientific conclusion that (being gay) is biological," he would have been incorrect. Since the significance of this distinction may not be obvious at first glance, we’ll explain it in detail here. If a trait is "genetic," it means that it comes from the genes encoded in your DNA. Furthermore, arguing that something is genetic suggests that there’s a single, or at least a well-defined, genetic source -- what has sometimes been called a "gay gene." By contrast, if a trait is "biological" in origin, it means that it can stem from any number of factors, such as hormone levels or how a fetus develops in the uterus. It would not, however, originate primarily from environmental factors such as childhood experiences -- what one might call the "nurture" part of the nature/nurture divide. The typical way of figuring out whether something is caused by genes is through twin studies. Since identical twins share 100 percent of their DNA, any observed differences in traits would be presumed to be influenced by environment rather than genetics. So if being gay was truly, and exclusively, a genetic trait, every set of identical twins should either be both straight, or both gay. In fact, that’s not the case. Even the studies with the strongest linkage show about a 50 percent correlation in sexual orientation between identical twins. Other studies have shown lower rates. Based on these findings, scientists agree that being gay is not caused exclusively by genes. However, being gay does appear to have a genetic component -- just a weaker one. The same study that showed roughly a 50 percent correlation in sexual orientation between identical twins also showed weaker correlations for fraternal twins, who share only 50 percent of their genes on average. That’s pretty much what you’d expect to see if genetics played a role, but not a dominant one. "Pawlenty is surely right that a genetic explanation has not been proven, and indeed genetics is likely a modest influence on sexual orientation," said Michael Bailey, a Northwestern University psychologist who undertook the twin study that showed a 50 percent correlation, as well as another that showed lower correlations. But if being gay is not primarily determined by genes, it doesn’t mean that its origin isn’t biological. Bailey and others find some of the most convincing evidence of the inherent nature of sexual orientation in long-term studies of the rare cases in which hormonally normal boys are reared as girls due to either accidents or certain medical conditions that have left them less obviously male. He said there have been six published cases of hormonally normal males reassigned early as females, and invariably, their sexual orientation was toward females. That’s consistent with their prenatal gender, not with their rearing as girls. The point of these studies is that sexual orientation -- one’s attractions and impulses -- runs very deep and is resistant to social and environmental factors. "If you can't make a male attracted to other males by cutting off his penis, castrating him, and rearing him as a girl, how likely is any social explanation of male homosexuality?" Bailey asks. Scientists freely acknowledge that the precise pathways for imparting sexual orientation are not yet understood. "Although much research has examined the possible genetic, hormonal, developmental, social and cultural influences on sexual orientation, no findings have emerged that permit scientists to conclude that sexual orientation – heterosexuality, homosexuality or bisexuality -- is determined by any particular factor or factors," the American Psychological Association has put it. However, just because scientists don’t know the specific mechanisms that cause sexual orientation doesn’t mean that they aren’t confident that they are biological in nature. "We do not really know in any definitive way the mix between biological and other explanations, but the evidence for biological contributions is as good or better than for any other factor," said Clinton W. Anderson, the associate executive director of the American Psychological Association and the director of its lesbian, gay, bisexual, and transgender concerns office. "Some have suggested that it’s how you were reared or a failure in bonding to the same-sex parent. But the research to support that is abysmal." Jack Drescher, a distinguished fellow of the American Psychiatric Association, added that "you’d be hard-pressed to find a reputable scientist who would exclude some aspect of biology" from the causes of homosexuality. Drescher is a member of the working group on sexual and gender-identity disorders for the forthcoming fifth edition of the Diagnostic and Statistical Manual of Mental Disorders, or DSM 5-- the authoritative reference work in the field. At this point, we need to note an important caveat: What we’ve been discussing here applies primarily to gay men. There is actually no solid scientific consensus about the causes of female homosexuality, because the research has been much less extensive. We struggled with the question of how we should factor in what one might call the lesbian exception. Neither Pawlenty nor Gregory specifically referred to either gay men or gay women in their comments. Ultimately, we concluded that the science of what causes women to be gay was too unformed to draw any solid conclusions, so we set it aside as a factor in our ratings. So where does this leave us? Pawlenty said "there's no scientific conclusion that (being gay) is genetic." On that specific question, we found broad agreement that Pawlenty was correct. Scientists told us that genetics may play a role in determining sexual orientation, but the current evidence suggests that it’s not the dominant factor and may ultimately be shown to play just a modest role. But a modest role is still different from no role. And we also think that viewers of the interview might be led to believe that because homosexuality is not primarily caused by genes, there’s no biological cause. In reality, most scientists do believe that sexual orientation is caused by biology, rather than by choice. On balance, we rate Pawlenty’s statement Mostly True.	None	Tim Pawlenty	None	None	None	2011-07-13T12:17:49	2011-07-10	['None']
pomt-11587	"There were slaves in 1845 who helped construct and build the Old Capitol."	mostly true	/florida/statements/2018/feb/01/kionne-mcghee/did-slaves-help-build-old-capitol-building-tallaha/	Rep. Kionne McGhee, D-Miami, offered an emotional speech about the role slavery played in Florida’s history as the Florida House prepared to vote on a slavery memorial at the Capitol. McGhee, the bill’s sponsor, referred to a mural in the House chamber that depicts a slave woman holding a bushel of cotton near Andrew Jackson, the state’s military governor who would later become president. "Because her lips were sealed, I will attempt to do justice," McGhee said. "You see, if she were able to talk on this day, she would tell us that in 1824, the slaves from Gadsden (County) came here, on this capitol complex some 200 yards away to clear the field." "She would also tell us that just behind us, there were slaves in 1845 who helped construct and build the Old Capitol, as we call it, that’s what she would tell us," McGhee said. The Florida House voted unanimously for HB 67, the companion of which has not yet been considered by the full Senate. If approved, the slave memorial would join other Capitol Complex monuments honoring fallen police officers, Dr. Martin Luther King Jr., and Civil War soldiers from Leon County, among other structures. We wanted to take a look at McGhee’s claim that enslaved people helped build the "Old Capitol." (We have previously found slaves helped build the White House in Washington.) We found very little documentation about enslaved people building the Old Capitol, but history experts said it was very likely they helped build it, given the large role slaves played in Florida at the time. McGhee’s team said the claim can be found in The Old Capitol: The Florida Center of Political History and Governance, an informational pamphlet compiled by Museum of Florida History staff to accompany the opening of a new exhibit. The booklet said that the Old Capitol was "built in part" by enslaved people, but does not say anything else about its construction. The history of Florida’s Capitol Florida commissioners picked Tallahassee as the capital in 1824, between two existing governmental centers — Pensacola and St. Augustine. The building that came to be known as the "Old Capitol" was completed in 1845, just before Florida was admitted as the 27th state. The Florida Capitol Complex we know today includes the Old Capitol, plus House and Senate office buildings, and the 22-story building sometimes called the "New Capitol." We asked the Florida Historic Capitol Museum, the Museum of Florida History and the Florida Department of State for additional information about the pamphlet McGhee cited, but came up empty-handed. The Florida Historic Capitol Museum has a webpage dedicated to the Old Capitol, but it does not mention anything about slave labor. (Rachel Porter, the director of research and programming at the museum, collected the information for McGhee’s claim.) Every expert we spoke to said that slave labor was integral to every aspect of Florida in the 19th century. However, specific records about slaves’ contributions often went unrecorded, as slave owners rarely disclosed the extent of their labor. "The fact that there is only a cursory mention of enslaved Africans building the Capitol is not unusual," said Larry Rivers, a distinguished history professor at Florida A&M University. "Enslaved Africans were regarded, like in other antebellum southern states, as objects to be simply worked until they died." According to Census information from 1840, Richard A. Shine, the supervising architect and primary contractor for building the Old Capitol, was listed as a slave owner. Andrew Frank, associate history professor at Florida State University, said Shine was known to have used slaves on other projects in Tallahassee or to have hired out some of them as manual or skilled laborers. Frank added that Shine’s son, Richard Shire Jr., later described himself as an "auctioneer" or slave trader. "They, like most residents in what was known as Middle Florida, were deeply invested (financially and socially) in slavery," he said. Edward E. Baptist, a history professor at Cornell University who has written a book about slavery in Florida, said almost every building in pre-1865 Tallahassee was built at least in part with slave labor. "It would in fact be shocking if the Old Capitol was not built with enslaved labor," Baptist said. "Artisans like white carpenters and masons owned slave laborers and craftsmen." Our ruling McGhee said enslaved people "helped construct and build the Old Capitol." African-American slaves were part of almost every facet of Florida life in the 19th century. Historians said they did all possible work in Florida, which would have included the building McGhee referenced. However, we were unable to find conclusive documentation about the construction of the Capitol building. Without that certainty, we rate this claim Mostly True. See Figure 1 on PolitiFact.com	None	Kionne McGhee	None	None	None	2018-02-01T10:55:31	2018-01-25	['None']
tron-02575	Barnes & Noble Store Put a Monkey Book in an Obama Window Display	fiction!	https://www.truthorfiction.com/obama-bn/	None	miscellaneous	None	None	None	Barnes & Noble Store Put a Monkey Book in an Obama Window Display	Mar 17, 2015	None	['None']
vogo-00433	Statement: The University of California, San Diego built secret tunnels during the 1960s to provide accessible routes for the National Guard in case of rioting, according to local urban legend.	determination: false	https://www.voiceofsandiego.org/topics/news/fact-check-ucsds-not-so-mythic-tunnels/	Analysis: For a few months now, we’ve been tracking down some of the region’s most puzzling urban legends: the mysterious downtown blob, a rumored floating bridge and now, the tunnels beneath UCSD.	None	None	None	None	Fact Check: UCSD's (Not So) Mythic Tunnels	February 15, 2011	None	['San_Diego', 'University_of_California', 'National_Guard_of_the_United_States']
pomt-03978	Says "overwhelming majorities of Americans" support gun legislation "like background checks."	mostly true	/truth-o-meter/statements/2013/feb/13/barack-obama/president-barack-obama-says-overwhelming-majority-/	President Barack Obama used his 2013 State of the Union address to urge Congress to vote on legislation to reduce gun violence. Victims of recent attacks deserve it, he said, and voters support some "common-sense reform." "Overwhelming majorities of Americans – Americans who believe in the 2nd Amendment – have come together around common-sense reform – like background checks that will make it harder for criminals to get their hands on a gun," he told lawmakers. Do "overwhelming majorities of Americans" support gun legislation such as background checks? The evidence Viewers who watched an enhanced version of Obama’s speech online at WhiteHouse.gov saw a graphic that said "92 percent of Americans support background checks for gun buyers." It cited an independent poll from Quinnipiac University, which we quickly found on the university’s site. The results from the phone poll of 1,772 registered voters in late January and early February 2013 were straightforward: • It found 92 percent support for background checks for all gun buyers, which the Quinnipiac pollsters described as "overwhelming." • It found 91 percent support for universal background checks among voters in a household with a gun. Other polls we’ve cited in recent fact-checks also found high percentages of support for universal background checks, even among gun owners. A Pew Research Center poll from Jan. 9-13, 2013, of 1,502 adults found 85 percent of Americans (and 85 percent of gun owners) favor making private gun sales and sales at gun shows subject to background checks. A CBS/New York Times poll conducted Jan. 11-15 among 1,110 adults showed that 92 percent of Americans (and 85 percent of respondents living in a household with an NRA member) support universal background checks. Obama did cherry-pick the gun-control proposal on which consensus is strongest -- background checks. Other proposals he might also call "common-sense," such as bans on assault weapons and high capacity magazines, held 56 percent support in the Quinnipiac poll. And they were narrowly opposed by voters in households with a gun, with 52 percent against such measures. Our ruling Obama said "overwhelming majorities of Americans" support gun legislation "like background checks." The poll cited by the administration, as well as other independent polls in 2013, do show support for universal background checks above 80 percent among voters, even those who own guns. But people would get the impression from Obama's statement that there is similar support for other White House gun proposals, when the reality is weaker majority support among voters and slim opposition among gun owners. That’s a point worth clarifying. We rate the president’s claim Mostly True.	None	Barack Obama	None	None	None	2013-02-13T00:21:37	2013-02-12	['United_States']
hoer-00946	Fast and Furious Giveaway	facebook scams	https://www.hoax-slayer.net/fake-fast-and-furious-giveaway-posts-targeting-facebook-users/	None	None	None	Brett M. Christensen	None	Fake Fast and Furious Giveaway Posts Targeting Facebook Users	September 4, 2018	None	['None']
goop-01661	Keanu Reeves Believes ‘The Matrix’ Plot Is Real?	0	https://www.gossipcop.com/keanu-reeves-matrix-fake-news/	None	None	None	Andrew Shuster	None	Keanu Reeves Believes ‘The Matrix’ Plot Is Real?	1:20 pm, February 2, 2018	None	['None']
snes-00092	Did a Clerk Refuse to Sell Gas to a Man Fleeing a Hurricane Over a Trump Bumper Sticker?	false	https://www.snopes.com/fact-check/hurricane-gas-bumper-sticker/	None	Junk News	None	Dan Evon	None	Did a Clerk Refuse to Sell Gas to a Man Fleeing a Hurricane Over a Trump Bumper Sticker?	13 September 2018	None	['None']
pomt-01822	There are "approximately 20,000 annual gun purchases in Rhode Island."	true	/rhode-island/statements/2014/jul/20/brett-smiley/providence-mayoral-candidate-brett-smiley-says-the/	As the gun debate continues to roil the nation and Rhode Island, Providence mayoral candidate Brett Smiley wants to take guns out of the hands of criminals. But how? Smiley, one of five Democrats vying for the seat, proposes a supplemental 10-percent statewide sales tax "on the approximately 20,000 annual gun purchases in Rhode Island and on ammunition purchases." That in turn, would produce revenue to support community anti-violence efforts and other initiatives to part criminals from their guns. Smiley unveiled his "Safest City Plan" at a December press conference. A seven-page campaign brochure he mailed to voters in the last week of June includes a version of that plan that reiterates his gun tax proposal. [A bill sponsored on Smiley’s behalf to impose the 10-percent statewide surplus gun tax failed to make it out of committee in the last General Assembly session]. So are there 20,000 guns sold a year in Rhode Island? First, let’s look at the laws for buying a gun in the state: Statutes 11-47-35 and 11-47-35.2. Anyone wanting to do so must first fill out a state purchase application form with a Federal Firearms Licensee - i.e., a licensed gun shop. The application is run through the FBI’s National Instant Criminal Background Check System (NICS) data base. The licensed firearms dealer sends a copy of the application to local or state police, and the attorney general’s department. They must later destroy the copies if no disqualifying information is found. If approved, you must wait seven days before you buy your firearm - or firearms (more than one gun can be purchased per application.) Smiley bases his claim on NICS Firearm Background Checks data. Here are the NICS statistics from 2010-2014: 2010: 14,835 2011: 17,271 2012: 24,050 2013: 26,666 2014: 10,140 as of June 30 "Looking just at the data for NICS Firearm Background Checks, you see that the Rhode Island figure has been steadily increasing in recent years, with 24,050 in 2012 and 26,666 in 2013," campaign manager Josh Block wrote in an email. "It's also worth noting that these figures are for the number of people receiving background checks, and multiple guns purchased at the same time would still yield only one background check. Given these figures, it's clear that saying "approximately 20,000 annual gun purchases in Rhode Island" is an accurate, and frankly even a relatively conservative, estimate," Block wrote. He said that number refers specifically to the number of guns sold. Federal law prohibits the federal Bureau of Alcohol, Tobacco, Firearms and Explosives from creating a federal registry of gun transactions. The FBI must destroy all approved gun purchase records within 24 hours. "ATF does not gather or collect information pertaining to the number of guns sold," says Debora A. Seifert, public information officer for the ATF Boston field division. The FBI notes that the NICS Firearm Background Checks "do not represent the number of firearms sold. Based on varying state laws and purchase scenarios, a one-to-one correlation cannot be made between a firearm background check and a firearm sale." OK. But do those NICS statistics represent an approximate measure, as Smiley claims? Short of tallying every licensed firearms dealer’s register in the state, no one can say precisely how many guns are sold every year in Rhode Island. We turned to the Rhode Island State Police and attorney general’s office for some answers. We also called more than half a dozen local gun shop owners. In different ways, they suggested that, if anything Smiley’s estimated number is on the low side. Amy Kempe, spokeswoman for Atty. Gen. Peter F. Kilmartin, gave us a breakdown for the years 2010 through 2013, of the number of applications approved and denied. The data reflect a consistent ratio between approvals and denials: on average, fewer than 1 percent are denied. State police Major James M. Manni interprets the NICS data the same way as Smiley. "Based on the number of NICS checks done - that’s factual that there are approximately 20,000 firearms sold in Rhode Island or even more" every year, said Manni, state police commander of inspectional services. Take the 2013 figure of 26,666 firearms background checks for example, Manni says. "Does that mean there were 26,000 guns sold? There could be more. You can buy multiple firearms" on one application, however he notes that "the vast majority are single sales." Manni also noted that the numbers of applicants who are either denied a purchase -- or who ultimately decide not to buy a firearm -- are very small. He said that In 2014, "in a six-month period, there were 10,140 NICS firearms background checks. So 2014 is on track for about 20,000" of those checks. Gun shop owners we spoke with also confirmed that very few applicants change their minds about buying a gun during the 7-day waiting period. And they confirmed that it’s impossible to determine precisely how many guns are purchased in the state each year. John Francis, owner of Competition Shooting Supplies, in Pawtucket, said " Unless you went to each dealer, and had each dealer count through our records … there’s no way to know." Our ruling Brett Smiley says there are "approximately 20,000 annual gun purchases in Rhode Island." There is no official registry of yearly gun sales in Rhode Island; state law prohibits it. But state and federal law enforcement officials cite the same statistics that Smiley does to back up his claim. Gun shop owners, and state police tell us that the majority of applications represent single sales. Because Smiley was careful to approximate the number, we rate his claim as True.	None	Brett Smiley	None	None	None	2014-07-20T00:01:00	2014-06-25	['Rhode_Island']
snes-00002	Maya Angelou was raped when she was a child, and after the man responsible was found dead, she refused to speak for nearly 5 years.	true	https://www.snopes.com/fact-check/maya-angelou-assaulted-chlid/	None	Viral Phenomena	None	Arturo Garcia	None	Was Maya Angelou Sexually Assaulted as a Child?	5 October 2018	None	['None']
snes-03620	An FBI agent investigating Hillary Clinton's use of a private e-mail server killed himself after murdering his wife.	false	https://www.snopes.com/fact-check/fbi-agent-murder-suicide/	None	Junk News	None	David Mikkelson	None	FBI Agent Suspected in Hillary Email Leaks Found Dead in Apparent Murder-Suicide	5 November 2016	None	['Federal_Bureau_of_Investigation', 'Hillary_Rodham_Clinton']
pomt-10888	New Mexico moved "up to" sixth in the nation in job growth.	mostly true	/truth-o-meter/statements/2007/jun/19/bill-richardson/yes-but-note-the-fine-print/	Richardson is correct, but doesn't mention the fine print. In touting his economic record as New Mexico's governor, Richardson's campaign produced a TV ad noting the pace of the state's job growth while he's been in office. Although the state was ranked sixth in August 2006 for job growth, it most recently ranked 15th. A more accurate statement would be to say that the state "ranked as high as sixth in the nation."	None	Bill Richardson	None	None	None	2007-06-19T00:00:00	2007-05-10	['None']
pomt-08706	Ohio today has the "fewest number of state employees since the Reagan administration."	true	/ohio/statements/2010/sep/06/yvette-mcgee-brown/strickland-running-mate-yvette-mcgee-brown-says-oh/	For much of this gubernatorial campaign, Democratic Gov. Ted Strickland has been defending his record against charges from Republican challenger John Kasich that he has done too little to stem job losses in Ohio and responding to accusations that he still oversees a bloated state government. Strickland’s running mate, Yvettee McGee Brown, in her own campaign speeches has echoed the governor’s. Recently she tackled a charge by Republicans that Ohio still has too many employees on the state payroll by evoking the name of one of the GOP’s favorite sons. Ohio today has the "fewest number of state employees since the Reagan administration," McGee Brown said in an Aug. 4 speech at a candidates forum in Columbus. Clearly, recent well-chronicled state layoffs and hiring freezes almost assure Ohio has fewer state employees than when Strickland took office in 2007. But could it be fewer than in the 1980s when Reagan was president, as Brown contends? The Strickland campaign is looking to reverse long-held Republican opinion that Democrats favor higher taxes and bigger government. The higher taxes issue will loom for whomever is Ohio’s next governor, given that the state faces up to an $8 billion budget deficit in the next operating budget with seemingly few options other than raising personal income taxes. But the big government question is something Strickland has dealt with since 2009 when the last biennial budget was set and the administration laid off state workers, froze hiring in some areas and otherwise shrunk government by attrition. Now McGee Brown has gone a step further by stating that under Strickland, Ohio now has the fewest state employees since Reagan, who was president from 1981 through 1988. Strickland’s campaign communications team offered uneven explanations for where McGee Brown got her information. It first stated it came from a state data chart that officials could not find until, PolitiFact began inquiring three weeks after McGee Brown’s speech. It then said the information was in an October 2009 news release from the Strickland administration that the campaign never produced. But the Ohio Department of Administrative Services bailed them out. It discovered annual employee data in a trends report that contained information dating back to 1983 and updated to include recent years. The report shows that as of December 2009, Ohio had 58,622 employees, the lowest number since 1983 when the state had 60,292 workers. That 28-year stretch includes a period from 1991 through 2006 when Ohio’s governors were Republicans and the state had more than 65,000 employees. We rate McGee Brown’s statement as True. Comment on this item.	None	Yvette McGee Brown	None	None	None	2010-09-06T06:00:00	2010-08-04	['Ohio', 'Ronald_Reagan']
pomt-10994	"The United States was paying for anywhere from 70 to 90 percent of (NATO), depending on the way you calculate."	mostly false	/truth-o-meter/statements/2018/jul/12/donald-trump/donald-trump-misleads-us-defense-spending-nato-bud/	Since his earliest days in office, President Donald Trump has made no bones about his feelings on how much the United States spends on NATO, often scolding allies for not carrying their weight. This week he was in Brussels for a summit with those very nations he’s unhappy with. One talking point came up again and again. As he left the White House for Europe, Trump tweeted that the United States is paying for 90 percent of NATO with other member countries falling far behind. In a short speech before he boarded his plane, he repeated his frustration but dialed back the size of the U.S. share, saying "we spend at least 70 percent for NATO." And in a July 12, 2018, press conference before he left Brussels, Trump decided to use both numbers to describe a lopsided U.S. contribution: "I believe in NATO. I think NATO's a very important, probably the greatest ever done. But the United States was paying for anywhere from 70 to 90 percent of it, depending on the way you calculate. That's not fair to the United States." Regardless of the figure used, it is not accurate to say that the United States is paying for either 70 or 90 percent of NATO’s military defense. U.S. outspends other countries on defense We first consulted NATO’s latest budget report for 2017. (A report with projected 2018 defense spending was released after Trump’s initial comment, but this doesn’t change the facts surrounding the claim.) The 2017 numbers show defense spending data of all member countries from 2010 to 2016 and 2017 estimates. By NATO’s count, total defense spending of all NATO members stood at about $957 billion in 2017. The United States’ share was about $686 billion. Do the math, and the percentage of U.S. spending is about 72 percent. (We don’t know the source for the 90 percent number.) Here are the top four spending countries on NATO’s list: Country Spending in billions (2017) Percent of total defense spending by NATO members United States $686 71.7% United Kingdom $55 5.8% France $46 4.8% Germany $45 4.8% U.S. spending isn’t all for NATO But what do these numbers mean? The spending doesn’t represent money spent on behalf of NATO, nor for NATO. They’re the total defense budgets of NATO members. For 2017, the defense spending of all NATO members totaled about $957 billion. The United States spent $686 billion on all of its defense spending across the globe for that year. Gordon Adams, professor emeritus at American University’s School of International Service, said the president’s wording is "bizarre" given that the burden for defense is quite different for the United States and European nations. "U.S. defense missions are global, not just European," he said, "while the allies spend solely for European defense." American defense spending supports aircraft carriers in the Pacific, as well as troops in Europe. On top of that, Adams said that U.S. equipment and personnel in Europe, such as an F-35 stealth fighter, can be deployed for missions in the Middle East. There is no clear way to tease out the fraction of American defense spending that primarily guards Europe. How countries do fund NATO NATO does have things it calls its own. There is a civilian staff and headquarters, and military equipment such as surveillance aircraft. There are bases, command headquarters and a program to beef up military capabilities in certain countries above and beyond what they would need for their own defense. Each of the 29 members contribute to those costs through an agreed cost-sharing formula based on the country’s gross domestic product. As the member with the largest GDP, the U.S. contributed 22 percent of NATO’s common funding. Not far behind is Germany with about 15 percent, then France and the United Kingdom with about 10 percent. With common costs of about $2.5 billion in 2017, the U.S. share of about $550 million doesn’t change the picture, since Europe’s share was a much larger $1.8 billion. That gap only weakens Trump’s argument. Our ruling Trump said "the United States was paying for anywhere from 70 to 90 percent of (NATO)." It is not accurate to say the United States pays for the majority of NATO's costs. The United States pays for 22 percent of NATO's common fund. Beyond that relatively small amount, the cost of NATO is undefined. The organization does total the defense budgets of its members, and based on that, U.S. defense spending equals about 70 percent. But the United States spends as much as it does because it is a global military power, which by and large, the European members are not. It is an apples and oranges comparison. Trump pushed a flawed comparison even further by saying the U.S. paid for as much as 90 percent of NATO. That goes beyond the exaggeration of this statistic that we've seen before. Trump’s statement contains just an element of truth, ignoring critical facts that would give a different impression. We rate it Mostly False. See Figure 1 on PolitiFact.com	None	Donald Trump	None	None	None	2018-07-12T14:44:03	2018-07-12	['United_States', 'NATO']
