abbc-00111	The claim: Bob Katter claims there were more gun deaths after the 1996 gun laws were introduced than there were in the three years before.	in-the-red	http://www.abc.net.au/news/2013-08-23/katter-wrong-on-gun-deaths/4904576	The claim: Bob Katter claims there were more gun deaths after the 1996 gun laws were introduced than there were in the three years before.	['law-crime-and-justice', 'murder-and-manslaughter', 'bob-katter', 'federal-government', 'minor-parties', 'federal-elections', 'australia']	None	None	['law-crime-and-justice', 'murder-and-manslaughter', 'bob-katter', 'federal-government', 'minor-parties', 'federal-elections', 'australia']	Bob Katter wrong on number of gun deaths after Port Arthur	Tue 17 Sep 2013, 2:33am	None	['None']
abbc-00328	The claim: Andrew McKellar says the average motorist will pay somewhere in the region of $140 extra a year with an increase in the fuel tax excise from November 10.	in-between	http://www.abc.net.au/news/2014-11-10/cost-of-the-fuel-tax-indexation-exaggerated-fact-check/5853830	The claim: Andrew McKellar says the average motorist will pay somewhere in the region of $140 extra a year with an increase in the fuel tax excise from November 10.	['tax', 'government-and-politics', 'business-economics-and-finance', 'federal-government', 'liberals', 'australia']	None	None	['tax', 'government-and-politics', 'business-economics-and-finance', 'federal-government', 'liberals', 'australia']	Fact check: How much will the fuel tax hike leave you out of pocket?	Sun 8 May 2016, 8:08am	None	['None']
abbc-00107	The claim: Kevin Rudd says the Coalition's paid parental leave scheme costs $22 billion, which he says is more than the Government spends on childcare support.	in-the-red	http://www.abc.net.au/news/2013-09-04/kevin-rudd-parental-leave-child-care-comparison-incorrect/4908332	The claim: Kevin Rudd says the Coalition's paid parental leave scheme costs $22 billion, which he says is more than the Government spends on childcare support.	['community-and-society', 'family-and-children', 'child-care', 'federal-government', 'federal-elections', 'alp', 'rudd-kevin', 'australia']	None	None	['community-and-society', 'family-and-children', 'child-care', 'federal-government', 'federal-elections', 'alp', 'rudd-kevin', 'australia']	Kevin Rudd's parental leave, child care comparison incorrect	Fri 6 Sep 2013, 1:10am	None	['Kevin_Rudd', 'Coalition_(Australia)']
abbc-00434	The claim: Tony Burke says he will ensure unaccompanied asylum seekers under the age of 18 have appropriate accommodation, services, and schooling in PNG	in-between	http://www.abc.net.au/news/2013-08-14/tony-burke-unaccompanied-children-png/4842978	The claim: Tony Burke says he will ensure unaccompanied asylum seekers under the age of 18 have appropriate accommodation, services, and schooling in PNG	['immigration', 'tony-burke', 'alp', 'federal-government', 'australia', 'papua-new-guinea']	None	None	['immigration', 'tony-burke', 'alp', 'federal-government', 'australia', 'papua-new-guinea']	Tony Burke not telling the full story on unaccompanied asylum seeker children	Wed 21 Aug 2013, 8:24am	None	['None']
abbc-00317	The claim: Opposition Leader Bill Shorten claims the Federal Government has cut $1 billion from childcare.	in-between	http://www.abc.net.au/news/2015-03-02/childcare-funding-cuts/6253304	The claim: Opposition Leader Bill Shorten claims the Federal Government has cut $1 billion from childcare.	['government-and-politics', 'child-care', 'alp', 'bill-shorten', 'australia']	None	None	['government-and-politics', 'child-care', 'alp', 'bill-shorten', 'australia']	Fact check: Did the Abbott Government cut $1 billion from child care?	Thu 3 Mar 2016, 6:01am	None	['Bill_Shorten']
abbc-00318	The claim: Joe Hockey has warned that Australia is at a "tipping point" and living beyond its means. "We cannot continue to go on borrowing $100 million a day as a government just to pay our daily bills," he said.	in-between	http://www.abc.net.au/news/2015-02-13/hockey-100-million/6085378	The claim: Joe Hockey has warned that Australia is at a "tipping point" and living beyond its means. "We cannot continue to go on borrowing $100 million a day as a government just to pay our daily bills," he said.	['federal-government', 'budget', 'liberals', 'australia']	None	None	['federal-government', 'budget', 'liberals', 'australia']	Fact check: Hockey over-eggs 'borrowing $100 million a day' claim	Thu 3 Mar 2016, 6:01am	None	['None']
abbc-00103	The claim: Labor said the Coalition was spending 10 times as much on negative ads, the Coalition said Labor would massively outspend it and Clive Palmer said the Liberals spent $54 million on their campaign.	in-the-red	http://www.abc.net.au/news/2013-09-20/ad-spending-claims-pure-campaign-spin/4966426	The claim: Labor said the Coalition was spending 10 times as much on negative ads, the Coalition said Labor would massively outspend it and Clive Palmer said the Liberals spent $54 million on their campaign.	['advertising-and-marketing', 'federal-government', 'abbott-tony', 'rudd-kevin', 'clive-palmer', 'minor-parties', 'liberals', 'alp', 'australia']	None	None	['advertising-and-marketing', 'federal-government', 'abbott-tony', 'rudd-kevin', 'clive-palmer', 'minor-parties', 'liberals', 'alp', 'australia']	Rudd, Abbott, Palmer's ad spending claims pure campaign spin	Thu 3 Oct 2013, 1:11am	None	['Coalition_(Australia)', 'Australian_Labor_Party']
abbc-00393	The claim: Joe Hockey says within six years Australia will have "the biggest medical research endowment fund in the world".	in-between	http://www.abc.net.au/news/2014-05-21/will-australia-have-the-biggest-medical-research-fund/5454810	The claim: Joe Hockey says within six years Australia will have "the biggest medical research endowment fund in the world".	['medical-research', 'health', 'doctors-and-medical-professionals', 'liberals', 'government-and-politics', 'budget', 'hockey-joe', 'australia']	None	None	['medical-research', 'health', 'doctors-and-medical-professionals', 'liberals', 'government-and-politics', 'budget', 'hockey-joe', 'australia']	Will Australia's new medical research fund be the biggest in the world?	Wed 21 May 2014, 3:05am	None	['None']
abbc-00283	A panel of experts has agreed to advise ABC Fact Check for its work on economic issues.	in-between	http://www.abc.net.au/news/2016-02-18/fact-check-were-300000-jobs-created-in-2015/7135894	A panel of experts has agreed to advise ABC Fact Check for its work on economic issues.	['unemployment', 'economic-trends', 'turnbull-malcolm', 'liberals', 'australia']	None	None	['unemployment', 'economic-trends', 'turnbull-malcolm', 'liberals', 'australia']	Fact check: Were 301,000 jobs created in 2015?	Thu 3 Mar 2016, 1:14am	None	['None']
abbc-00348	In the days before the 2013 federal election, Tony Abbott and his MPs repeatedly said there would be no cuts to health if a Coalition government was elected.	in-between	http://www.abc.net.au/news/2014-07-27/no-cuts-to-health-promise-check/5512272	None	['health', 'abbott-tony', 'hockey-joe', 'liberals', 'federal-government', 'australia']	None	None	['health', 'abbott-tony', 'hockey-joe', 'liberals', 'federal-government', 'australia']	Promise check: No cuts to health	Sun 8 May 2016, 7:37am	None	['Tony_Abbott', 'Coalition_(Australia)']
abbc-00160	An Emissions Reduction Fund is the centrepiece of the Coalition's "direct action plan" to address climate change.	in-the-green	http://www.abc.net.au/news/2014-07-27/emissions-reduction-fund-promise-check/5430108	None	['emissions-trading', 'business-economics-and-finance', 'federal-government', 'liberals', 'australia']	None	None	['emissions-trading', 'business-economics-and-finance', 'federal-government', 'liberals', 'australia']	Promise check: Allocate $1.55 billion over first three years to establish an Emissions Reduction Fund	Sun 8 May 2016, 7:37am	None	['None']
abbc-00218	The ousting of former prime minister Malcolm Turnbull has exposed simmering discontent within the Liberal Party over its attitude towards women, amid claims female MPs were bullied during the August leadership spill and suggestions from outside the party that Julie Bishop, then deputy leader, was overlooked for the top job due to her gender.	in-between	http://www.abc.net.au/news/2018-09-27/fact-check3a-has-the-liberal-party-failed-to-achieve-gender-pa/10256464	Ms McGowan is jumping the gun. The Coalition has not yet achieved 50 per cent female membership of government boards, but this target was only set in March 2016. In the two years since, the Government has boosted female representation on boards. Data available at the time of Ms McGowan's claim, for December 2017, shows women had achieved a record 44.5 per cent board membership. This is up from 40.5 per cent recorded in June 2016, three months after the Government set the target, and from 42.7 per cent in June 2017. In total, this amounts to an increase of 4 percentage points in 18 months. Under the Coalition, between June 2016 and December 2017, female representation increased by an average of 0.22 percentage points per month. Under Labor, between June 2010 and June 2013, the average monthly increase was 0.2 percentage points. The proportion of women on boards fell back under former Coalition prime minister Tony Abbott. However, Ms McGowan's claim relates to the period since March 2016 when the Turnbull government set the 50 per cent target. On current trends, that target would be met by January 2020. Experts consulted by Fact Check said that while governments effectively control the selection of board appointees, there are constraints on how quickly they can change the composition of government boards. These include, for example, fixed terms for current board members, which typically last three to five years. Professor Meredith Edwards said that given these constraints, the rate achieved since introducing Mr Turnbull's 50 per cent target was quite good. During 2016-17, the proportion of new board appointments that went to women was 46.2 per cent, down slightly from 46.5 per cent in 2015-16, and lower than the record 47.6 per cent achieved in 2012-13, Labor's last year of government.	['women', 'federal-government', 'australia']	None	None	['women', 'federal-government', 'australia']	Fact check: Has the Coalition been unable to reach its target of 50 per cent women on government boards?	Wed 26 Sep 2018, 10:50pm	None	['Malcolm_Turnbull', 'Liberal_Party_of_Australia']
abbc-00296	The claim: Sex Discrimination Commissioner Elizabeth Broderick says fewer big Australian companies are run by women than by men named Peter and companies run by men named Peter, Michael, David or Andrew outnumber those run by women four to one.	in-between	http://www.abc.net.au/news/2015-10-09/fact-check-women-running-big-companies/6783082	The claim: Sex Discrimination Commissioner Elizabeth Broderick says fewer big Australian companies are run by women than by men named Peter and companies run by men named Peter, Michael, David or Andrew outnumber those run by women four to one.	['business-economics-and-finance', 'australia']	None	None	['business-economics-and-finance', 'australia']	Fact check: Do big companies run by a Peter, a Michael, a David or an Andrew outnumber those run by women four to one?	Thu 3 Mar 2016, 5:52am	None	['Australia']
abbc-00136	The claim: Foreign Minister Julie Bishop claims that Australia's refugee intake in 2015-16, as a result of taking 12,000 people from Syria and Iraq, will be the single largest since World War II.	in-the-green	http://www.abc.net.au/news/2015-09-29/fact-check-syria-largest-refugee-intake-julie-bishop/6786074	The claim: Foreign Minister Julie Bishop claims that Australia's refugee intake in 2015-16, as a result of taking 12,000 people from Syria and Iraq, will be the single largest since World War II.	['20th-century', 'world-war-2', 'immigration', 'bishop-julie', 'australia', 'syrian-arab-republic']	None	None	['20th-century', 'world-war-2', 'immigration', 'bishop-julie', 'australia', 'syrian-arab-republic']	Fact check: Will Australia's refugee intake in 2015-16 be the highest since WWII?	Tue 29 Sep 2015, 1:44am	None	['Syria', 'Iraq', 'Australia', 'World_War_II']
abbc-00007	The plight of South Africa's farmers caught the attention of local politicians recently when Home Affairs Minister Peter Dutton suggested white farmers were being persecuted and deserved "special attention" under Australia's humanitarian immigration program.	in-the-red	http://www.abc.net.au/news/2018-04-05/fact-check-were-400-white-south-african-farmers-murdered-year/9591724	Mr Abbott's claim is baseless. There are no official statistics available for the past 12 months. The most recent police statistics show that 74 people were murdered on farms in the year to March 2017. That figure is well below the 400 claimed by Mr Abbott. Moreover, it includes all farmers, workers, families and visitors and all races. More recent figures, which identify white farmers, are available from the Transvaal Agricultural Union, a group representing the interests of farmers. According to their figures, there were 84 farm murders in the 2017 calendar year. Of these, 59 victims were white farmers. A further 15 people, including 8 white farmers, were killed on farms in the first three months of 2018. That means fewer than 70 white farmers were killed in the last 15 months. The police's latest data does reveal a rise in farm murders compared with the previous year, as does the union's data. However, experts told Fact Check that these changes reflected a general increase in murders across the entire South African population since 2012.	['murder-and-manslaughter', 'farm-labour', 'race-relations', 'liberals', 'south-africa']	None	None	['murder-and-manslaughter', 'farm-labour', 'race-relations', 'liberals', 'south-africa']	Fact check: Were 400 white South African farmers murdered last year?	Thu 12 Jul 2018, 2:42am	None	['Australia', 'South_Africa']
abbc-00005	Independent Senator Fraser Anning has frequently used Twitter to campaign against those migrants and asylum seekers he claims come to Australia "for a life of permanent handouts".	in-the-red	http://www.abc.net.au/news/2018-06-04/fact-check-muslim-workforce/9800656	Senator Anning is wrong. It also revealed that the high Muslim non-participation rate — which compares to a national working-age non-participation rate of 24 per cent — is almost entirely due to the large number of Muslim women who are not working.	['immigration', 'work', 'australia']	None	None	['immigration', 'work', 'australia']	Fact check: Are more than half of Australia's working-age Muslims not in the workforce?	Thu 6 Sep 2018, 7:05am	None	['Australia']
abbc-00113	The claim: Michelle Rowland says the Coalition has not submitted any policies for costing to the Parliamentary Budget Office.	in-the-red	http://www.abc.net.au/news/2013-08-14/michelle-rowland-incorrect-coalition-costings/4865274	The claim: Michelle Rowland says the Coalition has not submitted any policies for costing to the Parliamentary Budget Office.	['federal-government', 'federal-elections', 'budget', 'australia']	None	None	['federal-government', 'federal-elections', 'budget', 'australia']	Labor MP Michelle Rowland incorrect on the Coalition's policy costings	Tue 13 Aug 2013, 4:13pm	None	['Coalition_(Australia)']
abbc-00187	The claim: Tony Abbott says some places in Queensland and NSW are experiencing a "once-in-a-quarter-century" or even a "once-in-a-century" drought.	in-the-green	http://www.abc.net.au/news/2014-03-12/tony-abbott-drought-severity-claim-checks-out/5295232	The claim: Tony Abbott says some places in Queensland and NSW are experiencing a "once-in-a-quarter-century" or even a "once-in-a-century" drought.	['environment', 'climate-change', 'government-and-politics', 'abbott-tony', 'liberals', 'australia', 'nsw']	None	None	['environment', 'climate-change', 'government-and-politics', 'abbott-tony', 'liberals', 'australia', 'nsw']	How severe is the drought in Queensland and New South Wales?	Tue 18 Mar 2014, 7:15am	None	['Tony_Abbott', 'Queensland', 'New_South_Wales']
abbc-00329	The Coalition's workplace relations plan was the second of its formal election policies to be launched, four months before the federal election.	in-between	http://www.abc.net.au/news/2014-11-07/no-cuts-to-penalty-rates-promise-check/5695272	None	['work', 'community-and-society', 'federal-government', 'small-business', 'business-economics-and-finance', 'liberals', 'australia']	None	None	['work', 'community-and-society', 'federal-government', 'small-business', 'business-economics-and-finance', 'liberals', 'australia']	Promise check: No cuts to penalty rates	Sun 8 May 2016, 8:08am	None	['Coalition_(Australia)']
abbc-00211	The claim: Scott Morrison says people illegally enter Australia when they come without a valid visa and says the term 'illegal entry' is used in international conventions.	in-the-green	http://www.abc.net.au/news/2013-09-06/morrison-correct-illegal-entry-people/4935372	The claim: Scott Morrison says people illegally enter Australia when they come without a valid visa and says the term 'illegal entry' is used in international conventions.	['federal-government', 'federal-elections', 'scott-morrison', 'immigration', 'liberals', 'australia']	None	None	['federal-government', 'federal-elections', 'scott-morrison', 'immigration', 'liberals', 'australia']	Scott Morrison correct on 'illegal entry' of people without a visa	Fri 13 Sep 2013, 2:22am	None	['Australia']
abbc-00045	The claim: One Nation founder Pauline Hanson says that halal certification is a $3 trillion industry that funds Islamic organisations and terrorism.	in-the-red	http://www.abc.net.au/news/2015-04-14/fact-check-does-halal-certification-fund-terrorism/6383238	The claim: One Nation founder Pauline Hanson says that halal certification is a $3 trillion industry that funds Islamic organisations and terrorism.	['religion-and-beliefs', 'race-relations', 'australia']	None	None	['religion-and-beliefs', 'race-relations', 'australia']	Fact check: Does halal certification fund terrorism?	Tue 21 Apr 2015, 8:16am	None	['Islam', 'Pauline_Hanson']
abbc-00279	"In terms of how I have described my attitude towards negative gearing, I have always understood that for the vast majority of Australians who use negative gearing they are modest income earning Australians, nurses, teachers, police," Treasurer Scott Morrison told the National Press Club in February.	in-between	http://www.abc.net.au/news/2016-03-03/fact-check-negative-gearing-scott-morrison/7180812	Mr Morrison's claim is selective. Australian Tax Office data shows that one in 10 Australians who files a tax return is negatively geared in terms of rental property. Data provided by Mr Morrison's office, based on Treasury calculations, showed 67 per cent of the people who use negative gearing have taxable incomes of $80,000 or less. This was backed up by Fact Check's analysis of ATO statistics. However, as 82 per cent of all taxpayers have taxable incomes below $80,000, it is not surprising that most of the negative gearers fall into this category. As this category represents only 67 per cent of negative gearers, it is clear that these taxpayers use negative gearing proportionately less than taxpayers with higher income. Put another way, only 8 per cent of people with taxable incomes less than $80,000 use negative gearing, compared with more than double that proportion among people with taxable incomes above $80,000. Similarly, people with taxable incomes over $80,000 receive 42 per cent of the negative gearing benefit, but they only represent 33 per cent of all negative gearers. Finally, those with a total income (including negative gearing benefit) of $52,000 a year or less — an income more in line with the definition of modest as a "moderate" or median income — represent 59 per cent of all taxpayers, but only 40 per cent of negatively geared taxpayers. Only 4 per cent of these people use negative gearing. When the negative gearing benefit is removed by taking out their rental losses, they represent 33 per cent of people who use negative gearing.	['tax', 'housing', 'business-economics-and-finance', 'liberals', 'australia']	None	None	['tax', 'housing', 'business-economics-and-finance', 'liberals', 'australia']	Fact check: Do most negative gearers earn a modest income?	Mon 7 Mar 2016, 5:21am	None	['Australia']
abbc-00252	Prominent barrister Geoffrey Watson SC has criticised Australia's failure to establish a federal anti-corruption watchdog, telling ABC's RN Breakfast that it puts us "out of step with our international obligations".	in-between	http://www.abc.net.au/news/2017-09-28/fact-check-is-australia-in-breach-of-anti-corruption-obligations/8974742	Mr Watson's claim that Australia is in breach of its treaty obligations is debatable. But the convention allows nations to use whatever system best suits their particular circumstances, and their approaches can be wide and varied. In Australia's case, our "multi-agency" integrity system relies on a variety of state and Commonwealth bodies to investigate corruption in the public sector. Included among these agencies is the national watchdog for investigating Commonwealth public sector corruption — the Australian Commission for Law Enforcement Integrity. Experts and advocates are divided on whether this system is sufficient for Australia to comply with its treaty obligations, the result of their different interpretations of the convention's requirements. Some argue that we will not be meeting our obligations until our system is made to be effective by being comprehensive. For the Australian Commission for Law Enforcement Integrity to meet this expectation, its funding would need to be increased and its jurisdiction expanded. Others say that simply by having federal law enforcement officials who are not subject to political interference could get Australia across the line. And while they argue that a single, national watchdog might be desirable, it may not be necessary for meeting our obligations. Most countries considered "cleaner" than Australia in terms of corruption do not have such a body.	['corruption', 'international-law', 'australia']	None	None	['corruption', 'international-law', 'australia']	Fact check: Is Australia in breach of its UN anti-corruption obligations?	Fri 10 Nov 2017, 12:18am	None	['Australia']
abbc-00018	Many Australians try to reduce their personal carbon footprint, but do we have the same options as people in other countries?	in-the-red	http://www.abc.net.au/news/2017-08-17/fact-check-corolla-emissions-comparison-uk-australia/8805598	Mr Butler's claim is ill-informed. Although Australia has placed limits on emissions of "noxious air pollutants" since the 1970s, Mr Butler accurately points out that there are no mandatory standards for carbon dioxide emissions from cars. However, the evidence does not back up the idea that the Corolla vehicle that "you'll buy" in Australia emits double the carbon dioxide as the same type of car in the UK. The comparison Mr Butler refers to was one made between two very different cars in the Corolla range — an Australian petrol model and a UK petrol-electric hybrid. A closer comparison would have been between the UK and Australian petrol models, or the UK hybrid and Australian Prius which shared the same engine. Importantly, Mr Butler's comparison is also based on outdated information. The Corolla is no longer sold in the UK, having been replaced by the Toyota Auris. And a lower-emitting petrol-electric hybrid Corolla was introduced to Australia in 2016, which compares more favourably with a similarly specified hybrid Auris. So, while Mr Butler has fairly accurately described a comparison that was set out in a 2014 Climate Change Authority report, the comparison was flawed at the time and changes in model line-ups mean the figures are not valid for 2017.	 ['climate-change', 'air-pollution', 'alp', 'australia', 'united-kingdom']	None	None	['climate-change', 'air-pollution', 'alp', 'australia', 'united-kingdom']	Fact check: Does a Corolla bought in the UK emit half the carbon dioxide of one bought in Australia?	Tue 29 Aug 2017, 8:48am	None	['None']
abbc-00364	Before the 2013 federal election the Coalition promised to "build better roads in Perth".	in-between	http://www.abc.net.au/news/2014-07-27/swan-valley-bypass-promise-check/5505120	None	['road-transport', 'industry', 'abbott-tony', 'liberals', 'federal-government', 'business-economics-and-finance', 'perth-6000', 'wa', 'muchea-6501', 'australia', 'ellenbrook-6069', 'bullsbrook-6084']	None	None	['road-transport', 'industry', 'abbott-tony', 'liberals', 'federal-government', 'business-economics-and-finance', 'perth-6000', 'wa', 'muchea-6501', 'australia', 'ellenbrook-6069', 'bullsbrook-6084']	Promise check: $615m to build the Swan Valley Bypass	Sun 8 May 2016, 7:37am	None	['Perth', 'Coalition_(Australia)']
abbc-00352	Before the 2013 federal election Tony Abbott pledged to create a million jobs in five years and two million in a decade.	in-between	http://www.abc.net.au/news/2014-07-27/one-million-new-jobs-promise-check/5408632	None	['work', 'federal-government', 'abbott-tony', 'business-economics-and-finance', 'liberals', 'industry', 'australia']	None	None	['work', 'federal-government', 'abbott-tony', 'business-economics-and-finance', 'liberals', 'industry', 'australia']	Promise check: Generate 1 million new jobs in five years	Sun 8 May 2016, 7:37am	None	['Tony_Abbott']
abbc-00325	The claim: Susan Ryan says Australia is losing about $10 billion a year by not employing more people over 55.	in-between	http://www.abc.net.au/news/2014-11-24/susan-ryan-on-age-discrimination-fact-check/5836426	The claim: Susan Ryan says Australia is losing about $10 billion a year by not employing more people over 55.	['work', 'community-and-society', 'liberals', 'federal-government', 'discrimination', 'australia']	None	None	['work', 'community-and-society', 'liberals', 'federal-government', 'discrimination', 'australia']	Fact check: Is workplace discrimination against older people costing $10 billion a year?	Sun 23 Nov 2014, 11:37pm	None	['None']
